#file for arcs using the same infrastructure in the sense that activities (i,j) and (i_bar, j_bar) occupy the same underlying infrastructure
i,j,i_bar,j_bar
BGSS_511_B-571-1-2-arr-right,BGSS_511_B-571-1-2-dep-right,BGSS_511_B-566-1-1-arr-right,BGSS_511_B-566-1-1-dep-right
BGSS_511_B-6-2-1-arr-right,BGSS_511_B-6-2-1-dep-right,BGSS_511_B-376-1-21-arr-right,BGSS_511_B-376-1-21-dep-right
BGSS_511_B-6-2-1-arr-right,BGSS_511_B-6-2-1-dep-right,BGSS_511_B-626-1-4-arr-right,BGSS_511_B-626-1-4-dep-right
BGSS_511_B-6-2-1-arr-right,BGSS_511_B-6-2-1-dep-right,BGSS_511_B-566-1-1-arr-right,BGSS_511_B-566-1-1-dep-right
BGSS_511_B-376-1-21-arr-right,BGSS_511_B-376-1-21-dep-right,BGSS_511_B-626-1-4-arr-right,BGSS_511_B-626-1-4-dep-right
BGSS_511_B-376-1-21-arr-right,BGSS_511_B-376-1-21-dep-right,BGSS_511_B-566-1-1-arr-right,BGSS_511_B-566-1-1-dep-right
BGSS_511_B-626-1-4-arr-right,BGSS_511_B-626-1-4-dep-right,BGSS_511_B-566-1-1-arr-right,BGSS_511_B-566-1-1-dep-right
BLST_531_B-6-1-1-arr-right,BLST_531_B-6-1-1-dep-right,BLST_531_B-566-1-1-arr-right,BLST_531_B-566-1-1-dep-right
BLST_531_B-6-1-1-arr-right,BLST_531_B-6-1-1-dep-right,BLST_531_B-6-2-1-arr-right,BLST_531_B-6-2-1-dep-right
BLST_531_B-6-1-1-arr-right,BLST_531_B-6-1-1-dep-right,BLST_531_B-626-1-4-arr-right,BLST_531_B-626-1-4-dep-right
BLST_531_B-6-1-1-arr-right,BLST_531_B-6-1-1-dep-right,BLST_531_B-571-1-2-arr-right,BLST_531_B-571-1-2-dep-right
BLST_531_B-566-1-1-arr-right,BLST_531_B-566-1-1-dep-right,BLST_531_B-6-2-1-arr-right,BLST_531_B-6-2-1-dep-right
BLST_531_B-566-1-1-arr-right,BLST_531_B-566-1-1-dep-right,BLST_531_B-626-1-4-arr-right,BLST_531_B-626-1-4-dep-right
BLST_531_B-566-1-1-arr-right,BLST_531_B-566-1-1-dep-right,BLST_531_B-571-1-2-arr-right,BLST_531_B-571-1-2-dep-right
BLST_531_B-6-2-1-arr-right,BLST_531_B-6-2-1-dep-right,BLST_531_B-626-1-4-arr-right,BLST_531_B-626-1-4-dep-right
BLST_531_B-6-2-1-arr-right,BLST_531_B-6-2-1-dep-right,BLST_531_B-571-1-2-arr-right,BLST_531_B-571-1-2-dep-right
BLST_531_B-626-1-4-arr-right,BLST_531_B-626-1-4-dep-right,BLST_531_B-571-1-2-arr-right,BLST_531_B-571-1-2-dep-right
BLST_532_B-566-1-1-arr-left,BLST_532_B-566-1-1-dep-left,BLST_532_B-571-1-1-arr-right,BLST_532_B-571-1-1-dep-right
BLST_532_B-566-1-1-arr-left,BLST_532_B-566-1-1-dep-left,BLST_532_B-566-1-2-arr-right,BLST_532_B-566-1-2-dep-right
BLST_532_B-566-1-1-arr-left,BLST_532_B-566-1-1-dep-left,BLST_532_B-626-1-4-arr-left,BLST_532_B-626-1-4-dep-left
BLST_532_B-566-1-1-arr-left,BLST_532_B-566-1-1-dep-left,BLST_532_B-626-1-3-arr-right,BLST_532_B-626-1-3-dep-right
BLST_532_B-566-1-1-arr-left,BLST_532_B-566-1-1-dep-left,BLST_532_B-6-1-1-arr-left,BLST_532_B-6-1-1-dep-left
BLST_532_B-566-1-1-arr-left,BLST_532_B-566-1-1-dep-left,BLST_532_B-571-1-2-arr-left,BLST_532_B-571-1-2-dep-left
BLST_532_B-566-1-1-arr-left,BLST_532_B-566-1-1-dep-left,BLST_532_B-7-1-1-arr-right,BLST_532_B-7-1-1-dep-right
BLST_532_B-566-1-1-arr-left,BLST_532_B-566-1-1-dep-left,BLST_532_B-7-2-1-arr-right,BLST_532_B-7-2-1-dep-right
BLST_532_B-566-1-1-arr-left,BLST_532_B-566-1-1-dep-left,BLST_532_B-6-2-1-arr-left,BLST_532_B-6-2-1-dep-left
BLST_532_B-571-1-1-arr-right,BLST_532_B-571-1-1-dep-right,BLST_532_B-566-1-2-arr-right,BLST_532_B-566-1-2-dep-right
BLST_532_B-571-1-1-arr-right,BLST_532_B-571-1-1-dep-right,BLST_532_B-626-1-4-arr-left,BLST_532_B-626-1-4-dep-left
BLST_532_B-571-1-1-arr-right,BLST_532_B-571-1-1-dep-right,BLST_532_B-626-1-3-arr-right,BLST_532_B-626-1-3-dep-right
BLST_532_B-571-1-1-arr-right,BLST_532_B-571-1-1-dep-right,BLST_532_B-6-1-1-arr-left,BLST_532_B-6-1-1-dep-left
BLST_532_B-571-1-1-arr-right,BLST_532_B-571-1-1-dep-right,BLST_532_B-571-1-2-arr-left,BLST_532_B-571-1-2-dep-left
BLST_532_B-571-1-1-arr-right,BLST_532_B-571-1-1-dep-right,BLST_532_B-7-1-1-arr-right,BLST_532_B-7-1-1-dep-right
BLST_532_B-571-1-1-arr-right,BLST_532_B-571-1-1-dep-right,BLST_532_B-7-2-1-arr-right,BLST_532_B-7-2-1-dep-right
BLST_532_B-571-1-1-arr-right,BLST_532_B-571-1-1-dep-right,BLST_532_B-6-2-1-arr-left,BLST_532_B-6-2-1-dep-left
BLST_532_B-566-1-2-arr-right,BLST_532_B-566-1-2-dep-right,BLST_532_B-626-1-4-arr-left,BLST_532_B-626-1-4-dep-left
BLST_532_B-566-1-2-arr-right,BLST_532_B-566-1-2-dep-right,BLST_532_B-626-1-3-arr-right,BLST_532_B-626-1-3-dep-right
BLST_532_B-566-1-2-arr-right,BLST_532_B-566-1-2-dep-right,BLST_532_B-6-1-1-arr-left,BLST_532_B-6-1-1-dep-left
BLST_532_B-566-1-2-arr-right,BLST_532_B-566-1-2-dep-right,BLST_532_B-571-1-2-arr-left,BLST_532_B-571-1-2-dep-left
BLST_532_B-566-1-2-arr-right,BLST_532_B-566-1-2-dep-right,BLST_532_B-7-1-1-arr-right,BLST_532_B-7-1-1-dep-right
BLST_532_B-566-1-2-arr-right,BLST_532_B-566-1-2-dep-right,BLST_532_B-7-2-1-arr-right,BLST_532_B-7-2-1-dep-right
BLST_532_B-566-1-2-arr-right,BLST_532_B-566-1-2-dep-right,BLST_532_B-6-2-1-arr-left,BLST_532_B-6-2-1-dep-left
BLST_532_B-626-1-4-arr-left,BLST_532_B-626-1-4-dep-left,BLST_532_B-626-1-3-arr-right,BLST_532_B-626-1-3-dep-right
BLST_532_B-626-1-4-arr-left,BLST_532_B-626-1-4-dep-left,BLST_532_B-6-1-1-arr-left,BLST_532_B-6-1-1-dep-left
BLST_532_B-626-1-4-arr-left,BLST_532_B-626-1-4-dep-left,BLST_532_B-571-1-2-arr-left,BLST_532_B-571-1-2-dep-left
BLST_532_B-626-1-4-arr-left,BLST_532_B-626-1-4-dep-left,BLST_532_B-7-1-1-arr-right,BLST_532_B-7-1-1-dep-right
BLST_532_B-626-1-4-arr-left,BLST_532_B-626-1-4-dep-left,BLST_532_B-7-2-1-arr-right,BLST_532_B-7-2-1-dep-right
BLST_532_B-626-1-4-arr-left,BLST_532_B-626-1-4-dep-left,BLST_532_B-6-2-1-arr-left,BLST_532_B-6-2-1-dep-left
BLST_532_B-626-1-3-arr-right,BLST_532_B-626-1-3-dep-right,BLST_532_B-6-1-1-arr-left,BLST_532_B-6-1-1-dep-left
BLST_532_B-626-1-3-arr-right,BLST_532_B-626-1-3-dep-right,BLST_532_B-571-1-2-arr-left,BLST_532_B-571-1-2-dep-left
BLST_532_B-626-1-3-arr-right,BLST_532_B-626-1-3-dep-right,BLST_532_B-7-1-1-arr-right,BLST_532_B-7-1-1-dep-right
BLST_532_B-626-1-3-arr-right,BLST_532_B-626-1-3-dep-right,BLST_532_B-7-2-1-arr-right,BLST_532_B-7-2-1-dep-right
BLST_532_B-626-1-3-arr-right,BLST_532_B-626-1-3-dep-right,BLST_532_B-6-2-1-arr-left,BLST_532_B-6-2-1-dep-left
BLST_532_B-6-1-1-arr-left,BLST_532_B-6-1-1-dep-left,BLST_532_B-571-1-2-arr-left,BLST_532_B-571-1-2-dep-left
BLST_532_B-6-1-1-arr-left,BLST_532_B-6-1-1-dep-left,BLST_532_B-7-1-1-arr-right,BLST_532_B-7-1-1-dep-right
BLST_532_B-6-1-1-arr-left,BLST_532_B-6-1-1-dep-left,BLST_532_B-7-2-1-arr-right,BLST_532_B-7-2-1-dep-right
BLST_532_B-6-1-1-arr-left,BLST_532_B-6-1-1-dep-left,BLST_532_B-6-2-1-arr-left,BLST_532_B-6-2-1-dep-left
BLST_532_B-571-1-2-arr-left,BLST_532_B-571-1-2-dep-left,BLST_532_B-7-1-1-arr-right,BLST_532_B-7-1-1-dep-right
BLST_532_B-571-1-2-arr-left,BLST_532_B-571-1-2-dep-left,BLST_532_B-7-2-1-arr-right,BLST_532_B-7-2-1-dep-right
BLST_532_B-571-1-2-arr-left,BLST_532_B-571-1-2-dep-left,BLST_532_B-6-2-1-arr-left,BLST_532_B-6-2-1-dep-left
BLST_532_B-7-1-1-arr-right,BLST_532_B-7-1-1-dep-right,BLST_532_B-7-2-1-arr-right,BLST_532_B-7-2-1-dep-right
BLST_532_B-7-1-1-arr-right,BLST_532_B-7-1-1-dep-right,BLST_532_B-6-2-1-arr-left,BLST_532_B-6-2-1-dep-left
BLST_532_B-7-2-1-arr-right,BLST_532_B-7-2-1-dep-right,BLST_532_B-6-2-1-arr-left,BLST_532_B-6-2-1-dep-left
BSTO_541_B-571-1-2-arr-right,BSTO_541_B-571-1-2-dep-right,BSTO_541_B-626-1-4-arr-right,BSTO_541_B-626-1-4-dep-right
BSTO_541_B-571-1-2-arr-right,BSTO_541_B-571-1-2-dep-right,BSTO_541_B-6-1-1-arr-right,BSTO_541_B-6-1-1-dep-right
BSTO_541_B-571-1-2-arr-right,BSTO_541_B-571-1-2-dep-right,BSTO_541_B-566-1-1-arr-right,BSTO_541_B-566-1-1-dep-right
BSTO_541_B-571-1-2-arr-right,BSTO_541_B-571-1-2-dep-right,BSTO_541_B-6-2-1-arr-right,BSTO_541_B-6-2-1-dep-right
BSTO_541_B-626-1-4-arr-right,BSTO_541_B-626-1-4-dep-right,BSTO_541_B-6-1-1-arr-right,BSTO_541_B-6-1-1-dep-right
BSTO_541_B-626-1-4-arr-right,BSTO_541_B-626-1-4-dep-right,BSTO_541_B-566-1-1-arr-right,BSTO_541_B-566-1-1-dep-right
BSTO_541_B-626-1-4-arr-right,BSTO_541_B-626-1-4-dep-right,BSTO_541_B-6-2-1-arr-right,BSTO_541_B-6-2-1-dep-right
BSTO_541_B-6-1-1-arr-right,BSTO_541_B-6-1-1-dep-right,BSTO_541_B-566-1-1-arr-right,BSTO_541_B-566-1-1-dep-right
BSTO_541_B-6-1-1-arr-right,BSTO_541_B-6-1-1-dep-right,BSTO_541_B-6-2-1-arr-right,BSTO_541_B-6-2-1-dep-right
BSTO_541_B-566-1-1-arr-right,BSTO_541_B-566-1-1-dep-right,BSTO_541_B-6-2-1-arr-right,BSTO_541_B-6-2-1-dep-right
BFA_541_B-626-1-4-arr-right,BFA_541_B-626-1-4-dep-right,BFA_541_B-566-1-1-arr-right,BFA_541_B-566-1-1-dep-right
BFA_541_B-626-1-4-arr-right,BFA_541_B-626-1-4-dep-right,BFA_541_B-571-1-2-arr-right,BFA_541_B-571-1-2-dep-right
BFA_541_B-626-1-4-arr-right,BFA_541_B-626-1-4-dep-right,BFA_541_B-6-1-1-arr-right,BFA_541_B-6-1-1-dep-right
BFA_541_B-626-1-4-arr-right,BFA_541_B-626-1-4-dep-right,BFA_541_B-6-2-1-arr-right,BFA_541_B-6-2-1-dep-right
BFA_541_B-566-1-1-arr-right,BFA_541_B-566-1-1-dep-right,BFA_541_B-571-1-2-arr-right,BFA_541_B-571-1-2-dep-right
BFA_541_B-566-1-1-arr-right,BFA_541_B-566-1-1-dep-right,BFA_541_B-6-1-1-arr-right,BFA_541_B-6-1-1-dep-right
BFA_541_B-566-1-1-arr-right,BFA_541_B-566-1-1-dep-right,BFA_541_B-6-2-1-arr-right,BFA_541_B-6-2-1-dep-right
BFA_541_B-571-1-2-arr-right,BFA_541_B-571-1-2-dep-right,BFA_541_B-6-1-1-arr-right,BFA_541_B-6-1-1-dep-right
BFA_541_B-571-1-2-arr-right,BFA_541_B-571-1-2-dep-right,BFA_541_B-6-2-1-arr-right,BFA_541_B-6-2-1-dep-right
BFA_541_B-6-1-1-arr-right,BFA_541_B-6-1-1-dep-right,BFA_541_B-6-2-1-arr-right,BFA_541_B-6-2-1-dep-right
BOK_551_B-571-1-2-arr-right,BOK_551_B-571-1-2-dep-right,BOK_551_B-6-2-1-arr-right,BOK_551_B-6-2-1-dep-right
BOK_551_B-571-1-2-arr-right,BOK_551_B-571-1-2-dep-right,BOK_551_B-626-1-4-arr-right,BOK_551_B-626-1-4-dep-right
BOK_551_B-571-1-2-arr-right,BOK_551_B-571-1-2-dep-right,BOK_551_B-566-1-1-arr-right,BOK_551_B-566-1-1-dep-right
BOK_551_B-571-1-2-arr-right,BOK_551_B-571-1-2-dep-right,BOK_551_B-6-1-1-arr-right,BOK_551_B-6-1-1-dep-right
BOK_551_B-6-2-1-arr-right,BOK_551_B-6-2-1-dep-right,BOK_551_B-626-1-4-arr-right,BOK_551_B-626-1-4-dep-right
BOK_551_B-6-2-1-arr-right,BOK_551_B-6-2-1-dep-right,BOK_551_B-566-1-1-arr-right,BOK_551_B-566-1-1-dep-right
BOK_551_B-6-2-1-arr-right,BOK_551_B-6-2-1-dep-right,BOK_551_B-6-1-1-arr-right,BOK_551_B-6-1-1-dep-right
BOK_551_B-626-1-4-arr-right,BOK_551_B-626-1-4-dep-right,BOK_551_B-566-1-1-arr-right,BOK_551_B-566-1-1-dep-right
BOK_551_B-626-1-4-arr-right,BOK_551_B-626-1-4-dep-right,BOK_551_B-6-1-1-arr-right,BOK_551_B-6-1-1-dep-right
BOK_551_B-566-1-1-arr-right,BOK_551_B-566-1-1-dep-right,BOK_551_B-6-1-1-arr-right,BOK_551_B-6-1-1-dep-right
BTP_571_B-6-1-1-arr-right,BTP_571_B-6-1-1-dep-right,BTP_571_B-626-1-4-arr-right,BTP_571_B-626-1-4-dep-right
BTP_571_B-6-1-1-arr-right,BTP_571_B-6-1-1-dep-right,BTP_571_B-6-2-1-arr-right,BTP_571_B-6-2-1-dep-right
BTP_571_B-6-1-1-arr-right,BTP_571_B-6-1-1-dep-right,BTP_571_B-571-1-2-arr-right,BTP_571_B-571-1-2-dep-right
BTP_571_B-626-1-4-arr-right,BTP_571_B-626-1-4-dep-right,BTP_571_B-6-2-1-arr-right,BTP_571_B-6-2-1-dep-right
BTP_571_B-626-1-4-arr-right,BTP_571_B-626-1-4-dep-right,BTP_571_B-571-1-2-arr-right,BTP_571_B-571-1-2-dep-right
BTP_571_B-6-2-1-arr-right,BTP_571_B-6-2-1-dep-right,BTP_571_B-571-1-2-arr-right,BTP_571_B-571-1-2-dep-right
BTP_572_B-7-2-1-arr-right,BTP_572_B-7-2-1-dep-right,BTP_572_B-6-1-1-arr-left,BTP_572_B-6-1-1-dep-left
BTP_572_B-7-2-1-arr-right,BTP_572_B-7-2-1-dep-right,BTP_572_B-6-2-1-arr-left,BTP_572_B-6-2-1-dep-left
BTP_572_B-7-2-1-arr-right,BTP_572_B-7-2-1-dep-right,BTP_572_B-626-1-4-arr-left,BTP_572_B-626-1-4-dep-left
BTP_572_B-7-2-1-arr-right,BTP_572_B-7-2-1-dep-right,BTP_572_B-7-1-1-arr-right,BTP_572_B-7-1-1-dep-right
BTP_572_B-7-2-1-arr-right,BTP_572_B-7-2-1-dep-right,BTP_572_B-626-1-3-arr-right,BTP_572_B-626-1-3-dep-right
BTP_572_B-6-1-1-arr-left,BTP_572_B-6-1-1-dep-left,BTP_572_B-6-2-1-arr-left,BTP_572_B-6-2-1-dep-left
BTP_572_B-6-1-1-arr-left,BTP_572_B-6-1-1-dep-left,BTP_572_B-626-1-4-arr-left,BTP_572_B-626-1-4-dep-left
BTP_572_B-6-1-1-arr-left,BTP_572_B-6-1-1-dep-left,BTP_572_B-7-1-1-arr-right,BTP_572_B-7-1-1-dep-right
BTP_572_B-6-1-1-arr-left,BTP_572_B-6-1-1-dep-left,BTP_572_B-626-1-3-arr-right,BTP_572_B-626-1-3-dep-right
BTP_572_B-6-2-1-arr-left,BTP_572_B-6-2-1-dep-left,BTP_572_B-626-1-4-arr-left,BTP_572_B-626-1-4-dep-left
BTP_572_B-6-2-1-arr-left,BTP_572_B-6-2-1-dep-left,BTP_572_B-7-1-1-arr-right,BTP_572_B-7-1-1-dep-right
BTP_572_B-6-2-1-arr-left,BTP_572_B-6-2-1-dep-left,BTP_572_B-626-1-3-arr-right,BTP_572_B-626-1-3-dep-right
BTP_572_B-626-1-4-arr-left,BTP_572_B-626-1-4-dep-left,BTP_572_B-7-1-1-arr-right,BTP_572_B-7-1-1-dep-right
BTP_572_B-626-1-4-arr-left,BTP_572_B-626-1-4-dep-left,BTP_572_B-626-1-3-arr-right,BTP_572_B-626-1-3-dep-right
BTP_572_B-7-1-1-arr-right,BTP_572_B-7-1-1-dep-right,BTP_572_B-626-1-3-arr-right,BTP_572_B-626-1-3-dep-right
BTP_574_B-626-1-4-arr-left,BTP_574_B-626-1-4-dep-left,BTP_574_B-6-1-1-arr-left,BTP_574_B-6-1-1-dep-left
BTP_574_B-626-1-4-arr-left,BTP_574_B-626-1-4-dep-left,BTP_574_B-6-2-1-arr-left,BTP_574_B-6-2-1-dep-left
BTP_574_B-626-1-4-arr-left,BTP_574_B-626-1-4-dep-left,BTP_574_B-571-1-1-arr-right,BTP_574_B-571-1-1-dep-right
BTP_574_B-626-1-4-arr-left,BTP_574_B-626-1-4-dep-left,BTP_574_B-566-1-2-arr-right,BTP_574_B-566-1-2-dep-right
BTP_574_B-6-1-1-arr-left,BTP_574_B-6-1-1-dep-left,BTP_574_B-6-2-1-arr-left,BTP_574_B-6-2-1-dep-left
BTP_574_B-6-1-1-arr-left,BTP_574_B-6-1-1-dep-left,BTP_574_B-571-1-1-arr-right,BTP_574_B-571-1-1-dep-right
BTP_574_B-6-1-1-arr-left,BTP_574_B-6-1-1-dep-left,BTP_574_B-566-1-2-arr-right,BTP_574_B-566-1-2-dep-right
BTP_574_B-6-2-1-arr-left,BTP_574_B-6-2-1-dep-left,BTP_574_B-571-1-1-arr-right,BTP_574_B-571-1-1-dep-right
BTP_574_B-6-2-1-arr-left,BTP_574_B-6-2-1-dep-left,BTP_574_B-566-1-2-arr-right,BTP_574_B-566-1-2-dep-right
BTP_574_B-571-1-1-arr-right,BTP_574_B-571-1-1-dep-right,BTP_574_B-566-1-2-arr-right,BTP_574_B-566-1-2-dep-right
BTP_573_B-626-1-4-arr-right,BTP_573_B-626-1-4-dep-right,BTP_573_B-6-2-1-arr-right,BTP_573_B-6-2-1-dep-right
BTP_573_B-626-1-4-arr-right,BTP_573_B-626-1-4-dep-right,BTP_573_B-566-1-1-arr-right,BTP_573_B-566-1-1-dep-right
BTP_573_B-626-1-4-arr-right,BTP_573_B-626-1-4-dep-right,BTP_573_B-6-1-1-arr-right,BTP_573_B-6-1-1-dep-right
BTP_573_B-6-2-1-arr-right,BTP_573_B-6-2-1-dep-right,BTP_573_B-566-1-1-arr-right,BTP_573_B-566-1-1-dep-right
BTP_573_B-6-2-1-arr-right,BTP_573_B-6-2-1-dep-right,BTP_573_B-6-1-1-arr-right,BTP_573_B-6-1-1-dep-right
BTP_573_B-566-1-1-arr-right,BTP_573_B-566-1-1-dep-right,BTP_573_B-6-1-1-arr-right,BTP_573_B-6-1-1-dep-right
BSO_401_B-626-1-4-arr-right,BSO_401_B-626-1-4-dep-right,BSO_401_B-6-1-1-arr-right,BSO_401_B-6-1-1-dep-right
BSO_401_B-626-1-4-arr-right,BSO_401_B-626-1-4-dep-right,BSO_401_B-6-2-1-arr-right,BSO_401_B-6-2-1-dep-right
BSO_401_B-6-1-1-arr-right,BSO_401_B-6-1-1-dep-right,BSO_401_B-6-2-1-arr-right,BSO_401_B-6-2-1-dep-right
BNK_461_B-6-1-1-arr-right,BNK_461_B-6-1-1-dep-right,BNK_461_B-486-1-1-arr-right,BNK_461_B-486-1-1-dep-right
BNK_461_B-6-1-1-arr-right,BNK_461_B-6-1-1-dep-right,BNK_461_B-6-2-1-arr-right,BNK_461_B-6-2-1-dep-right
BNK_461_B-6-1-1-arr-right,BNK_461_B-6-1-1-dep-right,BNK_461_B-626-1-4-arr-right,BNK_461_B-626-1-4-dep-right
BNK_461_B-6-1-1-arr-right,BNK_461_B-6-1-1-dep-right,BNK_461_B-489-1-1-arr-right,BNK_461_B-489-1-1-dep-right
BNK_461_B-486-1-1-arr-right,BNK_461_B-486-1-1-dep-right,BNK_461_B-6-2-1-arr-right,BNK_461_B-6-2-1-dep-right
BNK_461_B-486-1-1-arr-right,BNK_461_B-486-1-1-dep-right,BNK_461_B-626-1-4-arr-right,BNK_461_B-626-1-4-dep-right
BNK_461_B-486-1-1-arr-right,BNK_461_B-486-1-1-dep-right,BNK_461_B-489-1-1-arr-right,BNK_461_B-489-1-1-dep-right
BNK_461_B-6-2-1-arr-right,BNK_461_B-6-2-1-dep-right,BNK_461_B-626-1-4-arr-right,BNK_461_B-626-1-4-dep-right
BNK_461_B-6-2-1-arr-right,BNK_461_B-6-2-1-dep-right,BNK_461_B-489-1-1-arr-right,BNK_461_B-489-1-1-dep-right
BNK_461_B-626-1-4-arr-right,BNK_461_B-626-1-4-dep-right,BNK_461_B-489-1-1-arr-right,BNK_461_B-489-1-1-dep-right
BHER_471_B-6-1-1-arr-right,BHER_471_B-6-1-1-dep-right,BHER_471_B-489-1-1-arr-right,BHER_471_B-489-1-1-dep-right
BHER_471_B-6-1-1-arr-right,BHER_471_B-6-1-1-dep-right,BHER_471_B-6-2-1-arr-right,BHER_471_B-6-2-1-dep-right
BHER_471_B-6-1-1-arr-right,BHER_471_B-6-1-1-dep-right,BHER_471_B-486-1-1-arr-right,BHER_471_B-486-1-1-dep-right
BHER_471_B-6-1-1-arr-right,BHER_471_B-6-1-1-dep-right,BHER_471_B-626-1-4-arr-right,BHER_471_B-626-1-4-dep-right
BHER_471_B-489-1-1-arr-right,BHER_471_B-489-1-1-dep-right,BHER_471_B-6-2-1-arr-right,BHER_471_B-6-2-1-dep-right
BHER_471_B-489-1-1-arr-right,BHER_471_B-489-1-1-dep-right,BHER_471_B-486-1-1-arr-right,BHER_471_B-486-1-1-dep-right
BHER_471_B-489-1-1-arr-right,BHER_471_B-489-1-1-dep-right,BHER_471_B-626-1-4-arr-right,BHER_471_B-626-1-4-dep-right
BHER_471_B-6-2-1-arr-right,BHER_471_B-6-2-1-dep-right,BHER_471_B-486-1-1-arr-right,BHER_471_B-486-1-1-dep-right
BHER_471_B-6-2-1-arr-right,BHER_471_B-6-2-1-dep-right,BHER_471_B-626-1-4-arr-right,BHER_471_B-626-1-4-dep-right
BHER_471_B-486-1-1-arr-right,BHER_471_B-486-1-1-dep-right,BHER_471_B-626-1-4-arr-right,BHER_471_B-626-1-4-dep-right
BTHF_511_B-489-1-12-arr-right,BTHF_511_B-489-1-12-dep-right,BTHF_511_B-489-1-12-arr-right,BTHF_511_B-489-1-12-dep-left
BTHF_511_B-489-1-12-arr-right,BTHF_511_B-489-1-12-dep-right,BTHF_511_B-6-1-1-arr-right,BTHF_511_B-6-1-1-dep-right
BTHF_511_B-489-1-12-arr-right,BTHF_511_B-489-1-12-dep-right,BTHF_511_B-6-2-1-arr-right,BTHF_511_B-6-2-1-dep-right
BTHF_511_B-489-1-12-arr-right,BTHF_511_B-489-1-12-dep-right,BTHF_511_B-626-1-4-arr-right,BTHF_511_B-626-1-4-dep-right
BTHF_511_B-489-1-12-arr-right,BTHF_511_B-489-1-12-dep-right,BTHF_511_B-489-1-12-arr-left,BTHF_511_B-489-1-12-dep-left
BTHF_511_B-489-1-12-arr-right,BTHF_511_B-489-1-12-dep-right,BTHF_511_B-486-1-1-arr-right,BTHF_511_B-486-1-1-dep-right
BTHF_511_B-489-1-12-arr-right,BTHF_511_B-489-1-12-dep-left,BTHF_511_B-6-1-1-arr-right,BTHF_511_B-6-1-1-dep-right
BTHF_511_B-489-1-12-arr-right,BTHF_511_B-489-1-12-dep-left,BTHF_511_B-6-2-1-arr-right,BTHF_511_B-6-2-1-dep-right
BTHF_511_B-489-1-12-arr-right,BTHF_511_B-489-1-12-dep-left,BTHF_511_B-626-1-4-arr-right,BTHF_511_B-626-1-4-dep-right
BTHF_511_B-489-1-12-arr-right,BTHF_511_B-489-1-12-dep-left,BTHF_511_B-489-1-12-arr-left,BTHF_511_B-489-1-12-dep-left
BTHF_511_B-489-1-12-arr-right,BTHF_511_B-489-1-12-dep-left,BTHF_511_B-486-1-1-arr-right,BTHF_511_B-486-1-1-dep-right
BTHF_511_B-6-1-1-arr-right,BTHF_511_B-6-1-1-dep-right,BTHF_511_B-6-2-1-arr-right,BTHF_511_B-6-2-1-dep-right
BTHF_511_B-6-1-1-arr-right,BTHF_511_B-6-1-1-dep-right,BTHF_511_B-626-1-4-arr-right,BTHF_511_B-626-1-4-dep-right
BTHF_511_B-6-1-1-arr-right,BTHF_511_B-6-1-1-dep-right,BTHF_511_B-489-1-12-arr-left,BTHF_511_B-489-1-12-dep-left
BTHF_511_B-6-1-1-arr-right,BTHF_511_B-6-1-1-dep-right,BTHF_511_B-486-1-1-arr-right,BTHF_511_B-486-1-1-dep-right
BTHF_511_B-6-2-1-arr-right,BTHF_511_B-6-2-1-dep-right,BTHF_511_B-626-1-4-arr-right,BTHF_511_B-626-1-4-dep-right
BTHF_511_B-6-2-1-arr-right,BTHF_511_B-6-2-1-dep-right,BTHF_511_B-489-1-12-arr-left,BTHF_511_B-489-1-12-dep-left
BTHF_511_B-6-2-1-arr-right,BTHF_511_B-6-2-1-dep-right,BTHF_511_B-486-1-1-arr-right,BTHF_511_B-486-1-1-dep-right
BTHF_511_B-626-1-4-arr-right,BTHF_511_B-626-1-4-dep-right,BTHF_511_B-489-1-12-arr-left,BTHF_511_B-489-1-12-dep-left
BTHF_511_B-626-1-4-arr-right,BTHF_511_B-626-1-4-dep-right,BTHF_511_B-486-1-1-arr-right,BTHF_511_B-486-1-1-dep-right
BTHF_511_B-489-1-12-arr-left,BTHF_511_B-489-1-12-dep-left,BTHF_511_B-486-1-1-arr-right,BTHF_511_B-486-1-1-dep-right
BSKR_531_B-626-1-4-arr-right,BSKR_531_B-626-1-4-dep-right,BSKR_531_B-6-2-1-arr-right,BSKR_531_B-6-2-1-dep-right
BSKR_531_B-626-1-4-arr-right,BSKR_531_B-626-1-4-dep-right,BSKR_531_B-486-1-12-arr-left,BSKR_531_B-486-1-12-dep-left
BSKR_531_B-626-1-4-arr-right,BSKR_531_B-626-1-4-dep-right,BSKR_531_B-486-1-12-arr-right,BSKR_531_B-486-1-12-dep-left
BSKR_531_B-626-1-4-arr-right,BSKR_531_B-626-1-4-dep-right,BSKR_531_B-486-1-12-arr-right,BSKR_531_B-486-1-12-dep-right
BSKR_531_B-626-1-4-arr-right,BSKR_531_B-626-1-4-dep-right,BSKR_531_B-6-1-1-arr-right,BSKR_531_B-6-1-1-dep-right
BSKR_531_B-6-2-1-arr-right,BSKR_531_B-6-2-1-dep-right,BSKR_531_B-486-1-12-arr-left,BSKR_531_B-486-1-12-dep-left
BSKR_531_B-6-2-1-arr-right,BSKR_531_B-6-2-1-dep-right,BSKR_531_B-486-1-12-arr-right,BSKR_531_B-486-1-12-dep-left
