# number of nodes: 996
# number of edges: 1137
# number of fixed handles: 16
# 
start,end,type,l,u,w
BHER_472_B-273-1-2-dep-right,BNK_462_B-273-1-2-arr-right,driving,12,12,2
BNK_462_B-273-1-2-arr-right,BNK_462_B-273-1-2-dep-right,waiting,5,33,2
BNK_462_B-273-1-2-dep-right,BSO_402_B-273-1-2-arr-right,driving,13,13,2
BSO_402_B-273-1-2-arr-right,BSO_402_B-273-1-2-dep-right,waiting,5,67,2
BSO_402_B-273-1-2-dep-right,BTP_572_B-273-1-2-arr-right,driving,27,27,2
BTP_572_B-273-1-2-arr-right,BTP_572_B-273-1-2-dep-right,waiting,5,33,2
BTP_572_B-273-1-2-dep-right,BOK_552_B-273-1-2-arr-right,driving,17,17,2
BOK_552_B-273-1-2-arr-right,BOK_552_B-273-1-2-dep-right,waiting,5,40,2
BOK_552_B-273-1-2-dep-right,BFA_542_B-273-1-2-arr-right,driving,17,17,2
BFA_542_B-273-1-2-arr-right,BFA_542_B-273-1-2-dep-right,waiting,5,40,2
BFA_542_B-273-1-2-dep-right,BSTO_542_B-273-1-2-arr-right,driving,16,16,2
BSTO_542_B-273-1-2-arr-right,BSTO_542_B-273-1-2-dep-right,waiting,5,40,2
BSTO_542_B-273-1-2-dep-right,BLST_532_B-273-1-2-arr-right,driving,14,14,2
BLST_532_B-273-1-2-arr-right,BLST_532_B-273-1-2-dep-right,waiting,5,40,2
BLST_532_B-273-1-2-dep-right,BGSS_512_B-273-1-2-arr-right,driving,19,19,2
BGSS_512_B-273-1-2-arr-right,BGSS_512_B-273-1-2-dep-right,waiting,5,40,2
BGSS_512_B-273-1-2-dep-right,BPLA_782_B-273-1-2-arr-right,driving,15,15,2
BPLA_782_B-273-1-2-arr-right,BPLA_782_B-273-1-2-dep-right,waiting,5,40,2
BPLA_782_B-273-1-2-dep-right,BSAL_771_B-273-1-2-arr-left,driving,18,18,2
BPLA_782_B-273-1-2-dep-right,BSAL_772_B-273-1-2-arr-right,driving,13,13,2
BSAL_771_B-273-1-2-arr-left,BSAL_771_B-273-1-2-dep-left,waiting,5,40,2
BSAL_772_B-273-1-2-arr-right,BSAL_772_B-273-1-2-dep-right,waiting,5,40,2
BSAL_771_B-273-1-2-dep-left,BGB_723_B-273-1-21-arr-left,driving,19,19,2
BSAL_771_B-273-1-2-dep-left,BGB_722_B-273-1-21-arr-right,driving,24,24,2
BGB_723_B-273-1-21-arr-left,BGB_723_B-273-1-21-dep-right,turn,20,180,1
BGB_722_B-273-1-21-arr-right,BGB_722_B-273-1-21-dep-left,turn,20,180,1
BSAL_772_B-273-1-2-dep-right,BGB_722_B-273-1-21-arr-right,driving,19,19,2
BGB_742_A-273-1-21-arr-right,BGB_742_A-273-1-21-dep-left,turn,20,180,1
BGB_742_A-273-1-21-dep-left,BGB_722_B-273-1-21-arr-right,driving,20.0,20.0,1
BGB_742_A-273-1-21-dep-left,BGB_723_B-273-1-21-arr-left,driving,20.0,20.0,1
BWES_811_B-273-1-12-dep-right,BWES_823_A-273-1-12-arr-right,driving,22.0,22.0,1
BWES_811_B-273-1-12-dep-right,BWES_824_A-273-1-12-arr-right,driving,22.0,22.0,1
BWES_823_A-273-1-12-arr-right,BWES_823_A-273-1-12-dep-left,turn,20,180,1
BWES_823_A-273-1-12-dep-left,BWES_811_B-273-1-12-arr-left,driving,22.0,22.0,1
BWES_823_A-273-1-12-dep-left,BWES_812_B-273-1-12-arr-right,driving,22.0,22.0,1
BWES_811_B-273-1-12-arr-left,BWES_811_B-273-1-12-dep-left,waiting,5,50,1
BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-right,waiting,5,50,1
BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-left,turn,20,180,1
BWES_824_A-273-1-12-arr-right,BWES_824_A-273-1-12-dep-left,turn,20,180,1
BWES_824_A-273-1-12-dep-left,BWES_811_B-273-1-12-arr-left,driving,22.0,22.0,1
BWES_824_A-273-1-12-dep-left,BWES_812_B-273-1-12-arr-right,driving,22.0,22.0,1
BWES_812_B-273-1-12-dep-left,BWES_823_A-273-1-12-arr-right,driving,22.0,22.0,1
BWES_812_B-273-1-12-dep-left,BWES_824_A-273-1-12-arr-right,driving,22.0,22.0,1
BGB_723_B-273-2-21-dep-right,BSAL_771_B-273-2-1-arr-right,driving,19,19,2
BGB_723_B-273-2-21-dep-right,BGB_741_A-273-2-21-arr-right,driving,20.0,20.0,1
BSAL_771_B-273-2-1-arr-right,BSAL_771_B-273-2-1-dep-right,waiting,5,40,2
BGB_722_B-273-2-21-dep-left,BSAL_771_B-273-2-1-arr-right,driving,24,24,2
BGB_722_B-273-2-21-dep-left,BSAL_772_B-273-2-1-arr-left,driving,19,19,2
BGB_722_B-273-2-21-dep-left,BGB_741_A-273-2-21-arr-right,driving,20.0,20.0,1
BSAL_772_B-273-2-1-arr-left,BSAL_772_B-273-2-1-dep-left,waiting,5,40,2
BSAL_771_B-273-2-1-dep-right,BPLA_781_B-273-2-1-arr-right,driving,13,13,2
BPLA_781_B-273-2-1-arr-right,BPLA_781_B-273-2-1-dep-right,waiting,5,40,2
BSAL_772_B-273-2-1-dep-left,BPLA_781_B-273-2-1-arr-right,driving,18,18,2
BPLA_781_B-273-2-1-dep-right,BGSS_511_B-273-2-1-arr-right,driving,15,15,2
BGSS_511_B-273-2-1-arr-right,BGSS_511_B-273-2-1-dep-right,waiting,5,40,2
BGSS_511_B-273-2-1-dep-right,BLST_531_B-273-2-1-arr-right,driving,19,19,2
BGSS_511_B-273-2-1-dep-right,BLST_532_B-273-2-1-arr-left,driving,24,24,2
BLST_531_B-273-2-1-arr-right,BLST_531_B-273-2-1-dep-right,waiting,5,40,2
BLST_532_B-273-2-1-arr-left,BLST_532_B-273-2-1-dep-left,waiting,5,40,2
BLST_531_B-273-2-1-dep-right,BSTO_541_B-273-2-1-arr-right,driving,15,15,2
BSTO_541_B-273-2-1-arr-right,BSTO_541_B-273-2-1-dep-right,waiting,5,40,2
BLST_532_B-273-2-1-dep-left,BSTO_541_B-273-2-1-arr-right,driving,20,20,2
BSTO_541_B-273-2-1-dep-right,BFA_541_B-273-2-1-arr-right,driving,15,15,2
BFA_541_B-273-2-1-arr-right,BFA_541_B-273-2-1-dep-right,waiting,5,40,2
BFA_541_B-273-2-1-dep-right,BOK_551_B-273-2-1-arr-right,driving,18,18,2
BOK_551_B-273-2-1-arr-right,BOK_551_B-273-2-1-dep-right,waiting,5,40,2
BOK_551_B-273-2-1-dep-right,BTP_572_B-273-2-1-arr-left,driving,20,20,2
BOK_551_B-273-2-1-dep-right,BTP_571_B-273-2-1-arr-right,driving,15,15,2
BOK_551_B-273-2-1-dep-right,BTP_573_B-273-2-1-arr-right,driving,15,15,2
BOK_551_B-273-2-1-dep-right,BTP_574_B-273-2-1-arr-left,driving,20,20,2
BTP_572_B-273-2-1-arr-left,BTP_572_B-273-2-1-dep-left,waiting,5,33,2
BTP_571_B-273-2-1-arr-right,BTP_571_B-273-2-1-dep-right,waiting,5,33,2
BTP_573_B-273-2-1-arr-right,BTP_573_B-273-2-1-dep-right,waiting,5,33,2
BTP_574_B-273-2-1-arr-left,BTP_574_B-273-2-1-dep-left,waiting,5,33,2
BTP_572_B-273-2-1-dep-left,BSO_401_B-273-2-1-arr-right,driving,32,32,2
BSO_401_B-273-2-1-arr-right,BSO_401_B-273-2-1-dep-right,waiting,5,67,2
BTP_571_B-273-2-1-dep-right,BSO_401_B-273-2-1-arr-right,driving,27,27,2
BTP_573_B-273-2-1-dep-right,BSO_401_B-273-2-1-arr-right,driving,27,27,2
BTP_574_B-273-2-1-dep-left,BSO_401_B-273-2-1-arr-right,driving,32,32,2
BSO_401_B-273-2-1-dep-right,BNK_461_B-273-2-1-arr-right,driving,14,14,2
BNK_461_B-273-2-1-arr-right,BNK_461_B-273-2-1-dep-right,waiting,5,33,2
BHER_471_B-273-2-1-arr-right,BHER_471_B-273-2-1-dep-right,waiting,5,33,2
BNK_461_B-273-2-1-dep-right,BHER_471_B-273-2-1-arr-right,driving,12,12,2
BHER_471_B-273-2-1-dep-right,BTHF_511_B-273-2-1-arr-right,driving,33,33,2
BTHF_511_B-273-2-1-arr-right,BTHF_511_B-273-2-1-dep-right,waiting,5,40,2
BTHF_511_B-273-2-1-dep-right,BSKR_531_B-273-2-1-arr-right,driving,18,18,2
BSKR_531_B-273-2-1-arr-right,BSKR_531_B-273-2-1-dep-right,waiting,5,40,2
BSKR_531_B-273-2-1-dep-right,BSGR_601_B-273-2-1-arr-right,driving,15,15,2
BSGR_601_B-273-2-1-arr-right,BSGR_601_B-273-2-1-dep-right,waiting,5,50,2
BIP_611_B-273-2-1-arr-right,BIP_611_B-273-2-1-dep-right,waiting,5,50,2
BSGR_601_B-273-2-1-dep-right,BIP_611_B-273-2-1-arr-right,driving,12,12,2
BIP_611_B-273-2-1-dep-right,BBUP_621_B-273-2-1-arr-right,driving,13,13,2
BBUP_621_B-273-2-1-arr-right,BBUP_621_B-273-2-1-dep-right,waiting,5,50,2
BHEI_631_B-273-2-1-arr-right,BHEI_631_B-273-2-1-dep-right,waiting,5,50,2
BBUP_621_B-273-2-1-dep-right,BHEI_631_B-273-2-1-arr-right,driving,16,16,2
BHEI_631_B-273-2-1-dep-right,BHO_701_B-273-2-1-arr-right,driving,15,15,2
BHO_701_B-273-2-1-arr-right,BHO_701_B-273-2-1-dep-right,waiting,5,50,2
BHO_701_B-273-2-1-dep-right,BHAL_711_B-273-2-1-arr-right,driving,15,15,2
BHAL_711_B-273-2-1-arr-right,BHAL_711_B-273-2-1-dep-right,waiting,5,50,2
BHAL_711_B-273-2-1-dep-right,BWKRR_801_B-273-2-1-arr-right,driving,11,11,2
BWKRR_801_B-273-2-1-arr-right,BWKRR_801_B-273-2-1-dep-right,waiting,5,50,2
BWKRR_801_B-273-2-1-dep-right,BMN_801_B-273-2-1-arr-right,driving,12,12,2
BMN_801_B-273-2-1-arr-right,BMN_801_B-273-2-1-dep-right,waiting,5,50,2
BMN_801_B-273-2-1-dep-right,BWES_811_B-273-2-12-arr-right,driving,15,15,2
BWES_811_B-273-2-12-arr-right,BWES_811_B-273-2-12-dep-right,waiting,5,50,1
BWES_811_B-273-2-12-arr-right,BWES_811_B-273-2-12-dep-left,turn,20,180,1
BWES_812_B-273-2-12-dep-right,BMN_802_B-273-2-2-arr-right,driving,15,15,2
BMN_802_B-273-2-2-arr-right,BMN_802_B-273-2-2-dep-right,waiting,5,50,2
BWES_811_B-273-2-12-dep-left,BMN_802_B-273-2-2-arr-right,driving,20,20,2
BMN_802_B-273-2-2-dep-right,BWKRR_802_B-273-2-2-arr-right,driving,12,12,2
BWKRR_802_B-273-2-2-arr-right,BWKRR_802_B-273-2-2-dep-right,waiting,5,50,2
BWKRR_802_B-273-2-2-dep-right,BHAL_712_B-273-2-2-arr-right,driving,11,11,2
BWKRR_802_B-273-2-2-dep-right,BHAL_711_B-273-2-2-arr-left,driving,16,16,2
BHAL_712_B-273-2-2-arr-right,BHAL_712_B-273-2-2-dep-right,waiting,5,50,2
BHAL_711_B-273-2-2-arr-left,BHAL_711_B-273-2-2-dep-left,waiting,5,50,2
BHAL_712_B-273-2-2-dep-right,BHO_702_B-273-2-2-arr-right,driving,14,14,2
BHO_702_B-273-2-2-arr-right,BHO_702_B-273-2-2-dep-right,waiting,5,50,2
BHAL_711_B-273-2-2-dep-left,BHO_702_B-273-2-2-arr-right,driving,19,19,2
BHO_702_B-273-2-2-dep-right,BHEI_632_B-273-2-2-arr-right,driving,16,16,2
BHEI_632_B-273-2-2-arr-right,BHEI_632_B-273-2-2-dep-right,waiting,5,50,2
BHEI_632_B-273-2-2-dep-right,BBUP_622_B-273-2-2-arr-right,driving,16,16,2
BBUP_622_B-273-2-2-arr-right,BBUP_622_B-273-2-2-dep-right,waiting,5,50,2
BBUP_622_B-273-2-2-dep-right,BIP_612_B-273-2-2-arr-right,driving,13,13,2
BIP_612_B-273-2-2-arr-right,BIP_612_B-273-2-2-dep-right,waiting,5,50,2
BIP_612_B-273-2-2-dep-right,BSGR_602_B-273-2-2-arr-right,driving,11,11,2
BSGR_602_B-273-2-2-arr-right,BSGR_602_B-273-2-2-dep-right,waiting,5,50,2
BSGR_602_B-273-2-2-dep-right,BSKR_532_B-273-2-2-arr-right,driving,14,14,2
BSKR_532_B-273-2-2-arr-right,BSKR_532_B-273-2-2-dep-right,waiting,5,40,2
BSKR_532_B-273-2-2-dep-right,BTHF_512_B-273-2-2-arr-right,driving,20,20,2
BTHF_512_B-273-2-2-arr-right,BTHF_512_B-273-2-2-dep-right,waiting,5,40,2
BHER_472_B-273-2-2-arr-right,BHER_472_B-273-2-2-dep-right,waiting,5,33,2
BTHF_512_B-273-2-2-dep-right,BHER_472_B-273-2-2-arr-right,driving,33,33,2
BHER_472_B-273-2-2-dep-right,BNK_462_B-273-2-2-arr-right,driving,12,12,2
BNK_462_B-273-2-2-arr-right,BNK_462_B-273-2-2-dep-right,waiting,5,33,2
BNK_462_B-273-2-2-dep-right,BSO_402_B-273-2-2-arr-right,driving,13,13,2
BSO_402_B-273-2-2-arr-right,BSO_402_B-273-2-2-dep-right,waiting,5,67,2
BSO_402_B-273-2-2-dep-right,BTP_572_B-273-2-2-arr-right,driving,27,27,2
BTP_572_B-273-2-2-arr-right,BTP_572_B-273-2-2-dep-right,waiting,5,33,2
BTP_572_B-273-2-2-dep-right,BOK_552_B-273-2-2-arr-right,driving,17,17,2
BOK_552_B-273-2-2-arr-right,BOK_552_B-273-2-2-dep-right,waiting,5,40,2
BOK_552_B-273-2-2-dep-right,BFA_542_B-273-2-2-arr-right,driving,17,17,2
BFA_542_B-273-2-2-arr-right,BFA_542_B-273-2-2-dep-right,waiting,5,40,2
BFA_542_B-273-2-2-dep-right,BSTO_542_B-273-2-2-arr-right,driving,16,16,2
BSTO_542_B-273-2-2-arr-right,BSTO_542_B-273-2-2-dep-right,waiting,5,40,2
BSTO_542_B-273-2-2-dep-right,BLST_532_B-273-2-2-arr-right,driving,14,14,2
BLST_532_B-273-2-2-arr-right,BLST_532_B-273-2-2-dep-right,waiting,5,40,2
BLST_532_B-273-2-2-dep-right,BGSS_512_B-273-2-2-arr-right,driving,19,19,2
BGSS_512_B-273-2-2-arr-right,BGSS_512_B-273-2-2-dep-right,waiting,5,40,2
BGSS_512_B-273-2-2-dep-right,BPLA_782_B-273-2-2-arr-right,driving,15,15,2
BPLA_782_B-273-2-2-arr-right,BPLA_782_B-273-2-2-dep-right,waiting,5,40,2
BPLA_782_B-273-2-2-dep-right,BSAL_771_B-273-2-2-arr-left,driving,18,18,2
BPLA_782_B-273-2-2-dep-right,BSAL_772_B-273-2-2-arr-right,driving,13,13,2
BSAL_771_B-273-2-2-arr-left,BSAL_771_B-273-2-2-dep-left,waiting,5,40,2
BSAL_772_B-273-2-2-arr-right,BSAL_772_B-273-2-2-dep-right,waiting,5,40,2
BSAL_771_B-273-2-2-dep-left,BGB_723_B-273-2-21-arr-left,driving,19,19,2
BSAL_771_B-273-2-2-dep-left,BGB_722_B-273-2-21-arr-right,driving,24,24,2
BGB_723_B-273-2-21-arr-left,BGB_723_B-273-2-21-dep-right,turn,20,180,1
BGB_722_B-273-2-21-arr-right,BGB_722_B-273-2-21-dep-left,turn,20,180,1
BSAL_772_B-273-2-2-dep-right,BGB_722_B-273-2-21-arr-right,driving,19,19,2
BGB_741_A-273-2-21-arr-right,BGB_741_A-273-2-21-dep-left,turn,20,180,1
BGB_741_A-273-2-21-dep-left,BGB_722_B-273-2-21-arr-right,driving,20.0,20.0,1
BGB_741_A-273-2-21-dep-left,BGB_723_B-273-2-21-arr-left,driving,20.0,20.0,1
BWES_811_B-273-2-12-dep-right,BWES_823_A-273-2-12-arr-right,driving,22.0,22.0,1
BWES_811_B-273-2-12-dep-right,BWES_824_A-273-2-12-arr-right,driving,22.0,22.0,1
BWES_823_A-273-2-12-arr-right,BWES_823_A-273-2-12-dep-left,turn,20,180,1
BWES_823_A-273-2-12-dep-left,BWES_811_B-273-2-12-arr-left,driving,22.0,22.0,1
BWES_823_A-273-2-12-dep-left,BWES_812_B-273-2-12-arr-right,driving,22.0,22.0,1
BWES_811_B-273-2-12-arr-left,BWES_811_B-273-2-12-dep-left,waiting,5,50,1
BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-right,waiting,5,50,1
BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-left,turn,20,180,1
BWES_824_A-273-2-12-arr-right,BWES_824_A-273-2-12-dep-left,turn,20,180,1
BWES_824_A-273-2-12-dep-left,BWES_811_B-273-2-12-arr-left,driving,22.0,22.0,1
BWES_824_A-273-2-12-dep-left,BWES_812_B-273-2-12-arr-right,driving,22.0,22.0,1
BWES_812_B-273-2-12-dep-left,BWES_823_A-273-2-12-arr-right,driving,22.0,22.0,1
BWES_812_B-273-2-12-dep-left,BWES_824_A-273-2-12-arr-right,driving,22.0,22.0,1
BZTH_884_B-493-1-1-dep-right,BEIW_874_B-493-1-1-arr-right,driving,27,27,2
BEIW_874_B-493-1-1-arr-right,BEIW_874_B-493-1-1-dep-right,waiting,5,100,2
BEIW_874_B-493-1-1-dep-right,BGAS_813_B-493-1-1-arr-left,driving,53,53,2
BEIW_874_B-493-1-1-dep-right,BGAS_814_B-493-1-1-arr-right,driving,48,48,2
BGAS_813_B-493-1-1-arr-left,BGAS_813_B-493-1-1-dep-left,waiting,5,67,2
BGAS_814_B-493-1-1-arr-right,BGAS_814_B-493-1-1-dep-right,waiting,5,67,2
BGAS_813_B-493-1-1-dep-left,BGKR_112_WA-493-1-1-arr-right,driving,19,19,2
BGKR_112_WA-493-1-1-arr-right,BGKR_112_WA-493-1-1-dep-right,waiting,0,0,2
BGAS_814_B-493-1-1-dep-right,BGKR_112_WA-493-1-1-arr-right,driving,14,14,2
BGKR_112_WA-493-1-1-dep-right,BADL_4_B-493-1-1-arr-right,driving,18,18,2
BADL_4_B-493-1-1-arr-right,BADL_4_B-493-1-1-dep-right,waiting,5,40,2
BADL_4_B-493-1-1-dep-right,BSCF_4_B-493-1-1-arr-right,driving,20,20,2
BSCF_4_B-493-1-1-arr-right,BSCF_4_B-493-1-1-dep-right,waiting,5,40,2
BSCF_4_B-493-1-1-dep-right,BSW_5_B-493-1-1-arr-right,driving,23,23,2
BSCF_4_B-493-1-1-dep-right,BSW_6_B-493-1-1-arr-right,driving,23,23,2
BSW_5_B-493-1-1-arr-right,BSW_5_B-493-1-1-dep-right,waiting,5,33,2
BSW_6_B-493-1-1-arr-right,BSW_6_B-493-1-1-dep-right,waiting,5,33,2
BSW_5_B-493-1-1-dep-right,BBMW_4_B-493-1-1-arr-right,driving,22,22,2
BBMW_4_B-493-1-1-arr-right,BBMW_4_B-493-1-1-dep-right,waiting,5,33,2
BSW_6_B-493-1-1-dep-right,BBMW_4_B-493-1-1-arr-right,driving,22,22,2
BKHD_441_B-493-1-1-arr-right,BKHD_441_B-493-1-1-dep-right,waiting,5,67,2
BBMW_4_B-493-1-1-dep-right,BKHD_441_B-493-1-1-arr-right,driving,21,21,2
BKHD_441_B-493-1-1-dep-right,BNK_461_B-493-1-1-arr-right,driving,20,20,2
BNK_461_B-493-1-1-arr-right,BNK_461_B-493-1-1-dep-right,waiting,5,33,2
BHER_471_B-493-1-1-arr-right,BHER_471_B-493-1-1-dep-right,waiting,5,33,2
BNK_461_B-493-1-1-dep-right,BHER_471_B-493-1-1-arr-right,driving,12,12,2
BHER_471_B-493-1-1-dep-right,BTHF_511_B-493-1-12-arr-right,driving,33,33,2
BHER_471_B-493-1-1-dep-right,BTHF_512_B-493-1-12-arr-left,driving,38,38,2
BTHF_511_B-493-1-12-arr-right,BTHF_511_B-493-1-12-dep-right,waiting,5,40,1
BTHF_511_B-493-1-12-arr-right,BTHF_511_B-493-1-12-dep-left,turn,20,180,1
BTHF_512_B-493-1-12-arr-left,BTHF_512_B-493-1-12-dep-left,waiting,5,40,1
BTHF_512_B-493-1-12-arr-left,BTHF_512_B-493-1-12-dep-right,turn,20,180,1
BTHF_511_B-493-1-12-dep-left,BHER_472_B-493-1-2-arr-right,driving,38,38,2
BHER_472_B-493-1-2-arr-right,BHER_472_B-493-1-2-dep-right,waiting,5,33,2
BTHF_512_B-493-1-12-dep-right,BHER_472_B-493-1-2-arr-right,driving,33,33,2
BHER_472_B-493-1-2-dep-right,BNK_462_B-493-1-2-arr-right,driving,12,12,2
BNK_462_B-493-1-2-arr-right,BNK_462_B-493-1-2-dep-right,waiting,5,33,2
BNK_462_B-493-1-2-dep-right,BKHD_442_B-493-1-2-arr-right,driving,20,20,2
BKHD_442_B-493-1-2-arr-right,BKHD_442_B-493-1-2-dep-right,waiting,5,67,2
BKHD_442_B-493-1-2-dep-right,BBMW_5_B-493-1-2-arr-right,driving,20,20,2
BBMW_5_B-493-1-2-arr-right,BBMW_5_B-493-1-2-dep-right,waiting,5,33,2
BBMW_5_B-493-1-2-dep-right,BSW_4_B-493-1-2-arr-right,driving,25,25,2
BBMW_5_B-493-1-2-dep-right,BSW_5_B-493-1-2-arr-left,driving,30,30,2
BBMW_5_B-493-1-2-dep-right,BSW_3_B-493-1-2-arr-right,driving,25,25,2
BSW_4_B-493-1-2-arr-right,BSW_4_B-493-1-2-dep-right,waiting,5,33,2
BSW_5_B-493-1-2-arr-left,BSW_5_B-493-1-2-dep-left,waiting,5,33,2
BSW_3_B-493-1-2-arr-right,BSW_3_B-493-1-2-dep-right,waiting,5,33,2
BSW_4_B-493-1-2-dep-right,BSCF_3_B-493-1-2-arr-right,driving,20,20,2
BSCF_3_B-493-1-2-arr-right,BSCF_3_B-493-1-2-dep-right,waiting,5,40,2
BSW_5_B-493-1-2-dep-left,BSCF_3_B-493-1-2-arr-right,driving,25,25,2
BSW_3_B-493-1-2-dep-right,BSCF_3_B-493-1-2-arr-right,driving,20,20,2
BSCF_3_B-493-1-2-dep-right,BADL_3_B-493-1-2-arr-right,driving,20,20,2
BADL_3_B-493-1-2-arr-right,BADL_3_B-493-1-2-dep-right,waiting,5,40,2
BADL_3_B-493-1-2-dep-right,BGKR_111_WA-493-1-2-arr-right,driving,18,18,2
BGKR_111_WA-493-1-2-arr-right,BGKR_111_WA-493-1-2-dep-right,waiting,0,0,2
BGKR_111_WA-493-1-2-dep-right,BGAS_812_B-493-1-2-arr-right,driving,16,16,2
BGKR_111_WA-493-1-2-dep-right,BGAS_811_B-493-1-2-arr-right,driving,16,16,2
BGAS_812_B-493-1-2-arr-right,BGAS_812_B-493-1-2-dep-right,waiting,5,67,2
BGAS_811_B-493-1-2-arr-right,BGAS_811_B-493-1-2-dep-right,waiting,5,67,2
BEIW_873_B-493-1-2-arr-right,BEIW_873_B-493-1-2-dep-right,waiting,5,100,2
BGAS_812_B-493-1-2-dep-right,BEIW_873_B-493-1-2-arr-right,driving,48,48,2
BGAS_811_B-493-1-2-dep-right,BEIW_873_B-493-1-2-arr-right,driving,48,48,2
BEIW_873_B-493-1-2-dep-right,BZTH_883_B-493-1-2-arr-right,driving,27,27,2
BZTH_883_B-493-1-2-arr-right,BZTH_883_B-493-1-2-dep-right,waiting,5,100,2
BTHF_511_B-493-1-12-dep-right,BTHF_513_A-493-1-12-arr-right,driving,13.0,13.0,1
BTHF_511_B-493-1-12-dep-right,BTHF_514_A-493-1-12-arr-right,driving,13.0,13.0,1
BTHF_513_A-493-1-12-arr-right,BTHF_513_A-493-1-12-dep-left,turn,20,180,1
BTHF_513_A-493-1-12-arr-right,BTHF_513_A-493-1-12-dep-right,waiting,0,175,1
BTHF_513_A-493-1-12-dep-left,BTHF_511_B-493-1-12-arr-left,driving,13.0,13.0,1
BTHF_511_B-493-1-12-arr-left,BTHF_511_B-493-1-12-dep-left,waiting,5,40,1
BTHF_511_B-493-1-12-arr-left,BTHF_511_B-493-1-12-dep-right,turn,20,180,1
BTHF_513_A-493-1-12-dep-right,BTHF_560_A-493-1-12-arr-right,driving,13.0,13.0,1
BTHF_513_A-493-1-12-dep-right,BTHF_561_A-493-1-12-arr-right,driving,0,0,1
BTHF_560_A-493-1-12-arr-right,BTHF_560_A-493-1-12-dep-left,turn,20,180,1
BTHF_560_A-493-1-12-dep-left,BTHF_513_A-493-1-12-arr-left,driving,13.0,13.0,1
BTHF_513_A-493-1-12-arr-left,BTHF_513_A-493-1-12-dep-left,waiting,0,175,1
BTHF_561_A-493-1-12-arr-right,BTHF_561_A-493-1-12-dep-left,turn,20,180,1
BTHF_561_A-493-1-12-arr-right,BTHF_561_A-493-1-12-dep-right,waiting,0,175,1
BTHF_561_A-493-1-12-dep-left,BTHF_513_A-493-1-12-arr-left,driving,0,0,1
BTHF_561_A-493-1-12-dep-left,BTHF_514_A-493-1-12-arr-left,driving,0,0,1
BTHF_514_A-493-1-12-arr-left,BTHF_514_A-493-1-12-dep-left,waiting,0,175,1
BTHF_514_A-493-1-12-dep-left,BTHF_511_B-493-1-12-arr-left,driving,13.0,13.0,1
BTHF_514_A-493-1-12-dep-left,BTHF_512_B-493-1-12-arr-right,driving,13.0,13.0,1
BTHF_512_B-493-1-12-arr-right,BTHF_512_B-493-1-12-dep-right,waiting,5,40,1
BTHF_512_B-493-1-12-arr-right,BTHF_512_B-493-1-12-dep-left,turn,20,180,1
BTHF_561_A-493-1-12-dep-right,BTHF_533_A-493-1-12-arr-right,driving,0,0,1
BTHF_561_A-493-1-12-dep-right,BTHF_536_A-493-1-12-arr-right,driving,0,0,1
BTHF_533_A-493-1-12-arr-right,BTHF_533_A-493-1-12-dep-left,turn,20,180,1
BTHF_533_A-493-1-12-dep-left,BTHF_561_A-493-1-12-arr-left,driving,0,0,1
BTHF_561_A-493-1-12-arr-left,BTHF_561_A-493-1-12-dep-left,waiting,0,175,1
BTHF_536_A-493-1-12-arr-right,BTHF_536_A-493-1-12-dep-left,turn,20,180,1
BTHF_536_A-493-1-12-dep-left,BTHF_561_A-493-1-12-arr-left,driving,0,0,1
BTHF_536_A-493-1-12-dep-left,BTHF_570_A-493-1-12-arr-left,driving,0,0,1
BTHF_570_A-493-1-12-arr-left,BTHF_570_A-493-1-12-dep-left,waiting,0,175,1
BTHF_570_A-493-1-12-dep-left,BTHF_512_B-493-1-12-arr-right,driving,13.0,13.0,1
BTHF_514_A-493-1-12-arr-right,BTHF_514_A-493-1-12-dep-left,turn,20,180,1
BTHF_514_A-493-1-12-arr-right,BTHF_514_A-493-1-12-dep-right,waiting,0,175,1
BTHF_514_A-493-1-12-dep-right,BTHF_561_A-493-1-12-arr-right,driving,0,0,1
BTHF_512_B-493-1-12-dep-left,BTHF_514_A-493-1-12-arr-right,driving,13.0,13.0,1
BTHF_512_B-493-1-12-dep-left,BTHF_570_A-493-1-12-arr-right,driving,13.0,13.0,1
BTHF_570_A-493-1-12-arr-right,BTHF_570_A-493-1-12-dep-left,turn,20,180,1
BTHF_570_A-493-1-12-arr-right,BTHF_570_A-493-1-12-dep-right,waiting,0,175,1
BTHF_570_A-493-1-12-dep-right,BTHF_536_A-493-1-12-arr-right,driving,0,0,1
BZTH_883_B-493-1-2-dep-right,henkel_11_S46_D_BKW_BWES_0_S46_D_BWES_BKW_0-493-1-21,henkel-to,112,112,2
henkel_11_S46_D_BKW_BWES_0_S46_D_BWES_BKW_0-493-1-21,BZTH_884_B-493-1-1-arr-right,henkel-from,77,77,2
BZTH_884_B-493-1-1-arr-right,BZTH_884_B-493-1-1-dep-right,waiting,5,100,2
BGB_721_B-99-1-1-arr-right,BGB_721_B-99-1-1-dep-right,waiting,5,25,2
BGB_722_B-99-1-1-arr-right,BGB_722_B-99-1-1-dep-right,waiting,5,25,2
BBOS_611_B-99-1-1-dep-right,BGB_721_B-99-1-1-arr-right,driving,15,15,2
