#file for arcs using the same infrastructure in the sense that activities (i,j) and (i_bar, j_bar) occupy the same underlying infrastructure
i,j,i_bar,j_bar
BIP_612_B-273-2-2-arr-right,BIP_612_B-273-2-2-dep-right,BIP_612_B-474-1-2-arr-right,BIP_612_B-474-1-2-dep-right
BSGR_602_B-273-1-2-arr-right,BSGR_602_B-273-1-2-dep-right,BSGR_602_B-54-1-2-arr-right,BSGR_602_B-54-1-2-dep-right
BSGR_602_B-273-1-2-arr-right,BSGR_602_B-273-1-2-dep-right,BSGR_602_B-474-1-2-arr-right,BSGR_602_B-474-1-2-dep-right
BSGR_602_B-273-1-2-arr-right,BSGR_602_B-273-1-2-dep-right,BSGR_602_B-273-2-2-arr-right,BSGR_602_B-273-2-2-dep-right
BSGR_602_B-54-1-2-arr-right,BSGR_602_B-54-1-2-dep-right,BSGR_602_B-474-1-2-arr-right,BSGR_602_B-474-1-2-dep-right
BSGR_602_B-54-1-2-arr-right,BSGR_602_B-54-1-2-dep-right,BSGR_602_B-273-2-2-arr-right,BSGR_602_B-273-2-2-dep-right
BSGR_602_B-474-1-2-arr-right,BSGR_602_B-474-1-2-dep-right,BSGR_602_B-273-2-2-arr-right,BSGR_602_B-273-2-2-dep-right
BSKR_532_B-474-1-21-arr-right,BSKR_532_B-474-1-21-dep-left,BSKR_532_B-273-2-2-arr-right,BSKR_532_B-273-2-2-dep-right
BSKR_532_B-474-1-21-arr-right,BSKR_532_B-474-1-21-dep-left,BSKR_532_B-288-1-12-arr-right,BSKR_532_B-288-1-12-dep-right
BSKR_532_B-474-1-21-arr-right,BSKR_532_B-474-1-21-dep-left,BSKR_532_B-54-1-2-arr-right,BSKR_532_B-54-1-2-dep-right
BSKR_532_B-474-1-21-arr-right,BSKR_532_B-474-1-21-dep-left,BSKR_532_B-273-1-2-arr-right,BSKR_532_B-273-1-2-dep-right
BSKR_532_B-273-2-2-arr-right,BSKR_532_B-273-2-2-dep-right,BSKR_532_B-288-1-12-arr-right,BSKR_532_B-288-1-12-dep-right
BSKR_532_B-273-2-2-arr-right,BSKR_532_B-273-2-2-dep-right,BSKR_532_B-54-1-2-arr-right,BSKR_532_B-54-1-2-dep-right
BSKR_532_B-273-2-2-arr-right,BSKR_532_B-273-2-2-dep-right,BSKR_532_B-273-1-2-arr-right,BSKR_532_B-273-1-2-dep-right
BSKR_532_B-288-1-12-arr-right,BSKR_532_B-288-1-12-dep-right,BSKR_532_B-54-1-2-arr-right,BSKR_532_B-54-1-2-dep-right
BSKR_532_B-288-1-12-arr-right,BSKR_532_B-288-1-12-dep-right,BSKR_532_B-273-1-2-arr-right,BSKR_532_B-273-1-2-dep-right
BSKR_532_B-54-1-2-arr-right,BSKR_532_B-54-1-2-dep-right,BSKR_532_B-273-1-2-arr-right,BSKR_532_B-273-1-2-dep-right
BSKR_543_A-474-1-21-arr-right,BSKR_543_A-474-1-21-dep-left,BSKR_543_A-288-1-12-arr-right,BSKR_543_A-288-1-12-dep-left
BSKR_531_B-273-1-1-arr-right,BSKR_531_B-273-1-1-dep-right,BSKR_531_B-474-1-21-arr-left,BSKR_531_B-474-1-21-dep-right
BSKR_531_B-273-1-1-arr-right,BSKR_531_B-273-1-1-dep-right,BSKR_531_B-54-1-1-arr-right,BSKR_531_B-54-1-1-dep-right
BSKR_531_B-273-1-1-arr-right,BSKR_531_B-273-1-1-dep-right,BSKR_531_B-288-1-12-arr-right,BSKR_531_B-288-1-12-dep-right
BSKR_531_B-273-1-1-arr-right,BSKR_531_B-273-1-1-dep-right,BSKR_531_B-273-2-1-arr-right,BSKR_531_B-273-2-1-dep-right
BSKR_531_B-474-1-21-arr-left,BSKR_531_B-474-1-21-dep-right,BSKR_531_B-54-1-1-arr-right,BSKR_531_B-54-1-1-dep-right
BSKR_531_B-474-1-21-arr-left,BSKR_531_B-474-1-21-dep-right,BSKR_531_B-288-1-12-arr-right,BSKR_531_B-288-1-12-dep-right
BSKR_531_B-474-1-21-arr-left,BSKR_531_B-474-1-21-dep-right,BSKR_531_B-273-2-1-arr-right,BSKR_531_B-273-2-1-dep-right
BSKR_531_B-54-1-1-arr-right,BSKR_531_B-54-1-1-dep-right,BSKR_531_B-288-1-12-arr-right,BSKR_531_B-288-1-12-dep-right
BSKR_531_B-54-1-1-arr-right,BSKR_531_B-54-1-1-dep-right,BSKR_531_B-273-2-1-arr-right,BSKR_531_B-273-2-1-dep-right
BSKR_531_B-288-1-12-arr-right,BSKR_531_B-288-1-12-dep-right,BSKR_531_B-273-2-1-arr-right,BSKR_531_B-273-2-1-dep-right
BWES_823_A-273-1-12-arr-right,BWES_823_A-273-1-12-dep-left,BWES_823_A-474-1-12-arr-right,BWES_823_A-474-1-12-dep-left
BWES_823_A-273-1-12-arr-right,BWES_823_A-273-1-12-dep-left,BWES_823_A-273-2-12-arr-right,BWES_823_A-273-2-12-dep-left
BWES_823_A-273-1-12-arr-right,BWES_823_A-273-1-12-dep-left,BWES_823_A-54-1-12-arr-right,BWES_823_A-54-1-12-dep-left
BWES_823_A-474-1-12-arr-right,BWES_823_A-474-1-12-dep-left,BWES_823_A-273-2-12-arr-right,BWES_823_A-273-2-12-dep-left
BWES_823_A-474-1-12-arr-right,BWES_823_A-474-1-12-dep-left,BWES_823_A-54-1-12-arr-right,BWES_823_A-54-1-12-dep-left
BWES_823_A-273-2-12-arr-right,BWES_823_A-273-2-12-dep-left,BWES_823_A-54-1-12-arr-right,BWES_823_A-54-1-12-dep-left
BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-left,BWES_812_B-474-1-12-arr-right,BWES_812_B-474-1-12-dep-right
BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-left,BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-right
BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-left,BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-right
BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-left,BWES_812_B-54-1-12-arr-right,BWES_812_B-54-1-12-dep-right
BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-left,BWES_812_B-54-1-12-arr-right,BWES_812_B-54-1-12-dep-left
BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-left,BWES_812_B-474-1-12-arr-right,BWES_812_B-474-1-12-dep-left
BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-left,BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-left
BWES_812_B-474-1-12-arr-right,BWES_812_B-474-1-12-dep-right,BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-right
BWES_812_B-474-1-12-arr-right,BWES_812_B-474-1-12-dep-right,BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-right
BWES_812_B-474-1-12-arr-right,BWES_812_B-474-1-12-dep-right,BWES_812_B-54-1-12-arr-right,BWES_812_B-54-1-12-dep-right
BWES_812_B-474-1-12-arr-right,BWES_812_B-474-1-12-dep-right,BWES_812_B-54-1-12-arr-right,BWES_812_B-54-1-12-dep-left
BWES_812_B-474-1-12-arr-right,BWES_812_B-474-1-12-dep-right,BWES_812_B-474-1-12-arr-right,BWES_812_B-474-1-12-dep-left
BWES_812_B-474-1-12-arr-right,BWES_812_B-474-1-12-dep-right,BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-left
BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-right,BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-right
BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-right,BWES_812_B-54-1-12-arr-right,BWES_812_B-54-1-12-dep-right
BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-right,BWES_812_B-54-1-12-arr-right,BWES_812_B-54-1-12-dep-left
BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-right,BWES_812_B-474-1-12-arr-right,BWES_812_B-474-1-12-dep-left
BWES_812_B-273-1-12-arr-right,BWES_812_B-273-1-12-dep-right,BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-left
BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-right,BWES_812_B-54-1-12-arr-right,BWES_812_B-54-1-12-dep-right
BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-right,BWES_812_B-54-1-12-arr-right,BWES_812_B-54-1-12-dep-left
BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-right,BWES_812_B-474-1-12-arr-right,BWES_812_B-474-1-12-dep-left
BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-right,BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-left
BWES_812_B-54-1-12-arr-right,BWES_812_B-54-1-12-dep-right,BWES_812_B-54-1-12-arr-right,BWES_812_B-54-1-12-dep-left
BWES_812_B-54-1-12-arr-right,BWES_812_B-54-1-12-dep-right,BWES_812_B-474-1-12-arr-right,BWES_812_B-474-1-12-dep-left
BWES_812_B-54-1-12-arr-right,BWES_812_B-54-1-12-dep-right,BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-left
BWES_812_B-54-1-12-arr-right,BWES_812_B-54-1-12-dep-left,BWES_812_B-474-1-12-arr-right,BWES_812_B-474-1-12-dep-left
BWES_812_B-54-1-12-arr-right,BWES_812_B-54-1-12-dep-left,BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-left
BWES_812_B-474-1-12-arr-right,BWES_812_B-474-1-12-dep-left,BWES_812_B-273-2-12-arr-right,BWES_812_B-273-2-12-dep-left
BWES_824_A-474-1-12-arr-right,BWES_824_A-474-1-12-dep-left,BWES_824_A-54-1-12-arr-right,BWES_824_A-54-1-12-dep-left
BWES_824_A-474-1-12-arr-right,BWES_824_A-474-1-12-dep-left,BWES_824_A-273-2-12-arr-right,BWES_824_A-273-2-12-dep-left
BWES_824_A-474-1-12-arr-right,BWES_824_A-474-1-12-dep-left,BWES_824_A-273-1-12-arr-right,BWES_824_A-273-1-12-dep-left
BWES_824_A-54-1-12-arr-right,BWES_824_A-54-1-12-dep-left,BWES_824_A-273-2-12-arr-right,BWES_824_A-273-2-12-dep-left
BWES_824_A-54-1-12-arr-right,BWES_824_A-54-1-12-dep-left,BWES_824_A-273-1-12-arr-right,BWES_824_A-273-1-12-dep-left
BWES_824_A-273-2-12-arr-right,BWES_824_A-273-2-12-dep-left,BWES_824_A-273-1-12-arr-right,BWES_824_A-273-1-12-dep-left
BPHD_1_B-178-1-1-arr-right,BPHD_1_B-178-1-1-dep-right,BPHD_1_B-54-1-1-arr-right,BPHD_1_B-54-1-1-dep-right
BPHD_1_B-178-1-1-arr-right,BPHD_1_B-178-1-1-dep-right,BPHD_1_B-182-1-1-arr-right,BPHD_1_B-182-1-1-dep-right
BPHD_1_B-178-1-1-arr-right,BPHD_1_B-178-1-1-dep-right,BPHD_1_B-58-1-1-arr-right,BPHD_1_B-58-1-1-dep-right
BPHD_1_B-54-1-1-arr-right,BPHD_1_B-54-1-1-dep-right,BPHD_1_B-182-1-1-arr-right,BPHD_1_B-182-1-1-dep-right
BPHD_1_B-54-1-1-arr-right,BPHD_1_B-54-1-1-dep-right,BPHD_1_B-58-1-1-arr-right,BPHD_1_B-58-1-1-dep-right
BPHD_1_B-182-1-1-arr-right,BPHD_1_B-182-1-1-dep-right,BPHD_1_B-58-1-1-arr-right,BPHD_1_B-58-1-1-dep-right
BPKW_642_B-182-1-1-arr-right,BPKW_642_B-182-1-1-dep-right,BPKW_642_B-243-1-12-arr-left,BPKW_642_B-243-1-12-dep-right
BPKW_642_B-182-1-1-arr-right,BPKW_642_B-182-1-1-dep-right,BPKW_642_B-58-1-1-arr-right,BPKW_642_B-58-1-1-dep-right
BPKW_642_B-182-1-1-arr-right,BPKW_642_B-182-1-1-dep-right,BPKW_642_B-178-1-1-arr-right,BPKW_642_B-178-1-1-dep-right
BPKW_642_B-182-1-1-arr-right,BPKW_642_B-182-1-1-dep-right,BPKW_642_B-54-1-1-arr-right,BPKW_642_B-54-1-1-dep-right
BPKW_642_B-243-1-12-arr-left,BPKW_642_B-243-1-12-dep-right,BPKW_642_B-58-1-1-arr-right,BPKW_642_B-58-1-1-dep-right
BPKW_642_B-243-1-12-arr-left,BPKW_642_B-243-1-12-dep-right,BPKW_642_B-178-1-1-arr-right,BPKW_642_B-178-1-1-dep-right
BPKW_642_B-243-1-12-arr-left,BPKW_642_B-243-1-12-dep-right,BPKW_642_B-54-1-1-arr-right,BPKW_642_B-54-1-1-dep-right
BPKW_642_B-58-1-1-arr-right,BPKW_642_B-58-1-1-dep-right,BPKW_642_B-178-1-1-arr-right,BPKW_642_B-178-1-1-dep-right
BPKW_642_B-58-1-1-arr-right,BPKW_642_B-58-1-1-dep-right,BPKW_642_B-54-1-1-arr-right,BPKW_642_B-54-1-1-dep-right
BPKW_642_B-178-1-1-arr-right,BPKW_642_B-178-1-1-dep-right,BPKW_642_B-54-1-1-arr-right,BPKW_642_B-54-1-1-dep-right
BBOS_612_B-58-1-1-arr-right,BBOS_612_B-58-1-1-dep-right,BBOS_612_B-178-1-1-arr-right,BBOS_612_B-178-1-1-dep-right
BBOS_612_B-58-1-1-arr-right,BBOS_612_B-58-1-1-dep-right,BBOS_612_B-243-1-2-arr-right,BBOS_612_B-243-1-2-dep-right
BBOS_612_B-58-1-1-arr-right,BBOS_612_B-58-1-1-dep-right,BBOS_612_B-54-1-1-arr-right,BBOS_612_B-54-1-1-dep-right
BBOS_612_B-58-1-1-arr-right,BBOS_612_B-58-1-1-dep-right,BBOS_612_B-182-1-1-arr-right,BBOS_612_B-182-1-1-dep-right
BBOS_612_B-178-1-1-arr-right,BBOS_612_B-178-1-1-dep-right,BBOS_612_B-243-1-2-arr-right,BBOS_612_B-243-1-2-dep-right
BBOS_612_B-178-1-1-arr-right,BBOS_612_B-178-1-1-dep-right,BBOS_612_B-54-1-1-arr-right,BBOS_612_B-54-1-1-dep-right
BBOS_612_B-178-1-1-arr-right,BBOS_612_B-178-1-1-dep-right,BBOS_612_B-182-1-1-arr-right,BBOS_612_B-182-1-1-dep-right
BBOS_612_B-243-1-2-arr-right,BBOS_612_B-243-1-2-dep-right,BBOS_612_B-54-1-1-arr-right,BBOS_612_B-54-1-1-dep-right
BBOS_612_B-243-1-2-arr-right,BBOS_612_B-243-1-2-dep-right,BBOS_612_B-182-1-1-arr-right,BBOS_612_B-182-1-1-dep-right
BBOS_612_B-54-1-1-arr-right,BBOS_612_B-54-1-1-dep-right,BBOS_612_B-182-1-1-arr-right,BBOS_612_B-182-1-1-dep-right
BSAL_771_B-54-1-2-arr-left,BSAL_771_B-54-1-2-dep-left,BSAL_771_B-54-1-1-arr-right,BSAL_771_B-54-1-1-dep-right
BSAL_771_B-54-1-2-arr-left,BSAL_771_B-54-1-2-dep-left,BSAL_771_B-273-2-1-arr-right,BSAL_771_B-273-2-1-dep-right
BSAL_771_B-54-1-2-arr-left,BSAL_771_B-54-1-2-dep-left,BSAL_771_B-243-1-1-arr-left,BSAL_771_B-243-1-1-dep-left
BSAL_771_B-54-1-2-arr-left,BSAL_771_B-54-1-2-dep-left,BSAL_771_B-273-1-1-arr-right,BSAL_771_B-273-1-1-dep-right
BSAL_771_B-54-1-2-arr-left,BSAL_771_B-54-1-2-dep-left,BSAL_771_B-58-1-1-arr-right,BSAL_771_B-58-1-1-dep-right
BSAL_771_B-54-1-2-arr-left,BSAL_771_B-54-1-2-dep-left,BSAL_771_B-273-1-2-arr-left,BSAL_771_B-273-1-2-dep-left
BSAL_771_B-54-1-2-arr-left,BSAL_771_B-54-1-2-dep-left,BSAL_771_B-243-1-2-arr-right,BSAL_771_B-243-1-2-dep-right
BSAL_771_B-54-1-2-arr-left,BSAL_771_B-54-1-2-dep-left,BSAL_771_B-273-2-2-arr-left,BSAL_771_B-273-2-2-dep-left
BSAL_771_B-54-1-2-arr-left,BSAL_771_B-54-1-2-dep-left,BSAL_771_B-58-1-2-arr-left,BSAL_771_B-58-1-2-dep-left
BSAL_771_B-54-1-1-arr-right,BSAL_771_B-54-1-1-dep-right,BSAL_771_B-273-2-1-arr-right,BSAL_771_B-273-2-1-dep-right
BSAL_771_B-54-1-1-arr-right,BSAL_771_B-54-1-1-dep-right,BSAL_771_B-243-1-1-arr-left,BSAL_771_B-243-1-1-dep-left
BSAL_771_B-54-1-1-arr-right,BSAL_771_B-54-1-1-dep-right,BSAL_771_B-273-1-1-arr-right,BSAL_771_B-273-1-1-dep-right
BSAL_771_B-54-1-1-arr-right,BSAL_771_B-54-1-1-dep-right,BSAL_771_B-58-1-1-arr-right,BSAL_771_B-58-1-1-dep-right
BSAL_771_B-54-1-1-arr-right,BSAL_771_B-54-1-1-dep-right,BSAL_771_B-273-1-2-arr-left,BSAL_771_B-273-1-2-dep-left
BSAL_771_B-54-1-1-arr-right,BSAL_771_B-54-1-1-dep-right,BSAL_771_B-243-1-2-arr-right,BSAL_771_B-243-1-2-dep-right
BSAL_771_B-54-1-1-arr-right,BSAL_771_B-54-1-1-dep-right,BSAL_771_B-273-2-2-arr-left,BSAL_771_B-273-2-2-dep-left
BSAL_771_B-54-1-1-arr-right,BSAL_771_B-54-1-1-dep-right,BSAL_771_B-58-1-2-arr-left,BSAL_771_B-58-1-2-dep-left
BSAL_771_B-273-2-1-arr-right,BSAL_771_B-273-2-1-dep-right,BSAL_771_B-243-1-1-arr-left,BSAL_771_B-243-1-1-dep-left
BSAL_771_B-273-2-1-arr-right,BSAL_771_B-273-2-1-dep-right,BSAL_771_B-273-1-1-arr-right,BSAL_771_B-273-1-1-dep-right
BSAL_771_B-273-2-1-arr-right,BSAL_771_B-273-2-1-dep-right,BSAL_771_B-58-1-1-arr-right,BSAL_771_B-58-1-1-dep-right
BSAL_771_B-273-2-1-arr-right,BSAL_771_B-273-2-1-dep-right,BSAL_771_B-273-1-2-arr-left,BSAL_771_B-273-1-2-dep-left
BSAL_771_B-273-2-1-arr-right,BSAL_771_B-273-2-1-dep-right,BSAL_771_B-243-1-2-arr-right,BSAL_771_B-243-1-2-dep-right
BSAL_771_B-273-2-1-arr-right,BSAL_771_B-273-2-1-dep-right,BSAL_771_B-273-2-2-arr-left,BSAL_771_B-273-2-2-dep-left
BSAL_771_B-273-2-1-arr-right,BSAL_771_B-273-2-1-dep-right,BSAL_771_B-58-1-2-arr-left,BSAL_771_B-58-1-2-dep-left
BSAL_771_B-243-1-1-arr-left,BSAL_771_B-243-1-1-dep-left,BSAL_771_B-273-1-1-arr-right,BSAL_771_B-273-1-1-dep-right
BSAL_771_B-243-1-1-arr-left,BSAL_771_B-243-1-1-dep-left,BSAL_771_B-58-1-1-arr-right,BSAL_771_B-58-1-1-dep-right
BSAL_771_B-243-1-1-arr-left,BSAL_771_B-243-1-1-dep-left,BSAL_771_B-273-1-2-arr-left,BSAL_771_B-273-1-2-dep-left
BSAL_771_B-243-1-1-arr-left,BSAL_771_B-243-1-1-dep-left,BSAL_771_B-243-1-2-arr-right,BSAL_771_B-243-1-2-dep-right
BSAL_771_B-243-1-1-arr-left,BSAL_771_B-243-1-1-dep-left,BSAL_771_B-273-2-2-arr-left,BSAL_771_B-273-2-2-dep-left
BSAL_771_B-243-1-1-arr-left,BSAL_771_B-243-1-1-dep-left,BSAL_771_B-58-1-2-arr-left,BSAL_771_B-58-1-2-dep-left
BSAL_771_B-273-1-1-arr-right,BSAL_771_B-273-1-1-dep-right,BSAL_771_B-58-1-1-arr-right,BSAL_771_B-58-1-1-dep-right
BSAL_771_B-273-1-1-arr-right,BSAL_771_B-273-1-1-dep-right,BSAL_771_B-273-1-2-arr-left,BSAL_771_B-273-1-2-dep-left
BSAL_771_B-273-1-1-arr-right,BSAL_771_B-273-1-1-dep-right,BSAL_771_B-243-1-2-arr-right,BSAL_771_B-243-1-2-dep-right
BSAL_771_B-273-1-1-arr-right,BSAL_771_B-273-1-1-dep-right,BSAL_771_B-273-2-2-arr-left,BSAL_771_B-273-2-2-dep-left
BSAL_771_B-273-1-1-arr-right,BSAL_771_B-273-1-1-dep-right,BSAL_771_B-58-1-2-arr-left,BSAL_771_B-58-1-2-dep-left
BSAL_771_B-58-1-1-arr-right,BSAL_771_B-58-1-1-dep-right,BSAL_771_B-273-1-2-arr-left,BSAL_771_B-273-1-2-dep-left
BSAL_771_B-58-1-1-arr-right,BSAL_771_B-58-1-1-dep-right,BSAL_771_B-243-1-2-arr-right,BSAL_771_B-243-1-2-dep-right
BSAL_771_B-58-1-1-arr-right,BSAL_771_B-58-1-1-dep-right,BSAL_771_B-273-2-2-arr-left,BSAL_771_B-273-2-2-dep-left
BSAL_771_B-58-1-1-arr-right,BSAL_771_B-58-1-1-dep-right,BSAL_771_B-58-1-2-arr-left,BSAL_771_B-58-1-2-dep-left
BSAL_771_B-273-1-2-arr-left,BSAL_771_B-273-1-2-dep-left,BSAL_771_B-243-1-2-arr-right,BSAL_771_B-243-1-2-dep-right
BSAL_771_B-273-1-2-arr-left,BSAL_771_B-273-1-2-dep-left,BSAL_771_B-273-2-2-arr-left,BSAL_771_B-273-2-2-dep-left
BSAL_771_B-273-1-2-arr-left,BSAL_771_B-273-1-2-dep-left,BSAL_771_B-58-1-2-arr-left,BSAL_771_B-58-1-2-dep-left
BSAL_771_B-243-1-2-arr-right,BSAL_771_B-243-1-2-dep-right,BSAL_771_B-273-2-2-arr-left,BSAL_771_B-273-2-2-dep-left
BSAL_771_B-243-1-2-arr-right,BSAL_771_B-243-1-2-dep-right,BSAL_771_B-58-1-2-arr-left,BSAL_771_B-58-1-2-dep-left
BSAL_771_B-273-2-2-arr-left,BSAL_771_B-273-2-2-dep-left,BSAL_771_B-58-1-2-arr-left,BSAL_771_B-58-1-2-dep-left
BPLA_781_B-58-1-1-arr-right,BPLA_781_B-58-1-1-dep-right,BPLA_781_B-243-1-2-arr-right,BPLA_781_B-243-1-2-dep-right
BPLA_781_B-58-1-1-arr-right,BPLA_781_B-58-1-1-dep-right,BPLA_781_B-273-2-1-arr-right,BPLA_781_B-273-2-1-dep-right
BPLA_781_B-58-1-1-arr-right,BPLA_781_B-58-1-1-dep-right,BPLA_781_B-54-1-1-arr-right,BPLA_781_B-54-1-1-dep-right
BPLA_781_B-58-1-1-arr-right,BPLA_781_B-58-1-1-dep-right,BPLA_781_B-273-1-1-arr-right,BPLA_781_B-273-1-1-dep-right
BPLA_781_B-243-1-2-arr-right,BPLA_781_B-243-1-2-dep-right,BPLA_781_B-273-2-1-arr-right,BPLA_781_B-273-2-1-dep-right
BPLA_781_B-243-1-2-arr-right,BPLA_781_B-243-1-2-dep-right,BPLA_781_B-54-1-1-arr-right,BPLA_781_B-54-1-1-dep-right
BPLA_781_B-243-1-2-arr-right,BPLA_781_B-243-1-2-dep-right,BPLA_781_B-273-1-1-arr-right,BPLA_781_B-273-1-1-dep-right
BPLA_781_B-273-2-1-arr-right,BPLA_781_B-273-2-1-dep-right,BPLA_781_B-54-1-1-arr-right,BPLA_781_B-54-1-1-dep-right
BPLA_781_B-273-2-1-arr-right,BPLA_781_B-273-2-1-dep-right,BPLA_781_B-273-1-1-arr-right,BPLA_781_B-273-1-1-dep-right
BPLA_781_B-54-1-1-arr-right,BPLA_781_B-54-1-1-dep-right,BPLA_781_B-273-1-1-arr-right,BPLA_781_B-273-1-1-dep-right
BGSS_511_B-54-1-1-arr-right,BGSS_511_B-54-1-1-dep-right,BGSS_511_B-273-1-1-arr-right,BGSS_511_B-273-1-1-dep-right
BGSS_511_B-54-1-1-arr-right,BGSS_511_B-54-1-1-dep-right,BGSS_511_B-58-1-1-arr-right,BGSS_511_B-58-1-1-dep-right
BGSS_511_B-54-1-1-arr-right,BGSS_511_B-54-1-1-dep-right,BGSS_511_B-243-1-2-arr-right,BGSS_511_B-243-1-2-dep-right
BGSS_511_B-54-1-1-arr-right,BGSS_511_B-54-1-1-dep-right,BGSS_511_B-273-2-1-arr-right,BGSS_511_B-273-2-1-dep-right
BGSS_511_B-273-1-1-arr-right,BGSS_511_B-273-1-1-dep-right,BGSS_511_B-58-1-1-arr-right,BGSS_511_B-58-1-1-dep-right
BGSS_511_B-273-1-1-arr-right,BGSS_511_B-273-1-1-dep-right,BGSS_511_B-243-1-2-arr-right,BGSS_511_B-243-1-2-dep-right
BGSS_511_B-273-1-1-arr-right,BGSS_511_B-273-1-1-dep-right,BGSS_511_B-273-2-1-arr-right,BGSS_511_B-273-2-1-dep-right
BGSS_511_B-58-1-1-arr-right,BGSS_511_B-58-1-1-dep-right,BGSS_511_B-243-1-2-arr-right,BGSS_511_B-243-1-2-dep-right
BGSS_511_B-58-1-1-arr-right,BGSS_511_B-58-1-1-dep-right,BGSS_511_B-273-2-1-arr-right,BGSS_511_B-273-2-1-dep-right
BGSS_511_B-243-1-2-arr-right,BGSS_511_B-243-1-2-dep-right,BGSS_511_B-273-2-1-arr-right,BGSS_511_B-273-2-1-dep-right
BLST_531_B-54-1-1-arr-right,BLST_531_B-54-1-1-dep-right,BLST_531_B-58-1-1-arr-right,BLST_531_B-58-1-1-dep-right
BLST_531_B-54-1-1-arr-right,BLST_531_B-54-1-1-dep-right,BLST_531_B-273-2-1-arr-right,BLST_531_B-273-2-1-dep-right
BLST_531_B-54-1-1-arr-right,BLST_531_B-54-1-1-dep-right,BLST_531_B-243-1-2-arr-right,BLST_531_B-243-1-2-dep-right
BLST_531_B-54-1-1-arr-right,BLST_531_B-54-1-1-dep-right,BLST_531_B-273-1-1-arr-right,BLST_531_B-273-1-1-dep-right
BLST_531_B-58-1-1-arr-right,BLST_531_B-58-1-1-dep-right,BLST_531_B-273-2-1-arr-right,BLST_531_B-273-2-1-dep-right
BLST_531_B-58-1-1-arr-right,BLST_531_B-58-1-1-dep-right,BLST_531_B-243-1-2-arr-right,BLST_531_B-243-1-2-dep-right
BLST_531_B-58-1-1-arr-right,BLST_531_B-58-1-1-dep-right,BLST_531_B-273-1-1-arr-right,BLST_531_B-273-1-1-dep-right
BLST_531_B-273-2-1-arr-right,BLST_531_B-273-2-1-dep-right,BLST_531_B-243-1-2-arr-right,BLST_531_B-243-1-2-dep-right
BLST_531_B-273-2-1-arr-right,BLST_531_B-273-2-1-dep-right,BLST_531_B-273-1-1-arr-right,BLST_531_B-273-1-1-dep-right
BLST_531_B-243-1-2-arr-right,BLST_531_B-243-1-2-dep-right,BLST_531_B-273-1-1-arr-right,BLST_531_B-273-1-1-dep-right
BLST_532_B-273-2-2-arr-right,BLST_532_B-273-2-2-dep-right,BLST_532_B-243-1-1-arr-right,BLST_532_B-243-1-1-dep-right
BLST_532_B-273-2-2-arr-right,BLST_532_B-273-2-2-dep-right,BLST_532_B-243-1-2-arr-left,BLST_532_B-243-1-2-dep-left
BLST_532_B-273-2-2-arr-right,BLST_532_B-273-2-2-dep-right,BLST_532_B-273-2-1-arr-left,BLST_532_B-273-2-1-dep-left
BLST_532_B-273-2-2-arr-right,BLST_532_B-273-2-2-dep-right,BLST_532_B-273-1-1-arr-left,BLST_532_B-273-1-1-dep-left
BLST_532_B-273-2-2-arr-right,BLST_532_B-273-2-2-dep-right,BLST_532_B-58-1-1-arr-left,BLST_532_B-58-1-1-dep-left
BLST_532_B-273-2-2-arr-right,BLST_532_B-273-2-2-dep-right,BLST_532_B-273-1-2-arr-right,BLST_532_B-273-1-2-dep-right
BLST_532_B-273-2-2-arr-right,BLST_532_B-273-2-2-dep-right,BLST_532_B-54-1-1-arr-left,BLST_532_B-54-1-1-dep-left
BLST_532_B-273-2-2-arr-right,BLST_532_B-273-2-2-dep-right,BLST_532_B-54-1-2-arr-right,BLST_532_B-54-1-2-dep-right
