# number of nodes: 361
# number of edges: 467
# number of fixed handles: 13
# 
start,end,type,l,u,w
BOKS_653_B-45-1-2-arr-right,BOKS_653_B-45-1-2-dep-right,waiting,5,29,2
BWRS_621_B-45-1-2-dep-right,BOKS_651_B-45-1-2-arr-right,driving,17,17,2
BWRS_621_B-45-1-2-dep-right,BOKS_653_B-45-1-2-arr-right,driving,17,17,2
BOKS_651_B-45-1-2-dep-right,BNPL_681_B-45-1-2-arr-right,driving,15,15,2
BNPL_681_B-45-1-2-arr-right,BNPL_681_B-45-1-2-dep-right,waiting,5,40,2
BOKS_653_B-45-1-2-dep-right,BNPL_681_B-45-1-2-arr-right,driving,15,15,2
BNPL_681_B-45-1-2-dep-right,BLI_691_B-45-1-2-arr-right,driving,15,15,2
BNPL_681_B-45-1-2-dep-right,BLI_692_B-45-1-2-arr-left,driving,20,20,2
BLI_691_B-45-1-2-arr-right,BLI_691_B-45-1-2-dep-right,waiting,5,40,2
BLI_692_B-45-1-2-arr-left,BLI_692_B-45-1-2-dep-left,waiting,5,40,2
BLI_691_B-45-1-2-dep-right,BFFO_701_B-45-1-2-arr-right,driving,19,19,2
BFFO_701_B-45-1-2-arr-right,BFFO_701_B-45-1-2-dep-right,waiting,5,50,2
BLI_692_B-45-1-2-dep-left,BFFO_701_B-45-1-2-arr-right,driving,24,24,2
BFFO_701_B-45-1-2-dep-right,BBKS_391_WA-45-1-2-arr-right,driving,8,8,2
BBKS_391_WA-45-1-2-arr-right,BBKS_391_WA-45-1-2-dep-right,waiting,0,0,2
BBKS_391_WA-45-1-2-dep-right,BSPH_311_B-45-1-2-arr-right,driving,18,18,2
BSPH_311_B-45-1-2-arr-right,BSPH_311_B-45-1-2-dep-right,waiting,5,50,2
BOSB_11_B-45-1-1-dep-right,henkel_9_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-12,henkel-to,38,38,2
BOSB_11_B-45-1-1-dep-right,henkel_7_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-12,henkel-to,138,138,2
henkel_9_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-12,BOSB_8_B-45-1-2-arr-right,henkel-from,91,91,2
BOSB_8_B-45-1-2-arr-right,BOSB_8_B-45-1-2-dep-right,waiting,5,29,2
henkel_7_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-12,BOSB_8_B-45-1-2-arr-right,henkel-from,191,191,2
BSPH_311_B-45-1-2-dep-right,henkel_8_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-21,henkel-to,151,151,2
BSPH_311_B-45-1-2-dep-right,henkel_10_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-21,henkel-to,51,51,2
henkel_8_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-21,BSPH_312_B-45-1-1-arr-right,henkel-from,106,106,2
BSPH_312_B-45-1-1-arr-right,BSPH_312_B-45-1-1-dep-right,waiting,5,50,2
henkel_10_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-21,BSPH_312_B-45-1-1-arr-right,henkel-from,6,6,2
BSPH_312_B-45-2-1-dep-right,BBKS_392_WA-45-2-1-arr-right,driving,17,17,2
BBKS_392_WA-45-2-1-arr-right,BBKS_392_WA-45-2-1-dep-right,waiting,0,0,2
BBKS_392_WA-45-2-1-dep-right,BFFO_702_B-45-2-1-arr-right,driving,9,9,2
BFFO_702_B-45-2-1-arr-right,BFFO_702_B-45-2-1-dep-right,waiting,5,50,2
BFFO_702_B-45-2-1-dep-right,BLI_691_B-45-2-1-arr-left,driving,24,24,2
BFFO_702_B-45-2-1-dep-right,BLI_692_B-45-2-1-arr-right,driving,19,19,2
BLI_691_B-45-2-1-arr-left,BLI_691_B-45-2-1-dep-left,waiting,5,40,2
BLI_692_B-45-2-1-arr-right,BLI_692_B-45-2-1-dep-right,waiting,5,40,2
BLI_691_B-45-2-1-dep-left,BNPL_682_B-45-2-1-arr-right,driving,20,20,2
BNPL_682_B-45-2-1-arr-right,BNPL_682_B-45-2-1-dep-right,waiting,5,40,2
BLI_692_B-45-2-1-dep-right,BNPL_682_B-45-2-1-arr-right,driving,15,15,2
BNPL_682_B-45-2-1-dep-right,BOKS_652_B-45-2-1-arr-left,driving,22,22,2
BNPL_682_B-45-2-1-dep-right,BOKS_654_B-45-2-1-arr-right,driving,17,17,2
BOKS_652_B-45-2-1-arr-left,BOKS_652_B-45-2-1-dep-left,waiting,5,29,2
BOKS_654_B-45-2-1-arr-right,BOKS_654_B-45-2-1-dep-right,waiting,5,29,2
BOKS_652_B-45-2-1-dep-left,BWRS_624_B-45-2-1-arr-right,driving,22,22,2
BOKS_652_B-45-2-1-dep-left,BWRS_622_B-45-2-1-arr-left,driving,17,17,2
BWRS_624_B-45-2-1-arr-right,BWRS_624_B-45-2-1-dep-right,waiting,5,25,2
BWRS_622_B-45-2-1-arr-left,BWRS_622_B-45-2-1-dep-left,waiting,5,25,2
BOKS_654_B-45-2-1-dep-right,BWRS_624_B-45-2-1-arr-right,driving,17,17,2
BWRS_624_B-45-2-1-dep-right,BOSB_11_B-45-2-1-arr-right,driving,17,17,2
BOSB_11_B-45-2-1-arr-right,BOSB_11_B-45-2-1-dep-right,waiting,5,29,2
BWRS_622_B-45-2-1-dep-left,BOSB_11_B-45-2-1-arr-right,driving,22,22,2
BWRS_623_B-45-2-2-arr-right,BWRS_623_B-45-2-2-dep-right,waiting,5,25,2
BWRS_621_B-45-2-2-arr-right,BWRS_621_B-45-2-2-dep-right,waiting,5,25,2
BOSB_8_B-45-2-2-dep-right,BWRS_623_B-45-2-2-arr-right,driving,17,17,2
BOSB_8_B-45-2-2-dep-right,BWRS_621_B-45-2-2-arr-right,driving,17,17,2
BWRS_623_B-45-2-2-dep-right,BOKS_651_B-45-2-2-arr-right,driving,17,17,2
BWRS_623_B-45-2-2-dep-right,BOKS_653_B-45-2-2-arr-right,driving,17,17,2
BOKS_651_B-45-2-2-arr-right,BOKS_651_B-45-2-2-dep-right,waiting,5,29,2
BOKS_653_B-45-2-2-arr-right,BOKS_653_B-45-2-2-dep-right,waiting,5,29,2
BWRS_621_B-45-2-2-dep-right,BOKS_651_B-45-2-2-arr-right,driving,17,17,2
BWRS_621_B-45-2-2-dep-right,BOKS_653_B-45-2-2-arr-right,driving,17,17,2
BOKS_651_B-45-2-2-dep-right,BNPL_681_B-45-2-2-arr-right,driving,15,15,2
BNPL_681_B-45-2-2-arr-right,BNPL_681_B-45-2-2-dep-right,waiting,5,40,2
BOKS_653_B-45-2-2-dep-right,BNPL_681_B-45-2-2-arr-right,driving,15,15,2
BNPL_681_B-45-2-2-dep-right,BLI_691_B-45-2-2-arr-right,driving,15,15,2
BNPL_681_B-45-2-2-dep-right,BLI_692_B-45-2-2-arr-left,driving,20,20,2
BLI_691_B-45-2-2-arr-right,BLI_691_B-45-2-2-dep-right,waiting,5,40,2
BLI_692_B-45-2-2-arr-left,BLI_692_B-45-2-2-dep-left,waiting,5,40,2
BLI_691_B-45-2-2-dep-right,BFFO_701_B-45-2-2-arr-right,driving,19,19,2
BFFO_701_B-45-2-2-arr-right,BFFO_701_B-45-2-2-dep-right,waiting,5,50,2
BLI_692_B-45-2-2-dep-left,BFFO_701_B-45-2-2-arr-right,driving,24,24,2
BFFO_701_B-45-2-2-dep-right,BBKS_391_WA-45-2-2-arr-right,driving,8,8,2
BBKS_391_WA-45-2-2-arr-right,BBKS_391_WA-45-2-2-dep-right,waiting,0,0,2
BBKS_391_WA-45-2-2-dep-right,BSPH_311_B-45-2-2-arr-right,driving,18,18,2
BSPH_311_B-45-2-2-arr-right,BSPH_311_B-45-2-2-dep-right,waiting,5,50,2
BOSB_11_B-45-2-1-dep-right,henkel_9_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-12,henkel-to,38,38,2
BOSB_11_B-45-2-1-dep-right,henkel_7_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-12,henkel-to,138,138,2
henkel_9_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-12,BOSB_8_B-45-2-2-arr-right,henkel-from,91,91,2
BOSB_8_B-45-2-2-arr-right,BOSB_8_B-45-2-2-dep-right,waiting,5,29,2
henkel_7_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-12,BOSB_8_B-45-2-2-arr-right,henkel-from,191,191,2
BSPH_311_B-45-2-2-dep-right,henkel_8_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-21,henkel-to,151,151,2
BSPH_311_B-45-2-2-dep-right,henkel_10_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-21,henkel-to,51,51,2
henkel_8_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-21,BSPH_312_B-45-2-1-arr-right,henkel-from,106,106,2
BSPH_312_B-45-2-1-arr-right,BSPH_312_B-45-2-1-dep-right,waiting,5,50,2
henkel_10_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-21,BSPH_312_B-45-2-1-arr-right,henkel-from,6,6,2
BWRS_624_B-53-1-1-dep-right,BOSB_11_B-53-1-1-arr-right,driving,17,17,2
BOSB_11_B-53-1-1-arr-right,BOSB_11_B-53-1-1-dep-right,waiting,5,29,2
BWRS_623_B-53-1-2-arr-right,BWRS_623_B-53-1-2-dep-right,waiting,5,25,2
BOSB_8_B-53-1-2-dep-right,BWRS_623_B-53-1-2-arr-right,driving,17,17,2
BOSB_11_B-53-1-1-dep-right,henkel_0_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-53-1-12,henkel-to,8,8,2
BOSB_11_B-53-1-1-dep-right,henkel_11_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-53-1-12,henkel-to,108,108,2
henkel_0_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-53-1-12,BOSB_8_B-53-1-2-arr-right,henkel-from,61,61,2
BOSB_8_B-53-1-2-arr-right,BOSB_8_B-53-1-2-dep-right,waiting,5,29,2
henkel_11_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-53-1-12,BOSB_8_B-53-1-2-arr-right,henkel-from,161,161,2
BWRS_623_B-53-1-2-dep-right,henkel_12_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-53-1-21,henkel-to,3,3,2
henkel_12_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-53-1-21,BWRS_624_B-53-1-1-arr-right,henkel-from,61,61,2
BWRS_624_B-53-1-1-arr-right,BWRS_624_B-53-1-1-dep-right,waiting,5,25,2
BOKS_652_B-25-1-1-dep-left,BWRS_624_B-25-1-1-arr-right,driving,22,22,2
BOKS_652_B-25-1-1-dep-left,BWRS_622_B-25-1-1-arr-left,driving,17,17,2
BWRS_624_B-25-1-1-arr-right,BWRS_624_B-25-1-1-dep-right,waiting,5,25,2
BWRS_622_B-25-1-1-arr-left,BWRS_622_B-25-1-1-dep-left,waiting,5,25,2
BOKS_654_B-25-1-1-dep-right,BWRS_624_B-25-1-1-arr-right,driving,17,17,2
BWRS_624_B-25-1-1-dep-right,BOSB_11_B-25-1-1-arr-right,driving,17,17,2
BOSB_11_B-25-1-1-arr-right,BOSB_11_B-25-1-1-dep-right,waiting,5,29,2
BWRS_622_B-25-1-1-dep-left,BOSB_11_B-25-1-1-arr-right,driving,22,22,2
BWRS_623_B-25-1-2-arr-right,BWRS_623_B-25-1-2-dep-right,waiting,5,25,2
BWRS_621_B-25-1-2-arr-right,BWRS_621_B-25-1-2-dep-right,waiting,5,25,2
BOSB_8_B-25-1-2-dep-right,BWRS_623_B-25-1-2-arr-right,driving,17,17,2
BOSB_8_B-25-1-2-dep-right,BWRS_621_B-25-1-2-arr-right,driving,17,17,2
BWRS_623_B-25-1-2-dep-right,BOKS_653_B-25-1-2-arr-right,driving,17,17,2
BOKS_653_B-25-1-2-arr-right,BOKS_653_B-25-1-2-dep-right,waiting,5,29,2
BWRS_621_B-25-1-2-dep-right,BOKS_653_B-25-1-2-arr-right,driving,17,17,2
BOSB_11_B-25-1-1-dep-right,henkel_0_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-25-1-12,henkel-to,8,8,2
BOSB_11_B-25-1-1-dep-right,henkel_11_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-25-1-12,henkel-to,108,108,2
henkel_0_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-25-1-12,BOSB_8_B-25-1-2-arr-right,henkel-from,61,61,2
BOSB_8_B-25-1-2-arr-right,BOSB_8_B-25-1-2-dep-right,waiting,5,29,2
henkel_11_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-25-1-12,BOSB_8_B-25-1-2-arr-right,henkel-from,161,161,2
BOKS_653_B-25-1-2-dep-right,henkel_1_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-25-1-21,henkel-to,78,78,2
BOKS_653_B-25-1-2-dep-right,henkel_2_S3_BI_BE_BOSB_0_S3_BI_BOSB_BE_0-25-1-21,henkel-to,178,178,2
henkel_1_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-25-1-21,BOKS_654_B-25-1-1-arr-right,henkel-from,131,131,2
BOKS_654_B-25-1-1-arr-right,BOKS_654_B-25-1-1-dep-right,waiting,5,29,2
henkel_2_S3_BI_BE_BOSB_0_S3_BI_BOSB_BE_0-25-1-21,BOKS_652_B-25-1-1-arr-right,henkel-from,31,31,2
BOKS_652_B-25-1-1-arr-right,BOKS_652_B-25-1-1-dep-left,turn,20,180,2
BOKS_652_B-24-1-1-dep-left,BWRS_624_B-24-1-1-arr-right,driving,22,22,2
BOKS_652_B-24-1-1-dep-left,BWRS_622_B-24-1-1-arr-left,driving,17,17,2
BOKS_652_B-24-1-1-dep-left,BWRS_621_B-24-1-1-arr-left,driving,17,17,2
BWRS_624_B-24-1-1-arr-right,BWRS_624_B-24-1-1-dep-right,waiting,5,25,2
BWRS_622_B-24-1-1-arr-left,BWRS_622_B-24-1-1-dep-left,waiting,5,25,2
BWRS_621_B-24-1-1-arr-left,BWRS_621_B-24-1-1-dep-left,waiting,5,25,2
BOKS_654_B-24-1-1-dep-right,BWRS_624_B-24-1-1-arr-right,driving,17,17,2
BWRS_624_B-24-1-1-dep-right,BOSB_9_B-24-1-12-arr-left,driving,22,22,2
BWRS_624_B-24-1-1-dep-right,BOSB_10_B-24-1-12-arr-left,driving,22,22,2
BWRS_624_B-24-1-1-dep-right,BOSB_11_B-24-1-12-arr-right,driving,17,17,2
BOSB_9_B-24-1-12-arr-left,BOSB_9_B-24-1-12-dep-left,waiting,5,29,1
BOSB_9_B-24-1-12-arr-left,BOSB_9_B-24-1-12-dep-right,turn,20,180,1
BOSB_10_B-24-1-12-arr-left,BOSB_10_B-24-1-12-dep-left,waiting,5,29,1
BOSB_10_B-24-1-12-arr-left,BOSB_10_B-24-1-12-dep-right,turn,20,180,1
BOSB_11_B-24-1-12-arr-right,BOSB_11_B-24-1-12-dep-right,waiting,5,29,1
BOSB_11_B-24-1-12-arr-right,BOSB_11_B-24-1-12-dep-left,turn,20,180,1
BWRS_622_B-24-1-1-dep-left,BOSB_9_B-24-1-12-arr-left,driving,17,17,2
BWRS_622_B-24-1-1-dep-left,BOSB_10_B-24-1-12-arr-left,driving,17,17,2
BWRS_622_B-24-1-1-dep-left,BOSB_11_B-24-1-12-arr-right,driving,22,22,2
BWRS_621_B-24-1-1-dep-left,BOSB_9_B-24-1-12-arr-left,driving,17,17,2
BWRS_621_B-24-1-1-dep-left,BOSB_10_B-24-1-12-arr-left,driving,17,17,2
BWRS_621_B-24-1-1-dep-left,BOSB_8_B-24-1-12-arr-left,driving,17,17,2
BOSB_8_B-24-1-12-arr-left,BOSB_8_B-24-1-12-dep-left,waiting,5,29,1
BOSB_8_B-24-1-12-arr-left,BOSB_8_B-24-1-12-dep-right,turn,20,180,1
BOSB_9_B-24-1-12-dep-right,BWRS_623_B-24-1-2-arr-right,driving,17,17,2
BOSB_9_B-24-1-12-dep-right,BWRS_624_B-24-1-2-arr-left,driving,22,22,2
BOSB_9_B-24-1-12-dep-right,BWRS_622_B-24-1-2-arr-right,driving,17,17,2
BOSB_9_B-24-1-12-dep-right,BWRS_621_B-24-1-2-arr-right,driving,17,17,2
BOSB_9_B-24-1-12-dep-right,BOSB_22_A-24-1-12-arr-right,driving,19.0,19.0,1
BOSB_9_B-24-1-12-dep-right,BOSB_24_A-24-1-12-arr-right,driving,19.0,19.0,1
BWRS_623_B-24-1-2-arr-right,BWRS_623_B-24-1-2-dep-right,waiting,5,25,2
BWRS_624_B-24-1-2-arr-left,BWRS_624_B-24-1-2-dep-left,waiting,5,25,2
BWRS_622_B-24-1-2-arr-right,BWRS_622_B-24-1-2-dep-right,waiting,5,25,2
BWRS_621_B-24-1-2-arr-right,BWRS_621_B-24-1-2-dep-right,waiting,5,25,2
BOSB_10_B-24-1-12-dep-right,BWRS_623_B-24-1-2-arr-right,driving,17,17,2
BOSB_10_B-24-1-12-dep-right,BWRS_624_B-24-1-2-arr-left,driving,22,22,2
BOSB_10_B-24-1-12-dep-right,BWRS_622_B-24-1-2-arr-right,driving,17,17,2
BOSB_10_B-24-1-12-dep-right,BWRS_621_B-24-1-2-arr-right,driving,17,17,2
BOSB_10_B-24-1-12-dep-right,BOSB_22_A-24-1-12-arr-right,driving,19.0,19.0,1
BOSB_10_B-24-1-12-dep-right,BOSB_24_A-24-1-12-arr-right,driving,19.0,19.0,1
BOSB_8_B-24-1-12-dep-right,BWRS_623_B-24-1-2-arr-right,driving,17,17,2
BOSB_8_B-24-1-12-dep-right,BWRS_621_B-24-1-2-arr-right,driving,17,17,2
BOSB_8_B-24-1-12-dep-right,BOSB_22_A-24-1-12-arr-right,driving,19.0,19.0,1
BOSB_11_B-24-1-12-dep-left,BWRS_624_B-24-1-2-arr-left,driving,17,17,2
BOSB_11_B-24-1-12-dep-left,BWRS_622_B-24-1-2-arr-right,driving,22,22,2
BOSB_11_B-24-1-12-dep-left,BOSB_24_A-24-1-12-arr-right,driving,19.0,19.0,1
BWRS_623_B-24-1-2-dep-right,BOKS_653_B-24-1-2-arr-right,driving,17,17,2
BOKS_653_B-24-1-2-arr-right,BOKS_653_B-24-1-2-dep-right,waiting,5,29,2
BWRS_624_B-24-1-2-dep-left,BOKS_653_B-24-1-2-arr-right,driving,22,22,2
BWRS_622_B-24-1-2-dep-right,BOKS_653_B-24-1-2-arr-right,driving,17,17,2
BWRS_621_B-24-1-2-dep-right,BOKS_653_B-24-1-2-arr-right,driving,17,17,2
BOSB_10_B-24-1-12-dep-left,BOSB_4_A-24-1-12-arr-left,driving,17.0,17.0,1
BOSB_4_A-24-1-12-arr-left,BOSB_4_A-24-1-12-dep-right,turn,20,180,1
BOSB_4_A-24-1-12-dep-right,BOSB_10_B-24-1-12-arr-right,driving,17.0,17.0,1
BOSB_4_A-24-1-12-dep-right,BOSB_11_B-24-1-12-arr-left,driving,17.0,17.0,1
BOSB_4_A-24-1-12-dep-right,BOSB_8_B-24-1-12-arr-right,driving,17.0,17.0,1
BOSB_4_A-24-1-12-dep-right,BOSB_9_B-24-1-12-arr-right,driving,17.0,17.0,1
BOSB_10_B-24-1-12-arr-right,BOSB_10_B-24-1-12-dep-right,waiting,5,29,1
BOSB_11_B-24-1-12-arr-left,BOSB_11_B-24-1-12-dep-left,waiting,5,29,1
BOSB_8_B-24-1-12-arr-right,BOSB_8_B-24-1-12-dep-right,waiting,5,29,1
BOSB_9_B-24-1-12-arr-right,BOSB_9_B-24-1-12-dep-right,waiting,5,29,1
BOSB_22_A-24-1-12-arr-right,BOSB_22_A-24-1-12-dep-left,turn,20,180,1
BOSB_22_A-24-1-12-dep-left,BOSB_10_B-24-1-12-arr-left,driving,19.0,19.0,1
BOSB_22_A-24-1-12-dep-left,BOSB_8_B-24-1-12-arr-left,driving,19.0,19.0,1
BOSB_22_A-24-1-12-dep-left,BOSB_9_B-24-1-12-arr-left,driving,19.0,19.0,1
BOSB_24_A-24-1-12-arr-right,BOSB_24_A-24-1-12-dep-left,turn,20,180,1
BOSB_24_A-24-1-12-dep-left,BOSB_10_B-24-1-12-arr-left,driving,19.0,19.0,1
BOSB_24_A-24-1-12-dep-left,BOSB_11_B-24-1-12-arr-right,driving,19.0,19.0,1
BOSB_24_A-24-1-12-dep-left,BOSB_9_B-24-1-12-arr-left,driving,19.0,19.0,1
BOSB_11_B-24-1-12-dep-right,BOSB_4_A-24-1-12-arr-left,driving,17.0,17.0,1
BOSB_8_B-24-1-12-dep-left,BOSB_4_A-24-1-12-arr-left,driving,17.0,17.0,1
BOSB_9_B-24-1-12-dep-left,BOSB_4_A-24-1-12-arr-left,driving,17.0,17.0,1
BOKS_653_B-24-1-2-dep-right,henkel_1_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-24-1-21,henkel-to,78,78,2
BOKS_653_B-24-1-2-dep-right,henkel_2_S3_BI_BE_BOSB_0_S3_BI_BOSB_BE_0-24-1-21,henkel-to,178,178,2
henkel_1_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-24-1-21,BOKS_654_B-24-1-1-arr-right,henkel-from,131,131,2
BOKS_654_B-24-1-1-arr-right,BOKS_654_B-24-1-1-dep-right,waiting,5,29,2
henkel_2_S3_BI_BE_BOSB_0_S3_BI_BOSB_BE_0-24-1-21,BOKS_652_B-24-1-1-arr-right,henkel-from,31,31,2
BOKS_652_B-24-1-1-arr-right,BOKS_652_B-24-1-1-dep-left,turn,20,180,2
