alt_idx,sheaf_idx,s-t-tuple,weight,path
81,16,"(BNPL_682_B-18-1-1-dep-right-out, BNPL_681_B-18-1-2-arr-right-in)",23,"[(BNPL_682_B-18-1-1-dep-right, BOKS_652_B-18-1-1-arr-left), (BOKS_652_B-18-1-1-arr-left, BOKS_652_B-18-1-1-dep-left), (BOKS_652_B-18-1-1-dep-left, BWRS_622_B-18-1-12-arr-left), (BWRS_622_B-18-1-12-arr-left, BWRS_622_B-18-1-12-dep-left), (BWRS_622_B-18-1-12-dep-left, BWRS_611_A-18-1-12-arr-left), (BWRS_611_A-18-1-12-arr-left, BWRS_611_A-18-1-12-dep-right), (BWRS_611_A-18-1-12-dep-right, BWRS_622_B-18-1-12-arr-right), (BWRS_622_B-18-1-12-arr-right, BWRS_622_B-18-1-12-dep-right), (BWRS_622_B-18-1-12-dep-right, BOKS_651_B-18-1-2-arr-right), (BOKS_651_B-18-1-2-arr-right, BOKS_651_B-18-1-2-dep-right), (BOKS_651_B-18-1-2-dep-right, BNPL_681_B-18-1-2-arr-right)]"
82,16,"(BNPL_682_B-18-1-1-dep-right-out, BNPL_681_B-18-1-2-arr-right-in)",23,"[(BNPL_682_B-18-1-1-dep-right, BOKS_652_B-18-1-1-arr-left), (BOKS_652_B-18-1-1-arr-left, BOKS_652_B-18-1-1-dep-left), (BOKS_652_B-18-1-1-dep-left, BWRS_622_B-18-1-12-arr-left), (BWRS_622_B-18-1-12-arr-left, BWRS_622_B-18-1-12-dep-left), (BWRS_622_B-18-1-12-dep-left, BWRS_611_A-18-1-12-arr-left), (BWRS_611_A-18-1-12-arr-left, BWRS_611_A-18-1-12-dep-right), (BWRS_611_A-18-1-12-dep-right, BWRS_622_B-18-1-12-arr-right), (BWRS_622_B-18-1-12-arr-right, BWRS_622_B-18-1-12-dep-right), (BWRS_622_B-18-1-12-dep-right, BOKS_653_B-18-1-2-arr-right), (BOKS_653_B-18-1-2-arr-right, BOKS_653_B-18-1-2-dep-right), (BOKS_653_B-18-1-2-dep-right, BNPL_681_B-18-1-2-arr-right)]"
83,16,"(BNPL_682_B-18-1-1-dep-right-out, BNPL_681_B-18-1-2-arr-right-in)",14,"[(BNPL_682_B-18-1-1-dep-right, BOKS_652_B-18-1-1-arr-left), (BOKS_652_B-18-1-1-arr-left, BOKS_652_B-18-1-1-dep-left), (BOKS_652_B-18-1-1-dep-left, BWRS_622_B-18-1-12-arr-left), (BWRS_622_B-18-1-12-arr-left, BWRS_622_B-18-1-12-dep-right), (BWRS_622_B-18-1-12-dep-right, BOKS_651_B-18-1-2-arr-right), (BOKS_651_B-18-1-2-arr-right, BOKS_651_B-18-1-2-dep-right), (BOKS_651_B-18-1-2-dep-right, BNPL_681_B-18-1-2-arr-right)]"
84,16,"(BNPL_682_B-18-1-1-dep-right-out, BNPL_681_B-18-1-2-arr-right-in)",14,"[(BNPL_682_B-18-1-1-dep-right, BOKS_652_B-18-1-1-arr-left), (BOKS_652_B-18-1-1-arr-left, BOKS_652_B-18-1-1-dep-left), (BOKS_652_B-18-1-1-dep-left, BWRS_622_B-18-1-12-arr-left), (BWRS_622_B-18-1-12-arr-left, BWRS_622_B-18-1-12-dep-right), (BWRS_622_B-18-1-12-dep-right, BOKS_653_B-18-1-2-arr-right), (BOKS_653_B-18-1-2-arr-right, BOKS_653_B-18-1-2-dep-right), (BOKS_653_B-18-1-2-dep-right, BNPL_681_B-18-1-2-arr-right)]"
85,16,"(BNPL_682_B-18-1-1-dep-right-out, BNPL_681_B-18-1-2-arr-right-in)",23,"[(BNPL_682_B-18-1-1-dep-right, BOKS_652_B-18-1-1-arr-left), (BOKS_652_B-18-1-1-arr-left, BOKS_652_B-18-1-1-dep-left), (BOKS_652_B-18-1-1-dep-left, BWRS_621_B-18-1-12-arr-left), (BWRS_621_B-18-1-12-arr-left, BWRS_621_B-18-1-12-dep-left), (BWRS_621_B-18-1-12-dep-left, BWRS_611_A-18-1-12-arr-left), (BWRS_611_A-18-1-12-arr-left, BWRS_611_A-18-1-12-dep-right), (BWRS_611_A-18-1-12-dep-right, BWRS_621_B-18-1-12-arr-right), (BWRS_621_B-18-1-12-arr-right, BWRS_621_B-18-1-12-dep-right), (BWRS_621_B-18-1-12-dep-right, BOKS_651_B-18-1-2-arr-right), (BOKS_651_B-18-1-2-arr-right, BOKS_651_B-18-1-2-dep-right), (BOKS_651_B-18-1-2-dep-right, BNPL_681_B-18-1-2-arr-right)]"
86,16,"(BNPL_682_B-18-1-1-dep-right-out, BNPL_681_B-18-1-2-arr-right-in)",23,"[(BNPL_682_B-18-1-1-dep-right, BOKS_652_B-18-1-1-arr-left), (BOKS_652_B-18-1-1-arr-left, BOKS_652_B-18-1-1-dep-left), (BOKS_652_B-18-1-1-dep-left, BWRS_621_B-18-1-12-arr-left), (BWRS_621_B-18-1-12-arr-left, BWRS_621_B-18-1-12-dep-left), (BWRS_621_B-18-1-12-dep-left, BWRS_611_A-18-1-12-arr-left), (BWRS_611_A-18-1-12-arr-left, BWRS_611_A-18-1-12-dep-right), (BWRS_611_A-18-1-12-dep-right, BWRS_621_B-18-1-12-arr-right), (BWRS_621_B-18-1-12-arr-right, BWRS_621_B-18-1-12-dep-right), (BWRS_621_B-18-1-12-dep-right, BOKS_653_B-18-1-2-arr-right), (BOKS_653_B-18-1-2-arr-right, BOKS_653_B-18-1-2-dep-right), (BOKS_653_B-18-1-2-dep-right, BNPL_681_B-18-1-2-arr-right)]"
87,16,"(BNPL_682_B-18-1-1-dep-right-out, BNPL_681_B-18-1-2-arr-right-in)",23,"[(BNPL_682_B-18-1-1-dep-right, BOKS_652_B-18-1-1-arr-left), (BOKS_652_B-18-1-1-arr-left, BOKS_652_B-18-1-1-dep-left), (BOKS_652_B-18-1-1-dep-left, BWRS_621_B-18-1-12-arr-left), (BWRS_621_B-18-1-12-arr-left, BWRS_621_B-18-1-12-dep-left), (BWRS_621_B-18-1-12-dep-left, BWRS_611_A-18-1-12-arr-left), (BWRS_611_A-18-1-12-arr-left, BWRS_611_A-18-1-12-dep-right), (BWRS_611_A-18-1-12-dep-right, BWRS_622_B-18-1-12-arr-right), (BWRS_622_B-18-1-12-arr-right, BWRS_622_B-18-1-12-dep-right), (BWRS_622_B-18-1-12-dep-right, BOKS_651_B-18-1-2-arr-right), (BOKS_651_B-18-1-2-arr-right, BOKS_651_B-18-1-2-dep-right), (BOKS_651_B-18-1-2-dep-right, BNPL_681_B-18-1-2-arr-right)]"
88,16,"(BNPL_682_B-18-1-1-dep-right-out, BNPL_681_B-18-1-2-arr-right-in)",23,"[(BNPL_682_B-18-1-1-dep-right, BOKS_652_B-18-1-1-arr-left), (BOKS_652_B-18-1-1-arr-left, BOKS_652_B-18-1-1-dep-left), (BOKS_652_B-18-1-1-dep-left, BWRS_621_B-18-1-12-arr-left), (BWRS_621_B-18-1-12-arr-left, BWRS_621_B-18-1-12-dep-left), (BWRS_621_B-18-1-12-dep-left, BWRS_611_A-18-1-12-arr-left), (BWRS_611_A-18-1-12-arr-left, BWRS_611_A-18-1-12-dep-right), (BWRS_611_A-18-1-12-dep-right, BWRS_622_B-18-1-12-arr-right), (BWRS_622_B-18-1-12-arr-right, BWRS_622_B-18-1-12-dep-right), (BWRS_622_B-18-1-12-dep-right, BOKS_653_B-18-1-2-arr-right), (BOKS_653_B-18-1-2-arr-right, BOKS_653_B-18-1-2-dep-right), (BOKS_653_B-18-1-2-dep-right, BNPL_681_B-18-1-2-arr-right)]"
89,16,"(BNPL_682_B-18-1-1-dep-right-out, BNPL_681_B-18-1-2-arr-right-in)",14,"[(BNPL_682_B-18-1-1-dep-right, BOKS_652_B-18-1-1-arr-left), (BOKS_652_B-18-1-1-arr-left, BOKS_652_B-18-1-1-dep-left), (BOKS_652_B-18-1-1-dep-left, BWRS_621_B-18-1-12-arr-left), (BWRS_621_B-18-1-12-arr-left, BWRS_621_B-18-1-12-dep-right), (BWRS_621_B-18-1-12-dep-right, BOKS_651_B-18-1-2-arr-right), (BOKS_651_B-18-1-2-arr-right, BOKS_651_B-18-1-2-dep-right), (BOKS_651_B-18-1-2-dep-right, BNPL_681_B-18-1-2-arr-right)]"
90,16,"(BNPL_682_B-18-1-1-dep-right-out, BNPL_681_B-18-1-2-arr-right-in)",14,"[(BNPL_682_B-18-1-1-dep-right, BOKS_652_B-18-1-1-arr-left), (BOKS_652_B-18-1-1-arr-left, BOKS_652_B-18-1-1-dep-left), (BOKS_652_B-18-1-1-dep-left, BWRS_621_B-18-1-12-arr-left), (BWRS_621_B-18-1-12-arr-left, BWRS_621_B-18-1-12-dep-right), (BWRS_621_B-18-1-12-dep-right, BOKS_653_B-18-1-2-arr-right), (BOKS_653_B-18-1-2-arr-right, BOKS_653_B-18-1-2-dep-right), (BOKS_653_B-18-1-2-dep-right, BNPL_681_B-18-1-2-arr-right)]"
91,16,"(BNPL_682_B-18-1-1-dep-right-out, BNPL_681_B-18-1-2-arr-right-in)",11,"[(BNPL_682_B-18-1-1-dep-right, BOKS_654_B-18-1-1-arr-right), (BOKS_654_B-18-1-1-arr-right, BOKS_654_B-18-1-1-dep-right), (BOKS_654_B-18-1-1-dep-right, BWRS_624_B-18-1-12-arr-right), (BWRS_624_B-18-1-12-arr-right, BWRS_624_B-18-1-12-dep-left), (BWRS_624_B-18-1-12-dep-left, BOKS_651_B-18-1-2-arr-right), (BOKS_651_B-18-1-2-arr-right, BOKS_651_B-18-1-2-dep-right), (BOKS_651_B-18-1-2-dep-right, BNPL_681_B-18-1-2-arr-right)]"
92,16,"(BNPL_682_B-18-1-1-dep-right-out, BNPL_681_B-18-1-2-arr-right-in)",11,"[(BNPL_682_B-18-1-1-dep-right, BOKS_654_B-18-1-1-arr-right), (BOKS_654_B-18-1-1-arr-right, BOKS_654_B-18-1-1-dep-right), (BOKS_654_B-18-1-1-dep-right, BWRS_624_B-18-1-12-arr-right), (BWRS_624_B-18-1-12-arr-right, BWRS_624_B-18-1-12-dep-left), (BWRS_624_B-18-1-12-dep-left, BOKS_653_B-18-1-2-arr-right), (BOKS_653_B-18-1-2-arr-right, BOKS_653_B-18-1-2-dep-right), (BOKS_653_B-18-1-2-dep-right, BNPL_681_B-18-1-2-arr-right)]"
93,17,"(BFFO_702_B-45-1-1-dep-right-out, BNPL_682_B-45-1-1-arr-right-in)",15,"[(BFFO_702_B-45-1-1-dep-right, BLI_691_B-45-1-1-arr-left), (BLI_691_B-45-1-1-arr-left, BLI_691_B-45-1-1-dep-left), (BLI_691_B-45-1-1-dep-left, BNPL_682_B-45-1-1-arr-right)]"
94,17,"(BFFO_702_B-45-1-1-dep-right-out, BNPL_682_B-45-1-1-arr-right-in)",2,"[(BFFO_702_B-45-1-1-dep-right, BLI_692_B-45-1-1-arr-right), (BLI_692_B-45-1-1-arr-right, BLI_692_B-45-1-1-dep-right), (BLI_692_B-45-1-1-dep-right, BNPL_682_B-45-1-1-arr-right)]"
95,18,"(BNPL_682_B-45-1-1-dep-right-out, BOSB_11_B-45-1-1-arr-right-in)",17,"[(BNPL_682_B-45-1-1-dep-right, BOKS_652_B-45-1-1-arr-left), (BOKS_652_B-45-1-1-arr-left, BOKS_652_B-45-1-1-dep-left), (BOKS_652_B-45-1-1-dep-left, BWRS_624_B-45-1-1-arr-right), (BWRS_624_B-45-1-1-arr-right, BWRS_624_B-45-1-1-dep-right), (BWRS_624_B-45-1-1-dep-right, BOSB_11_B-45-1-1-arr-right)]"
96,18,"(BNPL_682_B-45-1-1-dep-right-out, BOSB_11_B-45-1-1-arr-right-in)",20,"[(BNPL_682_B-45-1-1-dep-right, BOKS_652_B-45-1-1-arr-left), (BOKS_652_B-45-1-1-arr-left, BOKS_652_B-45-1-1-dep-left), (BOKS_652_B-45-1-1-dep-left, BWRS_622_B-45-1-1-arr-left), (BWRS_622_B-45-1-1-arr-left, BWRS_622_B-45-1-1-dep-left), (BWRS_622_B-45-1-1-dep-left, BOSB_11_B-45-1-1-arr-right)]"
97,18,"(BNPL_682_B-45-1-1-dep-right-out, BOSB_11_B-45-1-1-arr-right-in)",4,"[(BNPL_682_B-45-1-1-dep-right, BOKS_654_B-45-1-1-arr-right), (BOKS_654_B-45-1-1-arr-right, BOKS_654_B-45-1-1-dep-right), (BOKS_654_B-45-1-1-dep-right, BWRS_624_B-45-1-1-arr-right), (BWRS_624_B-45-1-1-arr-right, BWRS_624_B-45-1-1-dep-right), (BWRS_624_B-45-1-1-dep-right, BOSB_11_B-45-1-1-arr-right)]"
98,19,"(BOSB_8_B-45-1-2-dep-right-out, BNPL_681_B-45-1-2-arr-right-in)",4,"[(BOSB_8_B-45-1-2-dep-right, BWRS_623_B-45-1-2-arr-right), (BWRS_623_B-45-1-2-arr-right, BWRS_623_B-45-1-2-dep-right), (BWRS_623_B-45-1-2-dep-right, BOKS_651_B-45-1-2-arr-right), (BOKS_651_B-45-1-2-arr-right, BOKS_651_B-45-1-2-dep-right), (BOKS_651_B-45-1-2-dep-right, BNPL_681_B-45-1-2-arr-right)]"
99,19,"(BOSB_8_B-45-1-2-dep-right-out, BNPL_681_B-45-1-2-arr-right-in)",4,"[(BOSB_8_B-45-1-2-dep-right, BWRS_623_B-45-1-2-arr-right), (BWRS_623_B-45-1-2-arr-right, BWRS_623_B-45-1-2-dep-right), (BWRS_623_B-45-1-2-dep-right, BOKS_653_B-45-1-2-arr-right), (BOKS_653_B-45-1-2-arr-right, BOKS_653_B-45-1-2-dep-right), (BOKS_653_B-45-1-2-dep-right, BNPL_681_B-45-1-2-arr-right)]"
100,19,"(BOSB_8_B-45-1-2-dep-right-out, BNPL_681_B-45-1-2-arr-right-in)",4,"[(BOSB_8_B-45-1-2-dep-right, BWRS_621_B-45-1-2-arr-right), (BWRS_621_B-45-1-2-arr-right, BWRS_621_B-45-1-2-dep-right), (BWRS_621_B-45-1-2-dep-right, BOKS_651_B-45-1-2-arr-right), (BOKS_651_B-45-1-2-arr-right, BOKS_651_B-45-1-2-dep-right), (BOKS_651_B-45-1-2-dep-right, BNPL_681_B-45-1-2-arr-right)]"
101,19,"(BOSB_8_B-45-1-2-dep-right-out, BNPL_681_B-45-1-2-arr-right-in)",4,"[(BOSB_8_B-45-1-2-dep-right, BWRS_621_B-45-1-2-arr-right), (BWRS_621_B-45-1-2-arr-right, BWRS_621_B-45-1-2-dep-right), (BWRS_621_B-45-1-2-dep-right, BOKS_653_B-45-1-2-arr-right), (BOKS_653_B-45-1-2-arr-right, BOKS_653_B-45-1-2-dep-right), (BOKS_653_B-45-1-2-dep-right, BNPL_681_B-45-1-2-arr-right)]"
102,20,"(BNPL_681_B-45-1-2-dep-right-out, BFFO_701_B-45-1-2-arr-right-in)",2,"[(BNPL_681_B-45-1-2-dep-right, BLI_691_B-45-1-2-arr-right), (BLI_691_B-45-1-2-arr-right, BLI_691_B-45-1-2-dep-right), (BLI_691_B-45-1-2-dep-right, BFFO_701_B-45-1-2-arr-right)]"
103,20,"(BNPL_681_B-45-1-2-dep-right-out, BFFO_701_B-45-1-2-arr-right-in)",15,"[(BNPL_681_B-45-1-2-dep-right, BLI_692_B-45-1-2-arr-left), (BLI_692_B-45-1-2-arr-left, BLI_692_B-45-1-2-dep-left), (BLI_692_B-45-1-2-dep-left, BFFO_701_B-45-1-2-arr-right)]"
104,21,"(BOSB_11_B-45-1-1-dep-right-out, BOSB_8_B-45-1-2-arr-right-in)",0,"[(BOSB_11_B-45-1-1-dep-right, henkel_9_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-12), (henkel_9_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-12, BOSB_8_B-45-1-2-arr-right)]"
105,21,"(BOSB_11_B-45-1-1-dep-right-out, BOSB_8_B-45-1-2-arr-right-in)",0,"[(BOSB_11_B-45-1-1-dep-right, henkel_7_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-12), (henkel_7_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-12, BOSB_8_B-45-1-2-arr-right)]"
106,22,"(BSPH_311_B-45-1-2-dep-right-out, BSPH_312_B-45-1-1-arr-right-in)",0,"[(BSPH_311_B-45-1-2-dep-right, henkel_8_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-21), (henkel_8_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-21, BSPH_312_B-45-1-1-arr-right)]"
107,22,"(BSPH_311_B-45-1-2-dep-right-out, BSPH_312_B-45-1-1-arr-right-in)",0,"[(BSPH_311_B-45-1-2-dep-right, henkel_10_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-21), (henkel_10_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-1-21, BSPH_312_B-45-1-1-arr-right)]"
108,23,"(BFFO_702_B-45-2-1-dep-right-out, BNPL_682_B-45-2-1-arr-right-in)",15,"[(BFFO_702_B-45-2-1-dep-right, BLI_691_B-45-2-1-arr-left), (BLI_691_B-45-2-1-arr-left, BLI_691_B-45-2-1-dep-left), (BLI_691_B-45-2-1-dep-left, BNPL_682_B-45-2-1-arr-right)]"
109,23,"(BFFO_702_B-45-2-1-dep-right-out, BNPL_682_B-45-2-1-arr-right-in)",2,"[(BFFO_702_B-45-2-1-dep-right, BLI_692_B-45-2-1-arr-right), (BLI_692_B-45-2-1-arr-right, BLI_692_B-45-2-1-dep-right), (BLI_692_B-45-2-1-dep-right, BNPL_682_B-45-2-1-arr-right)]"
110,24,"(BNPL_682_B-45-2-1-dep-right-out, BOSB_11_B-45-2-1-arr-right-in)",17,"[(BNPL_682_B-45-2-1-dep-right, BOKS_652_B-45-2-1-arr-left), (BOKS_652_B-45-2-1-arr-left, BOKS_652_B-45-2-1-dep-left), (BOKS_652_B-45-2-1-dep-left, BWRS_624_B-45-2-1-arr-right), (BWRS_624_B-45-2-1-arr-right, BWRS_624_B-45-2-1-dep-right), (BWRS_624_B-45-2-1-dep-right, BOSB_11_B-45-2-1-arr-right)]"
111,24,"(BNPL_682_B-45-2-1-dep-right-out, BOSB_11_B-45-2-1-arr-right-in)",20,"[(BNPL_682_B-45-2-1-dep-right, BOKS_652_B-45-2-1-arr-left), (BOKS_652_B-45-2-1-arr-left, BOKS_652_B-45-2-1-dep-left), (BOKS_652_B-45-2-1-dep-left, BWRS_622_B-45-2-1-arr-left), (BWRS_622_B-45-2-1-arr-left, BWRS_622_B-45-2-1-dep-left), (BWRS_622_B-45-2-1-dep-left, BOSB_11_B-45-2-1-arr-right)]"
112,24,"(BNPL_682_B-45-2-1-dep-right-out, BOSB_11_B-45-2-1-arr-right-in)",4,"[(BNPL_682_B-45-2-1-dep-right, BOKS_654_B-45-2-1-arr-right), (BOKS_654_B-45-2-1-arr-right, BOKS_654_B-45-2-1-dep-right), (BOKS_654_B-45-2-1-dep-right, BWRS_624_B-45-2-1-arr-right), (BWRS_624_B-45-2-1-arr-right, BWRS_624_B-45-2-1-dep-right), (BWRS_624_B-45-2-1-dep-right, BOSB_11_B-45-2-1-arr-right)]"
113,25,"(BOSB_8_B-45-2-2-dep-right-out, BNPL_681_B-45-2-2-arr-right-in)",4,"[(BOSB_8_B-45-2-2-dep-right, BWRS_623_B-45-2-2-arr-right), (BWRS_623_B-45-2-2-arr-right, BWRS_623_B-45-2-2-dep-right), (BWRS_623_B-45-2-2-dep-right, BOKS_651_B-45-2-2-arr-right), (BOKS_651_B-45-2-2-arr-right, BOKS_651_B-45-2-2-dep-right), (BOKS_651_B-45-2-2-dep-right, BNPL_681_B-45-2-2-arr-right)]"
114,25,"(BOSB_8_B-45-2-2-dep-right-out, BNPL_681_B-45-2-2-arr-right-in)",4,"[(BOSB_8_B-45-2-2-dep-right, BWRS_623_B-45-2-2-arr-right), (BWRS_623_B-45-2-2-arr-right, BWRS_623_B-45-2-2-dep-right), (BWRS_623_B-45-2-2-dep-right, BOKS_653_B-45-2-2-arr-right), (BOKS_653_B-45-2-2-arr-right, BOKS_653_B-45-2-2-dep-right), (BOKS_653_B-45-2-2-dep-right, BNPL_681_B-45-2-2-arr-right)]"
115,25,"(BOSB_8_B-45-2-2-dep-right-out, BNPL_681_B-45-2-2-arr-right-in)",4,"[(BOSB_8_B-45-2-2-dep-right, BWRS_621_B-45-2-2-arr-right), (BWRS_621_B-45-2-2-arr-right, BWRS_621_B-45-2-2-dep-right), (BWRS_621_B-45-2-2-dep-right, BOKS_651_B-45-2-2-arr-right), (BOKS_651_B-45-2-2-arr-right, BOKS_651_B-45-2-2-dep-right), (BOKS_651_B-45-2-2-dep-right, BNPL_681_B-45-2-2-arr-right)]"
116,25,"(BOSB_8_B-45-2-2-dep-right-out, BNPL_681_B-45-2-2-arr-right-in)",4,"[(BOSB_8_B-45-2-2-dep-right, BWRS_621_B-45-2-2-arr-right), (BWRS_621_B-45-2-2-arr-right, BWRS_621_B-45-2-2-dep-right), (BWRS_621_B-45-2-2-dep-right, BOKS_653_B-45-2-2-arr-right), (BOKS_653_B-45-2-2-arr-right, BOKS_653_B-45-2-2-dep-right), (BOKS_653_B-45-2-2-dep-right, BNPL_681_B-45-2-2-arr-right)]"
117,26,"(BNPL_681_B-45-2-2-dep-right-out, BFFO_701_B-45-2-2-arr-right-in)",2,"[(BNPL_681_B-45-2-2-dep-right, BLI_691_B-45-2-2-arr-right), (BLI_691_B-45-2-2-arr-right, BLI_691_B-45-2-2-dep-right), (BLI_691_B-45-2-2-dep-right, BFFO_701_B-45-2-2-arr-right)]"
118,26,"(BNPL_681_B-45-2-2-dep-right-out, BFFO_701_B-45-2-2-arr-right-in)",15,"[(BNPL_681_B-45-2-2-dep-right, BLI_692_B-45-2-2-arr-left), (BLI_692_B-45-2-2-arr-left, BLI_692_B-45-2-2-dep-left), (BLI_692_B-45-2-2-dep-left, BFFO_701_B-45-2-2-arr-right)]"
119,27,"(BOSB_11_B-45-2-1-dep-right-out, BOSB_8_B-45-2-2-arr-right-in)",0,"[(BOSB_11_B-45-2-1-dep-right, henkel_9_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-12), (henkel_9_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-12, BOSB_8_B-45-2-2-arr-right)]"
120,27,"(BOSB_11_B-45-2-1-dep-right-out, BOSB_8_B-45-2-2-arr-right-in)",0,"[(BOSB_11_B-45-2-1-dep-right, henkel_7_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-12), (henkel_7_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-12, BOSB_8_B-45-2-2-arr-right)]"
121,28,"(BSPH_311_B-45-2-2-dep-right-out, BSPH_312_B-45-2-1-arr-right-in)",0,"[(BSPH_311_B-45-2-2-dep-right, henkel_8_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-21), (henkel_8_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-21, BSPH_312_B-45-2-1-arr-right)]"
122,28,"(BSPH_311_B-45-2-2-dep-right-out, BSPH_312_B-45-2-1-arr-right-in)",0,"[(BSPH_311_B-45-2-2-dep-right, henkel_10_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-21), (henkel_10_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-45-2-21, BSPH_312_B-45-2-1-arr-right)]"
123,29,"(BOSB_11_B-53-1-1-dep-right-out, BOSB_8_B-53-1-2-arr-right-in)",0,"[(BOSB_11_B-53-1-1-dep-right, henkel_0_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-53-1-12), (henkel_0_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-53-1-12, BOSB_8_B-53-1-2-arr-right)]"
124,29,"(BOSB_11_B-53-1-1-dep-right-out, BOSB_8_B-53-1-2-arr-right-in)",0,"[(BOSB_11_B-53-1-1-dep-right, henkel_11_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-53-1-12), (henkel_11_S9_C_BFBB_BSPA_0_S9_C_BSPA_BFBB_0-53-1-12, BOSB_8_B-53-1-2-arr-right)]"
125,30,"(BOKS_653_B-25-1-2-dep-right-out, BOSB_11_B-25-1-1-arr-right-in)",4,"[(BOKS_653_B-25-1-2-dep-right, henkel_1_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-25-1-21), (henkel_1_S3_B_BE_BSPA_0_S3_B_BSPA_BE_0-25-1-21, BOKS_654_B-25-1-1-arr-right), (BOKS_654_B-25-1-1-arr-right, BOKS_654_B-25-1-1-dep-right), (BOKS_654_B-25-1-1-dep-right, BWRS_624_B-25-1-1-arr-right), (BWRS_624_B-25-1-1-arr-right, BWRS_624_B-25-1-1-dep-right), (BWRS_624_B-25-1-1-dep-right, BOSB_11_B-25-1-1-arr-right)]"
126,30,"(BOKS_653_B-25-1-2-dep-right-out, BOSB_11_B-25-1-1-arr-right-in)",9,"[(BOKS_653_B-25-1-2-dep-right, henkel_2_S3_BI_BE_BOSB_0_S3_BI_BOSB_BE_0-25-1-21), (henkel_2_S3_BI_BE_BOSB_0_S3_BI_BOSB_BE_0-25-1-21, BOKS_652_B-25-1-1-arr-right), (BOKS_652_B-25-1-1-arr-right, BOKS_652_B-25-1-1-dep-left), (BOKS_652_B-25-1-1-dep-left, BWRS_624_B-25-1-1-arr-right), (BWRS_624_B-25-1-1-arr-right, BWRS_624_B-25-1-1-dep-right), (BWRS_624_B-25-1-1-dep-right, BOSB_11_B-25-1-1-arr-right)]"
127,30,"(BOKS_653_B-25-1-2-dep-right-out, BOSB_11_B-25-1-1-arr-right-in)",12,"[(BOKS_653_B-25-1-2-dep-right, henkel_2_S3_BI_BE_BOSB_0_S3_BI_BOSB_BE_0-25-1-21), (henkel_2_S3_BI_BE_BOSB_0_S3_BI_BOSB_BE_0-25-1-21, BOKS_652_B-25-1-1-arr-right), (BOKS_652_B-25-1-1-arr-right, BOKS_652_B-25-1-1-dep-left), (BOKS_652_B-25-1-1-dep-left, BWRS_622_B-25-1-1-arr-left), (BWRS_622_B-25-1-1-arr-left, BWRS_622_B-25-1-1-dep-left), (BWRS_622_B-25-1-1-dep-left, BOSB_11_B-25-1-1-arr-right)]"
128,31,"(BOSB_8_B-25-1-2-dep-right-out, BOKS_653_B-25-1-2-arr-right-in)",2,"[(BOSB_8_B-25-1-2-dep-right, BWRS_623_B-25-1-2-arr-right), (BWRS_623_B-25-1-2-arr-right, BWRS_623_B-25-1-2-dep-right), (BWRS_623_B-25-1-2-dep-right, BOKS_653_B-25-1-2-arr-right)]"
