#file for arcs using the same infrastructure in the sense that activities (i,j) and (i_bar, j_bar) occupy the same underlying infrastructure
i,j,i_bar,j_bar
BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-right,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-left
BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-right,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-left
BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-right,BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-left
BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-right,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-left
BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-right,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-right
BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-right,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-right
BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-right,BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-left
BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-right,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-left
BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-right,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-left
BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-left,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-left
BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-left,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-right
BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-left,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-right
BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-left,BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-left
BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-left,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-left
BNB_413_B-53-1-21-arr-right,BNB_413_B-53-1-21-dep-left,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-left
BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-left,BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-right
BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-left,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-right
BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-left,BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-left
BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-left,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-left
BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-left,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-left
BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-right,BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-right
BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-right,BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-left
BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-right,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-left
BNB_413_B-53-2-21-arr-right,BNB_413_B-53-2-21-dep-right,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-left
BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-right,BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-left
BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-right,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-left
BNB_413_B-55-1-12-arr-left,BNB_413_B-55-1-12-dep-right,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-left
BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-left,BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-left
BNB_413_B-55-2-12-arr-left,BNB_413_B-55-2-12-dep-left,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-left
BNB_413_B-53-1-21-arr-left,BNB_413_B-53-1-21-dep-left,BNB_413_B-53-2-21-arr-left,BNB_413_B-53-2-21-dep-left
BNB_415_A-53-2-21-arr-left,BNB_415_A-53-2-21-dep-right,BNB_415_A-53-1-21-arr-left,BNB_415_A-53-1-21-dep-right
BNB_415_A-53-2-21-arr-left,BNB_415_A-53-2-21-dep-right,BNB_415_A-55-1-12-arr-left,BNB_415_A-55-1-12-dep-right
BNB_415_A-53-2-21-arr-left,BNB_415_A-53-2-21-dep-right,BNB_415_A-55-2-12-arr-left,BNB_415_A-55-2-12-dep-right
BNB_415_A-53-1-21-arr-left,BNB_415_A-53-1-21-dep-right,BNB_415_A-55-1-12-arr-left,BNB_415_A-55-1-12-dep-right
BNB_415_A-53-1-21-arr-left,BNB_415_A-53-1-21-dep-right,BNB_415_A-55-2-12-arr-left,BNB_415_A-55-2-12-dep-right
BNB_415_A-55-1-12-arr-left,BNB_415_A-55-1-12-dep-right,BNB_415_A-55-2-12-arr-left,BNB_415_A-55-2-12-dep-right
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-right,BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-right
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-right,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-left
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-right,BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-left
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-right,BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-right
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-right,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-right
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-right,BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-left
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-right,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-right
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-right,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-left
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-right,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-right
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-right,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-right
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-right,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-left
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-right,BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-left
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-right,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-left
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-right,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-right
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-right,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-left
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-right,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-left
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-right,BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-left
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-right,BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-right
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-right,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-right
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-right,BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-left
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-right,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-right
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-right,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-left
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-right,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-right
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-right,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-right
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-right,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-left
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-right,BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-left
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-right,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-left
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-right,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-right
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-right,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-left
BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-left,BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-left
BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-left,BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-right
BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-left,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-right
BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-left,BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-left
BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-left,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-right
BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-left,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-left
BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-left,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-right
BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-left,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-right
BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-left,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-left
BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-left,BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-left
BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-left,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-left
BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-left,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-right
BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-left,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-left
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-left,BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-right
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-left,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-right
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-left,BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-left
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-left,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-right
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-left,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-left
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-left,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-right
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-left,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-right
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-left,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-left
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-left,BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-left
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-left,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-left
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-left,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-right
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-left,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-left
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-right,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-right
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-right,BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-left
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-right,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-right
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-right,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-left
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-right,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-right
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-right,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-right
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-right,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-left
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-right,BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-left
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-right,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-left
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-right,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-right
BNB_412_B-55-1-12-arr-left,BNB_412_B-55-1-12-dep-right,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-left
BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-right,BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-left
BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-right,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-right
BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-right,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-left
BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-right,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-right
BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-right,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-right
BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-right,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-left
BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-right,BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-left
BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-right,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-left
BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-right,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-right
BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-right,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-left
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-left,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-right
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-left,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-left
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-left,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-right
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-left,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-right
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-left,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-left
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-left,BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-left
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-left,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-left
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-left,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-right
BNB_412_B-55-2-12-arr-right,BNB_412_B-55-2-12-dep-left,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-left
BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-right,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-left
BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-right,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-right
BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-right,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-right
BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-right,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-left
BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-right,BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-left
BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-right,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-left
BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-right,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-right
BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-right,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-left
BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-left,BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-right
BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-left,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-right
BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-left,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-left
BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-left,BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-left
BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-left,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-left
BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-left,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-right
BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-left,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-left
BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-right,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-right
BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-right,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-left
BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-right,BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-left
BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-right,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-left
BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-right,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-right
BNB_412_B-55-1-12-arr-right,BNB_412_B-55-1-12-dep-right,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-left
BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-right,BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-left
BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-right,BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-left
BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-right,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-left
BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-right,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-right
BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-right,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-left
BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-left,BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-left
BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-left,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-left
BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-left,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-right
BNB_412_B-53-2-21-arr-right,BNB_412_B-53-2-21-dep-left,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-left
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-left,BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-left
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-left,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-right
BNB_412_B-53-1-21-arr-left,BNB_412_B-53-1-21-dep-left,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-left
BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-left,BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-right
BNB_412_B-55-2-12-arr-left,BNB_412_B-55-2-12-dep-left,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-left
BNB_412_B-53-2-21-arr-left,BNB_412_B-53-2-21-dep-right,BNB_412_B-53-1-21-arr-right,BNB_412_B-53-1-21-dep-left
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-right,BNB_416_A-55-2-12-arr-right,BNB_416_A-55-2-12-dep-right
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-right,BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-left
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-right,BNB_416_A-53-1-21-arr-right,BNB_416_A-53-1-21-dep-right
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-right,BNB_416_A-53-2-21-arr-left,BNB_416_A-53-2-21-dep-left
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-right,BNB_416_A-55-1-12-arr-right,BNB_416_A-55-1-12-dep-right
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-right,BNB_416_A-55-1-12-arr-left,BNB_416_A-55-1-12-dep-left
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-right,BNB_416_A-53-1-21-arr-left,BNB_416_A-53-1-21-dep-left
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-right,BNB_416_A-55-2-12-arr-right,BNB_416_A-55-2-12-dep-left
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-right,BNB_416_A-55-2-12-arr-left,BNB_416_A-55-2-12-dep-left
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-right,BNB_416_A-53-1-21-arr-right,BNB_416_A-53-1-21-dep-left
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-right,BNB_416_A-55-1-12-arr-right,BNB_416_A-55-1-12-dep-left
BNB_416_A-55-2-12-arr-right,BNB_416_A-55-2-12-dep-right,BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-left
BNB_416_A-55-2-12-arr-right,BNB_416_A-55-2-12-dep-right,BNB_416_A-53-1-21-arr-right,BNB_416_A-53-1-21-dep-right
BNB_416_A-55-2-12-arr-right,BNB_416_A-55-2-12-dep-right,BNB_416_A-53-2-21-arr-left,BNB_416_A-53-2-21-dep-left
BNB_416_A-55-2-12-arr-right,BNB_416_A-55-2-12-dep-right,BNB_416_A-55-1-12-arr-right,BNB_416_A-55-1-12-dep-right
BNB_416_A-55-2-12-arr-right,BNB_416_A-55-2-12-dep-right,BNB_416_A-55-1-12-arr-left,BNB_416_A-55-1-12-dep-left
BNB_416_A-55-2-12-arr-right,BNB_416_A-55-2-12-dep-right,BNB_416_A-53-1-21-arr-left,BNB_416_A-53-1-21-dep-left
BNB_416_A-55-2-12-arr-right,BNB_416_A-55-2-12-dep-right,BNB_416_A-55-2-12-arr-right,BNB_416_A-55-2-12-dep-left
BNB_416_A-55-2-12-arr-right,BNB_416_A-55-2-12-dep-right,BNB_416_A-55-2-12-arr-left,BNB_416_A-55-2-12-dep-left
BNB_416_A-55-2-12-arr-right,BNB_416_A-55-2-12-dep-right,BNB_416_A-53-1-21-arr-right,BNB_416_A-53-1-21-dep-left
BNB_416_A-55-2-12-arr-right,BNB_416_A-55-2-12-dep-right,BNB_416_A-55-1-12-arr-right,BNB_416_A-55-1-12-dep-left
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-left,BNB_416_A-53-1-21-arr-right,BNB_416_A-53-1-21-dep-right
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-left,BNB_416_A-53-2-21-arr-left,BNB_416_A-53-2-21-dep-left
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-left,BNB_416_A-55-1-12-arr-right,BNB_416_A-55-1-12-dep-right
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-left,BNB_416_A-55-1-12-arr-left,BNB_416_A-55-1-12-dep-left
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-left,BNB_416_A-53-1-21-arr-left,BNB_416_A-53-1-21-dep-left
BNB_416_A-53-2-21-arr-right,BNB_416_A-53-2-21-dep-left,BNB_416_A-55-2-12-arr-right,BNB_416_A-55-2-12-dep-left
