# number of nodes: 254
# number of edges: 292
# number of fixed handles: 9
# 
start;end;type;l;u;w;in_regelrichtung
BWAI_122_B-26-1-2-arr-left;BWAI_122_B-26-1-2-dep-left;waiting;5;67;2;-
BWAI_121_B-26-1-2-arr-right;BWAI_121_B-26-1-2-dep-right;waiting;5;67;2;-
BWAI_122_B-26-1-2-dep-left;BHED_131_B-26-1-2-arr-right;driving;23;23;2;-
BHED_131_B-26-1-2-arr-right;BHED_131_B-26-1-2-dep-right;waiting;5;67;2;-
BWAI_121_B-26-1-2-dep-right;BHED_131_B-26-1-2-arr-right;driving;18;18;2;-
BHED_131_B-26-1-2-dep-right;BFOH_132_B-26-1-2-arr-left;driving;28;28;2;-
BHED_131_B-26-1-2-dep-right;BFOH_131_B-26-1-2-arr-right;driving;23;23;2;-
BFOH_132_B-26-1-2-arr-left;BFOH_132_B-26-1-2-dep-left;waiting;5;67;2;-
BFOH_131_B-26-1-2-arr-right;BFOH_131_B-26-1-2-dep-right;waiting;5;67;2;-
BFOH_132_B-26-1-2-dep-left;BHN_4_B-26-1-2-arr-left;driving;40;40;2;-
BFOH_132_B-26-1-2-dep-left;BHN_3_B-26-1-2-arr-right;driving;45;45;2;-
BHN_4_B-26-1-2-arr-left;BHN_4_B-26-1-2-dep-left;waiting;5;67;2;-
BHN_3_B-26-1-2-arr-right;BHN_3_B-26-1-2-dep-right;waiting;5;67;2;-
BFOH_131_B-26-1-2-dep-right;BHN_4_B-26-1-2-arr-left;driving;45;45;2;-
BFOH_131_B-26-1-2-dep-right;BHN_3_B-26-1-2-arr-right;driving;40;40;2;-
BHN_4_B-26-1-2-dep-left;BBIW_6_B-26-1-2-arr-left;driving;25;25;2;-
BHN_4_B-26-1-2-dep-left;BBIW_4_B-26-1-2-arr-right;driving;30;30;2;-
BBIW_6_B-26-1-2-arr-left;BBIW_6_B-26-1-2-dep-left;waiting;5;67;2;-
BBIW_4_B-26-1-2-arr-right;BBIW_4_B-26-1-2-dep-right;waiting;5;67;2;-
BHN_3_B-26-1-2-dep-right;BBIW_6_B-26-1-2-arr-left;driving;30;30;2;-
BHN_3_B-26-1-2-dep-right;BBIW_4_B-26-1-2-arr-right;driving;25;25;2;-
BBIW_6_B-26-1-2-dep-left;BBOR_3_B-26-1-2-arr-right;driving;35;35;2;-
BBOR_3_B-26-1-2-arr-right;BBOR_3_B-26-1-2-dep-right;waiting;5;100;2;-
BBIW_4_B-26-1-2-dep-right;BBOR_3_B-26-1-2-arr-right;driving;30;30;2;-
BBOR_3_B-26-1-2-dep-right;BLEN_101_B-26-1-2-arr-right;driving;28;28;2;-
BLEN_101_B-26-1-2-arr-right;BLEN_101_B-26-1-2-dep-right;waiting;5;100;2;-
BLEN_101_B-26-1-2-dep-right;BORB_32_B-26-1-21-arr-left;driving;29;29;2;-
BLEN_101_B-26-1-2-dep-right;BORB_30_B-26-1-21-arr-right;driving;24;24;2;-
BORB_32_B-26-1-21-arr-left;BORB_32_B-26-1-21-dep-right;turn;20;180;1;-
BORB_30_B-26-1-21-arr-right;BORB_30_B-26-1-21-dep-left;turn;20;180;1;-
BBOS_611_B-26-1-1-dep-right;henkel_4_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-26-1-12;henkel-to;68;68;2;-
BBOS_611_B-26-1-1-dep-right;henkel_6_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-26-1-12;henkel-to;168;168;2;-
henkel_4_S25_V_BHD_BTLS_0_S25_V_BTLS_BHD_0-26-1-12;BBOS_614_B-26-1-2-arr-right;henkel-from;39;39;2;-
BBOS_614_B-26-1-2-arr-right;BBOS_614_B-26-1-2-dep-right;waiting;5;25;2;-
henkel_6_S26_VI_BTLS_BWAI_0_S26_VI_BWAI_BTLS_0-26-1-12;BBOS_614_B-26-1-2-arr-right;henkel-from;139;139;2;-
