#file for arcs using the same infrastructure in the sense that activities (i,j) and (i_bar, j_bar) occupy the same underlying infrastructure
i,j,i_bar,j_bar
BWAI_121_B-24-1-2-arr-right,BWAI_121_B-24-1-2-dep-right,BWAI_121_B-14-1-2-arr-right,BWAI_121_B-14-1-2-dep-right
BHED_131_B-26-1-2-arr-right,BHED_131_B-26-1-2-dep-right,BHED_131_B-14-1-2-arr-right,BHED_131_B-14-1-2-dep-right
BHED_131_B-26-1-2-arr-right,BHED_131_B-26-1-2-dep-right,BHED_131_B-24-1-2-arr-right,BHED_131_B-24-1-2-dep-right
BHED_131_B-14-1-2-arr-right,BHED_131_B-14-1-2-dep-right,BHED_131_B-24-1-2-arr-right,BHED_131_B-24-1-2-dep-right
BBOR_3_B-26-1-2-arr-right,BBOR_3_B-26-1-2-dep-right,BBOR_3_B-24-1-2-arr-right,BBOR_3_B-24-1-2-dep-right
BLEN_101_B-24-1-2-arr-right,BLEN_101_B-24-1-2-dep-right,BLEN_101_B-26-1-2-arr-right,BLEN_101_B-26-1-2-dep-right
BORB_32_B-24-1-21-arr-left,BORB_32_B-24-1-21-dep-right,BORB_32_B-26-1-21-arr-left,BORB_32_B-26-1-21-dep-right
BORB_30_B-26-1-21-arr-right,BORB_30_B-26-1-21-dep-left,BORB_30_B-24-1-21-arr-right,BORB_30_B-24-1-21-dep-left
BBOS_614_B-24-1-2-arr-right,BBOS_614_B-24-1-2-dep-right,BBOS_614_B-37-1-2-arr-right,BBOS_614_B-37-1-2-dep-right
BBOS_614_B-24-1-2-arr-right,BBOS_614_B-24-1-2-dep-right,BBOS_614_B-14-1-2-arr-right,BBOS_614_B-14-1-2-dep-right
BBOS_614_B-24-1-2-arr-right,BBOS_614_B-24-1-2-dep-right,BBOS_614_B-26-1-2-arr-right,BBOS_614_B-26-1-2-dep-right
BBOS_614_B-37-1-2-arr-right,BBOS_614_B-37-1-2-dep-right,BBOS_614_B-14-1-2-arr-right,BBOS_614_B-14-1-2-dep-right
BBOS_614_B-37-1-2-arr-right,BBOS_614_B-37-1-2-dep-right,BBOS_614_B-26-1-2-arr-right,BBOS_614_B-26-1-2-dep-right
BBOS_614_B-14-1-2-arr-right,BBOS_614_B-14-1-2-dep-right,BBOS_614_B-26-1-2-arr-right,BBOS_614_B-26-1-2-dep-right
