# number of nodes: 262
# number of edges: 317
# number of fixed handles: 11
# 
start,end,type,l,u,w
BBOS_612_B-43-1-1-arr-right,BBOS_612_B-43-1-1-dep-right,waiting,5,40,2
BBOS_612_B-43-1-1-dep-right,BGB_721_B-43-1-1-arr-right,driving,15,15,2
BGB_721_B-43-1-1-arr-right,BGB_721_B-43-1-1-dep-right,waiting,5,20,2
BBOS_613_B-43-1-2-arr-right,BBOS_613_B-43-1-2-dep-right,waiting,5,40,2
BGB_724_B-43-1-2-dep-right,BBOS_613_B-43-1-2-arr-right,driving,15,15,2
BBOS_613_B-43-1-2-dep-right,BPKW_641_B-43-1-2-arr-right,driving,18,18,2
BPKW_641_B-43-1-2-arr-right,BPKW_641_B-43-1-2-dep-right,waiting,5,40,2
BPKW_641_B-43-1-2-dep-right,BPHD_2_B-43-1-2-arr-right,driving,21,21,2
BPHD_2_B-43-1-2-arr-right,BPHD_2_B-43-1-2-dep-right,waiting,5,50,2
BPHD_2_B-43-1-2-dep-right,BBLB_4_B-43-1-2-arr-right,driving,20,20,2
BBLB_4_B-43-1-2-arr-right,BBLB_4_B-43-1-2-dep-right,waiting,5,50,2
BGB_721_B-43-1-1-dep-right,henkel_2_S2_WI_BBU_BLRD_0_S2_WI_BLRD_BBU_0-43-1-12,henkel-to,198,198,2
BGB_721_B-43-1-1-dep-right,henkel_2_S2_W_BBER_BLRD_0_S2_W_BLRD_BBER_0-43-1-12,henkel-to,98,98,2
henkel_2_S2_WI_BBU_BLRD_0_S2_WI_BLRD_BBU_0-43-1-12,BGB_724_B-43-1-2-arr-right,henkel-from,162,162,2
BGB_724_B-43-1-2-arr-right,BGB_724_B-43-1-2-dep-right,waiting,5,20,2
henkel_2_S2_W_BBER_BLRD_0_S2_W_BLRD_BBER_0-43-1-12,BGB_724_B-43-1-2-arr-right,henkel-from,62,62,2
BBLB_4_B-43-1-2-dep-right,henkel_4_S2_WI_BBU_BLRD_0_S2_WI_BLRD_BBU_0-43-1-21,henkel-to,136,136,2
henkel_4_S2_WI_BBU_BLRD_0_S2_WI_BLRD_BBU_0-43-1-21,BBLB_1_B-43-1-1-arr-right,henkel-from,103,103,2
BBLB_1_B-43-1-1-arr-right,BBLB_1_B-43-1-1-dep-right,waiting,5,50,2
BBOS_613_B-56-1-1-dep-right,BPKW_642_B-56-1-12-arr-left,driving,23,23,2
BBOS_613_B-56-1-1-dep-right,BPKW_641_B-56-1-12-arr-right,driving,18,18,2
BPKW_642_B-56-1-12-arr-left,BPKW_642_B-56-1-12-dep-right,turn,20,180,1
BPKW_641_B-56-1-12-arr-right,BPKW_641_B-56-1-12-dep-left,turn,20,180,1
BPKW_642_B-56-1-12-dep-right,BBOS_612_B-56-1-2-arr-right,driving,18,18,2
BBOS_612_B-56-1-2-arr-right,BBOS_612_B-56-1-2-dep-right,waiting,5,40,2
BPKW_641_B-56-1-12-dep-left,BBOS_612_B-56-1-2-arr-right,driving,23,23,2
BBOS_612_B-56-1-2-dep-right,henkel_10_S85_NI_BGAS_BPKW_0_S85_NI_BPKW_BGAS_0-56-1-21,henkel-to,166,166,2
henkel_10_S85_NI_BGAS_BPKW_0_S85_NI_BPKW_BGAS_0-56-1-21,BBOS_613_B-56-1-1-arr-right,henkel-from,132,132,2
BBOS_613_B-56-1-1-arr-right,BBOS_613_B-56-1-1-dep-right,waiting,5,40,2
BGB_723_B-5-1-1-dep-right,henkel_7_S41_AI_BSKR_BSKR_1-5-1-1,henkel-to,191,191,2
BGB_723_B-5-1-1-dep-right,henkel_7_S41_A_BSKR_BSKR_0-5-1-1,henkel-to,141,141,2
henkel_7_S41_AI_BSKR_BSKR_1-5-1-1,BGB_723_B-5-1-1-arr-right,henkel-from,1,1,2
BGB_723_B-5-1-1-arr-right,BGB_723_B-5-1-1-dep-right,waiting,5,20,2
henkel_7_S41_A_BSKR_BSKR_0-5-1-1,BGB_723_B-5-1-1-arr-right,henkel-from,51,51,2
BGB_723_B-5-2-1-dep-right,henkel_7_S41_AI_BSKR_BSKR_1-5-2-1,henkel-to,191,191,2
BGB_723_B-5-2-1-dep-right,henkel_7_S41_A_BSKR_BSKR_0-5-2-1,henkel-to,141,141,2
henkel_7_S41_AI_BSKR_BSKR_1-5-2-1,BGB_723_B-5-2-1-arr-right,henkel-from,1,1,2
BGB_723_B-5-2-1-arr-right,BGB_723_B-5-2-1-dep-right,waiting,5,20,2
henkel_7_S41_A_BSKR_BSKR_0-5-2-1,BGB_723_B-5-2-1-arr-right,henkel-from,51,51,2
BGB_722_B-6-1-1-dep-right,henkel_8_S42_R_BSKR_BSKR_1-6-1-1,henkel-to,186,186,2
BGB_722_B-6-1-1-dep-right,henkel_8_S42_RI_BSKR_BSKR_1-6-1-1,henkel-to,136,136,2
henkel_8_S42_R_BSKR_BSKR_1-6-1-1,BGB_722_B-6-1-1-arr-right,henkel-from,6,6,2
BGB_722_B-6-1-1-arr-right,BGB_722_B-6-1-1-dep-right,waiting,5,20,2
henkel_8_S42_RI_BSKR_BSKR_1-6-1-1,BGB_722_B-6-1-1-arr-right,henkel-from,56,56,2
BGB_722_B-6-2-1-dep-right,henkel_8_S42_R_BSKR_BSKR_1-6-2-1,henkel-to,186,186,2
BGB_722_B-6-2-1-dep-right,henkel_8_S42_RI_BSKR_BSKR_1-6-2-1,henkel-to,136,136,2
henkel_8_S42_R_BSKR_BSKR_1-6-2-1,BGB_722_B-6-2-1-arr-right,henkel-from,6,6,2
BGB_722_B-6-2-1-arr-right,BGB_722_B-6-2-1-dep-right,waiting,5,20,2
henkel_8_S42_RI_BSKR_BSKR_1-6-2-1,BGB_722_B-6-2-1-arr-right,henkel-from,56,56,2
