alt_idx,sheaf_idx,s-t-tuple,weight,path
31,9,"(line_2_1, line_2_1)",8,"[(BGB_721_B-2-1-21-dep-right, henkel_1_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-2-1-12), (henkel_1_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-2-1-12, BGB_724_B-2-1-21-arr-right), (BGB_724_B-2-1-21-arr-right, BGB_724_B-2-1-21-dep-right), (BGB_724_B-2-1-21-dep-right, BGB_741_A-2-1-21-arr-right), (BGB_741_A-2-1-21-arr-right, BGB_741_A-2-1-21-dep-left), (BGB_741_A-2-1-21-dep-left, BGB_721_B-2-1-21-arr-right), (BGB_721_B-2-1-21-arr-right, BGB_721_B-2-1-21-dep-right)]"
32,9,"(line_2_1, line_2_1)",8,"[(BGB_721_B-2-1-21-dep-right, henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-2-1-12), (henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-2-1-12, BGB_724_B-2-1-21-arr-right), (BGB_724_B-2-1-21-arr-right, BGB_724_B-2-1-21-dep-right), (BGB_724_B-2-1-21-dep-right, BGB_741_A-2-1-21-arr-right), (BGB_741_A-2-1-21-arr-right, BGB_741_A-2-1-21-dep-left), (BGB_741_A-2-1-21-dep-left, BGB_721_B-2-1-21-arr-right), (BGB_721_B-2-1-21-arr-right, BGB_721_B-2-1-21-dep-right)]"
33,9,"(line_2_1, line_2_1)",8,"[(henkel_1_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-2-1-12, BGB_724_B-2-1-21-arr-right), (BGB_724_B-2-1-21-arr-right, BGB_724_B-2-1-21-dep-right), (BGB_724_B-2-1-21-dep-right, BGB_742_A-2-1-21-arr-right), (BGB_742_A-2-1-21-arr-right, BGB_742_A-2-1-21-dep-left), (BGB_742_A-2-1-21-dep-left, BGB_721_B-2-1-21-arr-right), (BGB_721_B-2-1-21-arr-right, BGB_721_B-2-1-21-dep-right), (BGB_721_B-2-1-21-dep-right, henkel_1_S1_PI_BFOH_BWSS_0_S1_PI_BWSS_BFOH_0-2-1-12)]"
34,9,"(line_2_1, line_2_1)",8,"[(BGB_721_B-2-1-21-dep-right, henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-2-1-12), (henkel_0_S1_P_BORB_BWSS_0_S1_P_BWSS_BORB_0-2-1-12, BGB_724_B-2-1-21-arr-right), (BGB_724_B-2-1-21-arr-right, BGB_724_B-2-1-21-dep-right), (BGB_724_B-2-1-21-dep-right, BGB_742_A-2-1-21-arr-right), (BGB_742_A-2-1-21-arr-right, BGB_742_A-2-1-21-dep-left), (BGB_742_A-2-1-21-dep-left, BGB_721_B-2-1-21-arr-right), (BGB_721_B-2-1-21-arr-right, BGB_721_B-2-1-21-dep-right)]"
35,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",32,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
36,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",29,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
37,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",29,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
38,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",16,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
39,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",40,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-left), (BBIW_6_B-22-1-21-dep-left, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
40,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",37,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-left), (BBIW_6_B-22-1-21-dep-left, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
41,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",37,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-left), (BBIW_6_B-22-1-21-dep-left, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
42,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",24,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-left), (BBIW_6_B-22-1-21-dep-left, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
43,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",31,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
44,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",28,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
45,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",28,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
46,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",15,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_3_B-22-1-2-arr-right), (BHN_3_B-22-1-2-arr-right, BHN_3_B-22-1-2-dep-right), (BHN_3_B-22-1-2-dep-right, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
47,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",45,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
48,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",42,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
49,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",42,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
50,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",29,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_4_B-22-1-21-arr-right), (BBIW_4_B-22-1-21-arr-right, BBIW_4_B-22-1-21-dep-right), (BBIW_4_B-22-1-21-dep-right, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
51,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",43,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-left), (BBIW_6_B-22-1-21-dep-left, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
52,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",40,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-left), (BBIW_6_B-22-1-21-dep-left, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_3_B-22-1-1-arr-left), (BHN_3_B-22-1-1-arr-left, BHN_3_B-22-1-1-dep-left), (BHN_3_B-22-1-1-dep-left, BFOH_132_B-22-1-1-arr-right), (BFOH_132_B-22-1-1-arr-right, BFOH_132_B-22-1-1-dep-right), (BFOH_132_B-22-1-1-dep-right, BHED_132_B-22-1-1-arr-right)]"
53,10,"(BHED_131_B-22-1-2-dep-right-out, BHED_132_B-22-1-1-arr-right-in)",40,"[(BHED_131_B-22-1-2-dep-right, BFOH_131_B-22-1-2-arr-right), (BFOH_131_B-22-1-2-arr-right, BFOH_131_B-22-1-2-dep-right), (BFOH_131_B-22-1-2-dep-right, BHN_4_B-22-1-2-arr-left), (BHN_4_B-22-1-2-arr-left, BHN_4_B-22-1-2-dep-left), (BHN_4_B-22-1-2-dep-left, BBIW_6_B-22-1-21-arr-left), (BBIW_6_B-22-1-21-arr-left, BBIW_6_B-22-1-21-dep-left), (BBIW_6_B-22-1-21-dep-left, BBIW_14_A-22-1-21-arr-right), (BBIW_14_A-22-1-21-arr-right, BBIW_14_A-22-1-21-dep-left), (BBIW_14_A-22-1-21-dep-left, BBIW_6_B-22-1-21-arr-right), (BBIW_6_B-22-1-21-arr-right, BBIW_6_B-22-1-21-dep-right), (BBIW_6_B-22-1-21-dep-right, BHN_4_B-22-1-1-arr-right), (BHN_4_B-22-1-1-arr-right, BHN_4_B-22-1-1-dep-right), (BHN_4_B-22-1-1-dep-right, BFOH_131_B-22-1-1-arr-left), (BFOH_131_B-22-1-1-arr-left, BFOH_131_B-22-1-1-dep-left), (BFOH_131_B-22-1-1-dep-left, BHED_132_B-22-1-1-arr-right)]"
