# number of nodes: 346
# number of edges: 506
# number of sheaves of alternatives: 19
# number of alternatives in total: 824
# number of fixed handles: 10
# 
start;end;type;l;u;w;in_regelrichtung
BWKS_373_B-89-1-12-arr-left;BWKS_373_B-89-1-12-dep-right;turn;20;180;1;-
BWKS_374_B-89-1-12-arr-left;BWKS_374_B-89-1-12-dep-right;turn;20;180;1;-
BCHS_337_B-89-1-1-dep-right;BWKS_373_B-89-1-12-arr-left;driving;23;23;2;-
BCHS_337_B-89-1-1-dep-right;BWKS_372_B-89-1-12-arr-right;driving;18;18;2;-
BCHS_337_B-89-1-1-dep-right;BWKS_371_B-89-1-12-arr-right;driving;18;18;2;-
BCHS_337_B-89-1-1-dep-right;BWKS_374_B-89-1-12-arr-left;driving;23;23;2;-
BWKS_372_B-89-1-12-arr-right;BWKS_372_B-89-1-12-dep-left;turn;20;180;1;-
BWKS_371_B-89-1-12-arr-right;BWKS_371_B-89-1-12-dep-left;turn;20;180;1;-
BCHS_336_B-89-1-1-dep-left;BWKS_373_B-89-1-12-arr-left;driving;18;18;2;-
BCHS_336_B-89-1-1-dep-left;BWKS_372_B-89-1-12-arr-right;driving;23;23;2;-
BCHS_336_B-89-1-1-dep-left;BWKS_371_B-89-1-12-arr-right;driving;23;23;2;-
BCHS_336_B-89-1-1-dep-left;BWKS_374_B-89-1-12-arr-left;driving;18;18;2;-
BCHS_338_B-89-1-1-dep-right;BWKS_372_B-89-1-12-arr-right;driving;18;18;2;-
BCHS_338_B-89-1-1-dep-right;BWKS_371_B-89-1-12-arr-right;driving;18;18;2;-
BWKS_373_B-89-1-12-dep-right;BCHS_335_B-89-1-2-arr-right;driving;19;19;2;-
BWKS_373_B-89-1-12-dep-right;BCHS_337_B-89-1-2-arr-left;driving;24;24;2;-
BWKS_373_B-89-1-12-dep-right;BCHS_336_B-89-1-2-arr-right;driving;19;19;2;-
BWKS_373_B-89-1-12-dep-right;BWKS_365_A-89-1-12-arr-left;driving;10;10;1;-
BCHS_335_B-89-1-2-arr-right;BCHS_335_B-89-1-2-dep-right;waiting;5;33;2;-
BCHS_337_B-89-1-2-arr-left;BCHS_337_B-89-1-2-dep-left;waiting;5;33;2;-
BCHS_336_B-89-1-2-arr-right;BCHS_336_B-89-1-2-dep-right;waiting;5;33;2;-
BWKS_372_B-89-1-12-dep-left;BCHS_337_B-89-1-2-arr-left;driving;19;19;2;-
BWKS_372_B-89-1-12-dep-left;BCHS_336_B-89-1-2-arr-right;driving;24;24;2;-
BWKS_372_B-89-1-12-dep-left;BCHS_338_B-89-1-2-arr-left;driving;19;19;2;-
BWKS_372_B-89-1-12-dep-left;BWKS_365_A-89-1-12-arr-left;driving;10;10;1;-
BCHS_338_B-89-1-2-arr-left;BCHS_338_B-89-1-2-dep-left;waiting;5;33;2;-
BWKS_371_B-89-1-12-dep-left;BCHS_337_B-89-1-2-arr-left;driving;19;19;2;-
BWKS_371_B-89-1-12-dep-left;BCHS_336_B-89-1-2-arr-right;driving;24;24;2;-
BWKS_371_B-89-1-12-dep-left;BCHS_338_B-89-1-2-arr-left;driving;19;19;2;-
BWKS_374_B-89-1-12-dep-right;BCHS_335_B-89-1-2-arr-right;driving;19;19;2;-
BWKS_374_B-89-1-12-dep-right;BCHS_337_B-89-1-2-arr-left;driving;24;24;2;-
BWKS_374_B-89-1-12-dep-right;BCHS_336_B-89-1-2-arr-right;driving;19;19;2;-
BCHS_335_B-89-1-2-dep-right;BSAP_303_B-89-1-2-arr-right;driving;15;15;2;-
BSAP_303_B-89-1-2-arr-right;BSAP_303_B-89-1-2-dep-right;waiting;5;33;2;-
BCHS_337_B-89-1-2-dep-left;BSAP_303_B-89-1-2-arr-right;driving;20;20;2;-
BCHS_336_B-89-1-2-dep-right;BSAP_303_B-89-1-2-arr-right;driving;15;15;2;-
BCHS_338_B-89-1-2-dep-left;BSAP_303_B-89-1-2-arr-right;driving;20;20;2;-
BSAP_303_B-89-1-2-dep-right;BZOS_255_B-89-1-2-arr-right;driving;14;14;2;-
BZOS_255_B-89-1-2-arr-right;BZOS_255_B-89-1-2-dep-right;waiting;5;33;2;-
BWKS_365_A-89-1-12-arr-left;BWKS_365_A-89-1-12-dep-right;turn;20;180;1;-
BWKS_365_A-89-1-12-dep-right;BWKS_372_B-89-1-12-arr-right;driving;10;10;1;-
BWKS_365_A-89-1-12-dep-right;BWKS_373_B-89-1-12-arr-left;driving;10;10;1;-
BZOS_255_B-89-1-2-dep-right;henkel_4_S5_E_BSTN_BWKS_0_S5_EI_BWKS_BHPG_0_S5_EI_BHPG_BWKS_0_S5_E_BWKS_BSTN_0-89-1-21;henkel-to;56;56;2;-
henkel_4_S5_E_BSTN_BWKS_0_S5_EI_BWKS_BHPG_0_S5_EI_BHPG_BWKS_0_S5_E_BWKS_BSTN_0-89-1-21;BZOS_256_B-89-1-1-arr-right;henkel-from;108;108;2;-
BZOS_256_B-89-1-1-arr-right;BZOS_256_B-89-1-1-dep-right;waiting;5;33;2;-
BZOS_256_B-82-1-1-dep-right;BSAP_304_B-82-1-1-arr-right;driving;14;14;2;-
BSAP_304_B-82-1-1-arr-right;BSAP_304_B-82-1-1-dep-right;waiting;5;33;2;-
BCHS_337_B-82-1-1-arr-right;BCHS_337_B-82-1-1-dep-right;waiting;5;33;2;-
BCHS_336_B-82-1-1-arr-left;BCHS_336_B-82-1-1-dep-left;waiting;5;33;2;-
BCHS_338_B-82-1-1-arr-right;BCHS_338_B-82-1-1-dep-right;waiting;5;33;2;-
BSAP_304_B-82-1-1-dep-right;BCHS_337_B-82-1-1-arr-right;driving;15;15;2;-
BSAP_304_B-82-1-1-dep-right;BCHS_336_B-82-1-1-arr-left;driving;20;20;2;-
BSAP_304_B-82-1-1-dep-right;BCHS_338_B-82-1-1-arr-right;driving;15;15;2;-
BCHS_337_B-82-1-1-dep-right;BWKS_372_B-82-1-1-arr-right;driving;18;18;2;-
BCHS_337_B-82-1-1-dep-right;BWKS_371_B-82-1-1-arr-right;driving;18;18;2;-
BWKS_372_B-82-1-1-arr-right;BWKS_372_B-82-1-1-dep-right;waiting;5;33;2;-
BWKS_371_B-82-1-1-arr-right;BWKS_371_B-82-1-1-dep-right;waiting;5;33;2;-
BCHS_336_B-82-1-1-dep-left;BWKS_372_B-82-1-1-arr-right;driving;23;23;2;-
BCHS_336_B-82-1-1-dep-left;BWKS_371_B-82-1-1-arr-right;driving;23;23;2;-
BCHS_338_B-82-1-1-dep-right;BWKS_372_B-82-1-1-arr-right;driving;18;18;2;-
BCHS_338_B-82-1-1-dep-right;BWKS_371_B-82-1-1-arr-right;driving;18;18;2;-
BWKS_372_B-82-1-1-dep-right;BGWD_202_B-82-1-1-arr-right;driving;25;25;2;-
BWKS_372_B-82-1-1-dep-right;BGWD_201_B-82-1-1-arr-right;driving;25;25;2;-
BGWD_202_B-82-1-1-arr-right;BGWD_202_B-82-1-1-dep-right;waiting;5;100;2;-
BGWD_201_B-82-1-1-arr-right;BGWD_201_B-82-1-1-dep-right;waiting;5;100;2;-
BWKS_371_B-82-1-1-dep-right;BGWD_202_B-82-1-1-arr-right;driving;25;25;2;-
BWKS_371_B-82-1-1-dep-right;BGWD_201_B-82-1-1-arr-right;driving;25;25;2;-
BGWD_202_B-82-1-1-dep-right;BNIS_423_B-82-1-1-arr-right;driving;67;67;2;-
BNIS_423_B-82-1-1-arr-right;BNIS_423_B-82-1-1-dep-right;waiting;5;100;2;-
BGWD_201_B-82-1-1-dep-right;BNIS_423_B-82-1-1-arr-right;driving;67;67;2;-
BNIS_423_B-82-1-1-dep-right;BWSS_431_B-82-1-1-arr-right;driving;19;19;2;-
BNIS_423_B-82-1-1-dep-right;BWSS_432_B-82-1-1-arr-right;driving;19;19;2;-
BWSS_431_B-82-1-1-arr-right;BWSS_431_B-82-1-1-dep-right;waiting;5;50;2;-
BWSS_432_B-82-1-1-arr-right;BWSS_432_B-82-1-1-dep-right;waiting;5;50;2;-
BWSS_431_B-82-1-1-dep-right;BGRI_822_B-82-1-1-arr-left;driving;47;47;2;-
BWSS_431_B-82-1-1-dep-right;BGRI_821_B-82-1-1-arr-right;driving;42;42;2;-
BGRI_822_B-82-1-1-arr-left;BGRI_822_B-82-1-1-dep-left;waiting;5;100;2;-
BGRI_821_B-82-1-1-arr-right;BGRI_821_B-82-1-1-dep-right;waiting;5;100;2;-
BWSS_432_B-82-1-1-dep-right;BGRI_822_B-82-1-1-arr-left;driving;47;47;2;-
BWSS_432_B-82-1-1-dep-right;BGRI_821_B-82-1-1-arr-right;driving;42;42;2;-
BGRI_822_B-82-1-1-dep-left;BBAB_841_B-82-1-1-arr-right;driving;30;30;2;-
BGRI_822_B-82-1-1-dep-left;BBAB_842_B-82-1-1-arr-left;driving;25;25;2;-
BBAB_841_B-82-1-1-arr-right;BBAB_841_B-82-1-1-dep-right;waiting;5;100;2;-
BBAB_842_B-82-1-1-arr-left;BBAB_842_B-82-1-1-dep-left;waiting;5;100;2;-
BGRI_821_B-82-1-1-dep-right;BBAB_841_B-82-1-1-arr-right;driving;25;25;2;-
BGRI_821_B-82-1-1-dep-right;BBAB_842_B-82-1-1-arr-left;driving;30;30;2;-
BBAB_841_B-82-1-1-dep-right;BPDH_897_B-82-1-12-arr-right;driving;20;20;2;-
BBAB_841_B-82-1-1-dep-right;BPDH_896_B-82-1-12-arr-left;driving;25;25;2;-
BPDH_897_B-82-1-12-arr-right;BPDH_897_B-82-1-12-dep-right;waiting;5;100;1;-
BPDH_897_B-82-1-12-arr-right;BPDH_897_B-82-1-12-dep-left;turn;20;180;1;-
BPDH_896_B-82-1-12-arr-left;BPDH_896_B-82-1-12-dep-right;turn;20;180;1;-
BBAB_842_B-82-1-1-dep-left;BPDH_897_B-82-1-12-arr-right;driving;25;25;2;-
BBAB_842_B-82-1-1-dep-left;BPDH_896_B-82-1-12-arr-left;driving;20;20;2;-
BPDH_897_B-82-1-12-dep-left;BBAB_841_B-82-1-2-arr-left;driving;24;24;2;-
BPDH_897_B-82-1-12-dep-left;BBAB_842_B-82-1-2-arr-right;driving;29;29;2;-
BBAB_841_B-82-1-2-arr-left;BBAB_841_B-82-1-2-dep-left;waiting;5;100;2;-
BBAB_842_B-82-1-2-arr-right;BBAB_842_B-82-1-2-dep-right;waiting;5;100;2;-
BPDH_896_B-82-1-12-dep-right;BBAB_841_B-82-1-2-arr-left;driving;29;29;2;-
BPDH_896_B-82-1-12-dep-right;BBAB_842_B-82-1-2-arr-right;driving;24;24;2;-
BPDH_896_B-82-1-12-dep-right;BPDH_898_A-82-1-12-arr-right;driving;11;11;1;-
BBAB_841_B-82-1-2-dep-left;BGRI_822_B-82-1-2-arr-right;driving;30;30;2;-
BBAB_841_B-82-1-2-dep-left;BGRI_821_B-82-1-2-arr-left;driving;25;25;2;-
BGRI_822_B-82-1-2-arr-right;BGRI_822_B-82-1-2-dep-right;waiting;5;100;2;-
BGRI_821_B-82-1-2-arr-left;BGRI_821_B-82-1-2-dep-left;waiting;5;100;2;-
BBAB_842_B-82-1-2-dep-right;BGRI_822_B-82-1-2-arr-right;driving;25;25;2;-
BBAB_842_B-82-1-2-dep-right;BGRI_821_B-82-1-2-arr-left;driving;30;30;2;-
BGRI_822_B-82-1-2-dep-right;BWSS_434_B-82-1-2-arr-right;driving;46;46;2;-
BGRI_822_B-82-1-2-dep-right;BWSS_433_B-82-1-2-arr-left;driving;51;51;2;-
BWSS_434_B-82-1-2-arr-right;BWSS_434_B-82-1-2-dep-right;waiting;5;50;2;-
BWSS_433_B-82-1-2-arr-left;BWSS_433_B-82-1-2-dep-right;turn;20;180;2;-
BGRI_821_B-82-1-2-dep-left;BWSS_434_B-82-1-2-arr-right;driving;51;51;2;-
BGRI_821_B-82-1-2-dep-left;BWSS_433_B-82-1-2-arr-left;driving;46;46;2;-
BWSS_434_B-82-1-2-dep-right;BNIS_424_B-82-1-2-arr-right;driving;18;18;2;-
BNIS_424_B-82-1-2-arr-right;BNIS_424_B-82-1-2-dep-right;waiting;5;100;2;-
BWSS_433_B-82-1-2-dep-right;BNIS_424_B-82-1-2-arr-right;driving;18;18;2;-
BNIS_424_B-82-1-2-dep-right;BGWD_202_B-82-1-2-arr-left;driving;72;72;2;-
BGWD_202_B-82-1-2-arr-left;BGWD_202_B-82-1-2-dep-left;waiting;5;100;2;-
BGWD_202_B-82-1-2-dep-left;BWKS_372_B-82-1-2-arr-left;driving;25;25;2;-
BGWD_202_B-82-1-2-dep-left;BWKS_371_B-82-1-2-arr-left;driving;25;25;2;-
BWKS_372_B-82-1-2-arr-left;BWKS_372_B-82-1-2-dep-left;waiting;5;33;2;-
BWKS_371_B-82-1-2-arr-left;BWKS_371_B-82-1-2-dep-left;waiting;5;33;2;-
BCHS_337_B-82-1-2-arr-left;BCHS_337_B-82-1-2-dep-left;waiting;5;33;2;-
BCHS_336_B-82-1-2-arr-right;BCHS_336_B-82-1-2-dep-right;waiting;5;33;2;-
BWKS_372_B-82-1-2-dep-left;BCHS_337_B-82-1-2-arr-left;driving;19;19;2;-
BWKS_372_B-82-1-2-dep-left;BCHS_336_B-82-1-2-arr-right;driving;24;24;2;-
BWKS_372_B-82-1-2-dep-left;BCHS_338_B-82-1-2-arr-left;driving;19;19;2;-
BCHS_338_B-82-1-2-arr-left;BCHS_338_B-82-1-2-dep-left;waiting;5;33;2;-
BWKS_371_B-82-1-2-dep-left;BCHS_337_B-82-1-2-arr-left;driving;19;19;2;-
BWKS_371_B-82-1-2-dep-left;BCHS_336_B-82-1-2-arr-right;driving;24;24;2;-
BWKS_371_B-82-1-2-dep-left;BCHS_338_B-82-1-2-arr-left;driving;19;19;2;-
BSAP_303_B-82-1-2-arr-right;BSAP_303_B-82-1-2-dep-right;waiting;5;33;2;-
BCHS_337_B-82-1-2-dep-left;BSAP_303_B-82-1-2-arr-right;driving;20;20;2;-
BCHS_336_B-82-1-2-dep-right;BSAP_303_B-82-1-2-arr-right;driving;15;15;2;-
BCHS_338_B-82-1-2-dep-left;BSAP_303_B-82-1-2-arr-right;driving;20;20;2;-
BSAP_303_B-82-1-2-dep-right;BZOS_255_B-82-1-2-arr-right;driving;14;14;2;-
BZOS_255_B-82-1-2-arr-right;BZOS_255_B-82-1-2-dep-right;waiting;5;33;2;-
BPDH_898_A-82-1-12-arr-right;BPDH_898_A-82-1-12-dep-left;turn;20;180;1;-
BPDH_898_A-82-1-12-dep-left;BPDH_896_B-82-1-12-arr-left;driving;11;11;1;-
BPDH_898_A-82-1-12-dep-left;BPDH_897_B-82-1-12-arr-left;driving;11;11;1;-
BPDH_897_B-82-1-12-arr-left;BPDH_897_B-82-1-12-dep-left;waiting;5;100;1;-
BPDH_897_B-82-1-12-dep-right;BPDH_898_A-82-1-12-arr-right;driving;11;11;1;-
BZOS_255_B-82-1-2-dep-right;henkel_6_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-82-1-21;henkel-to;81;81;2;-
BZOS_255_B-82-1-2-dep-right;henkel_7_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-82-1-21;henkel-to;181;181;2;-
henkel_6_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-82-1-21;BZOS_256_B-82-1-1-arr-right;henkel-from;33;33;2;-
BZOS_256_B-82-1-1-arr-right;BZOS_256_B-82-1-1-dep-right;waiting;5;33;2;-
henkel_7_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-82-1-21;BZOS_256_B-82-1-1-arr-right;henkel-from;133;133;2;-
BZOS_256_B-82-2-1-dep-right;BSAP_304_B-82-2-1-arr-right;driving;14;14;2;-
BSAP_304_B-82-2-1-arr-right;BSAP_304_B-82-2-1-dep-right;waiting;5;33;2;-
BCHS_337_B-82-2-1-arr-right;BCHS_337_B-82-2-1-dep-right;waiting;5;33;2;-
BCHS_336_B-82-2-1-arr-left;BCHS_336_B-82-2-1-dep-left;waiting;5;33;2;-
BCHS_338_B-82-2-1-arr-right;BCHS_338_B-82-2-1-dep-right;waiting;5;33;2;-
BSAP_304_B-82-2-1-dep-right;BCHS_337_B-82-2-1-arr-right;driving;15;15;2;-
BSAP_304_B-82-2-1-dep-right;BCHS_336_B-82-2-1-arr-left;driving;20;20;2;-
BSAP_304_B-82-2-1-dep-right;BCHS_338_B-82-2-1-arr-right;driving;15;15;2;-
BCHS_337_B-82-2-1-dep-right;BWKS_372_B-82-2-1-arr-right;driving;18;18;2;-
BCHS_337_B-82-2-1-dep-right;BWKS_371_B-82-2-1-arr-right;driving;18;18;2;-
BWKS_372_B-82-2-1-arr-right;BWKS_372_B-82-2-1-dep-right;waiting;5;33;2;-
BWKS_371_B-82-2-1-arr-right;BWKS_371_B-82-2-1-dep-right;waiting;5;33;2;-
BCHS_336_B-82-2-1-dep-left;BWKS_372_B-82-2-1-arr-right;driving;23;23;2;-
BCHS_336_B-82-2-1-dep-left;BWKS_371_B-82-2-1-arr-right;driving;23;23;2;-
BCHS_338_B-82-2-1-dep-right;BWKS_372_B-82-2-1-arr-right;driving;18;18;2;-
BCHS_338_B-82-2-1-dep-right;BWKS_371_B-82-2-1-arr-right;driving;18;18;2;-
BWKS_372_B-82-2-1-dep-right;BGWD_202_B-82-2-1-arr-right;driving;25;25;2;-
BWKS_372_B-82-2-1-dep-right;BGWD_201_B-82-2-1-arr-right;driving;25;25;2;-
BGWD_202_B-82-2-1-arr-right;BGWD_202_B-82-2-1-dep-right;waiting;5;100;2;-
BGWD_201_B-82-2-1-arr-right;BGWD_201_B-82-2-1-dep-right;waiting;5;100;2;-
BWKS_371_B-82-2-1-dep-right;BGWD_202_B-82-2-1-arr-right;driving;25;25;2;-
BWKS_371_B-82-2-1-dep-right;BGWD_201_B-82-2-1-arr-right;driving;25;25;2;-
BGWD_202_B-82-2-1-dep-right;BNIS_423_B-82-2-1-arr-right;driving;67;67;2;-
BNIS_423_B-82-2-1-arr-right;BNIS_423_B-82-2-1-dep-right;waiting;5;100;2;-
BGWD_201_B-82-2-1-dep-right;BNIS_423_B-82-2-1-arr-right;driving;67;67;2;-
BNIS_423_B-82-2-1-dep-right;BWSS_431_B-82-2-1-arr-right;driving;19;19;2;-
BNIS_423_B-82-2-1-dep-right;BWSS_432_B-82-2-1-arr-right;driving;19;19;2;-
BWSS_431_B-82-2-1-arr-right;BWSS_431_B-82-2-1-dep-right;waiting;5;50;2;-
BWSS_432_B-82-2-1-arr-right;BWSS_432_B-82-2-1-dep-right;waiting;5;50;2;-
BWSS_431_B-82-2-1-dep-right;BGRI_822_B-82-2-1-arr-left;driving;47;47;2;-
BWSS_431_B-82-2-1-dep-right;BGRI_821_B-82-2-1-arr-right;driving;42;42;2;-
BGRI_822_B-82-2-1-arr-left;BGRI_822_B-82-2-1-dep-left;waiting;5;100;2;-
BGRI_821_B-82-2-1-arr-right;BGRI_821_B-82-2-1-dep-right;waiting;5;100;2;-
BWSS_432_B-82-2-1-dep-right;BGRI_822_B-82-2-1-arr-left;driving;47;47;2;-
BWSS_432_B-82-2-1-dep-right;BGRI_821_B-82-2-1-arr-right;driving;42;42;2;-
BGRI_822_B-82-2-1-dep-left;BBAB_841_B-82-2-1-arr-right;driving;30;30;2;-
BGRI_822_B-82-2-1-dep-left;BBAB_842_B-82-2-1-arr-left;driving;25;25;2;-
BBAB_841_B-82-2-1-arr-right;BBAB_841_B-82-2-1-dep-right;waiting;5;100;2;-
BBAB_842_B-82-2-1-arr-left;BBAB_842_B-82-2-1-dep-left;waiting;5;100;2;-
BGRI_821_B-82-2-1-dep-right;BBAB_841_B-82-2-1-arr-right;driving;25;25;2;-
BGRI_821_B-82-2-1-dep-right;BBAB_842_B-82-2-1-arr-left;driving;30;30;2;-
BBAB_841_B-82-2-1-dep-right;BPDH_897_B-82-2-12-arr-right;driving;20;20;2;-
BBAB_841_B-82-2-1-dep-right;BPDH_896_B-82-2-12-arr-left;driving;25;25;2;-
BPDH_897_B-82-2-12-arr-right;BPDH_897_B-82-2-12-dep-right;waiting;5;100;1;-
BPDH_897_B-82-2-12-arr-right;BPDH_897_B-82-2-12-dep-left;turn;20;180;1;-
BPDH_896_B-82-2-12-arr-left;BPDH_896_B-82-2-12-dep-right;turn;20;180;1;-
BBAB_842_B-82-2-1-dep-left;BPDH_897_B-82-2-12-arr-right;driving;25;25;2;-
BBAB_842_B-82-2-1-dep-left;BPDH_896_B-82-2-12-arr-left;driving;20;20;2;-
BPDH_897_B-82-2-12-dep-left;BBAB_841_B-82-2-2-arr-left;driving;24;24;2;-
BPDH_897_B-82-2-12-dep-left;BBAB_842_B-82-2-2-arr-right;driving;29;29;2;-
BBAB_841_B-82-2-2-arr-left;BBAB_841_B-82-2-2-dep-left;waiting;5;100;2;-
BBAB_842_B-82-2-2-arr-right;BBAB_842_B-82-2-2-dep-right;waiting;5;100;2;-
BPDH_896_B-82-2-12-dep-right;BBAB_841_B-82-2-2-arr-left;driving;29;29;2;-
BPDH_896_B-82-2-12-dep-right;BBAB_842_B-82-2-2-arr-right;driving;24;24;2;-
BPDH_896_B-82-2-12-dep-right;BPDH_898_A-82-2-12-arr-right;driving;11;11;1;-
BBAB_841_B-82-2-2-dep-left;BGRI_822_B-82-2-2-arr-right;driving;30;30;2;-
BBAB_841_B-82-2-2-dep-left;BGRI_821_B-82-2-2-arr-left;driving;25;25;2;-
BGRI_822_B-82-2-2-arr-right;BGRI_822_B-82-2-2-dep-right;waiting;5;100;2;-
BGRI_821_B-82-2-2-arr-left;BGRI_821_B-82-2-2-dep-left;waiting;5;100;2;-
BBAB_842_B-82-2-2-dep-right;BGRI_822_B-82-2-2-arr-right;driving;25;25;2;-
BBAB_842_B-82-2-2-dep-right;BGRI_821_B-82-2-2-arr-left;driving;30;30;2;-
BGRI_822_B-82-2-2-dep-right;BWSS_434_B-82-2-2-arr-right;driving;46;46;2;-
BGRI_822_B-82-2-2-dep-right;BWSS_433_B-82-2-2-arr-left;driving;51;51;2;-
BWSS_434_B-82-2-2-arr-right;BWSS_434_B-82-2-2-dep-right;waiting;5;50;2;-
BWSS_433_B-82-2-2-arr-left;BWSS_433_B-82-2-2-dep-right;turn;20;180;2;-
BGRI_821_B-82-2-2-dep-left;BWSS_434_B-82-2-2-arr-right;driving;51;51;2;-
BGRI_821_B-82-2-2-dep-left;BWSS_433_B-82-2-2-arr-left;driving;46;46;2;-
BWSS_434_B-82-2-2-dep-right;BNIS_424_B-82-2-2-arr-right;driving;18;18;2;-
BNIS_424_B-82-2-2-arr-right;BNIS_424_B-82-2-2-dep-right;waiting;5;100;2;-
BWSS_433_B-82-2-2-dep-right;BNIS_424_B-82-2-2-arr-right;driving;18;18;2;-
BNIS_424_B-82-2-2-dep-right;BGWD_202_B-82-2-2-arr-left;driving;72;72;2;-
BGWD_202_B-82-2-2-arr-left;BGWD_202_B-82-2-2-dep-left;waiting;5;100;2;-
BGWD_202_B-82-2-2-dep-left;BWKS_372_B-82-2-2-arr-left;driving;25;25;2;-
BGWD_202_B-82-2-2-dep-left;BWKS_371_B-82-2-2-arr-left;driving;25;25;2;-
BWKS_372_B-82-2-2-arr-left;BWKS_372_B-82-2-2-dep-left;waiting;5;33;2;-
BWKS_371_B-82-2-2-arr-left;BWKS_371_B-82-2-2-dep-left;waiting;5;33;2;-
BCHS_337_B-82-2-2-arr-left;BCHS_337_B-82-2-2-dep-left;waiting;5;33;2;-
BCHS_336_B-82-2-2-arr-right;BCHS_336_B-82-2-2-dep-right;waiting;5;33;2;-
BWKS_372_B-82-2-2-dep-left;BCHS_337_B-82-2-2-arr-left;driving;19;19;2;-
BWKS_372_B-82-2-2-dep-left;BCHS_336_B-82-2-2-arr-right;driving;24;24;2;-
BWKS_372_B-82-2-2-dep-left;BCHS_338_B-82-2-2-arr-left;driving;19;19;2;-
BCHS_338_B-82-2-2-arr-left;BCHS_338_B-82-2-2-dep-left;waiting;5;33;2;-
BWKS_371_B-82-2-2-dep-left;BCHS_337_B-82-2-2-arr-left;driving;19;19;2;-
BWKS_371_B-82-2-2-dep-left;BCHS_336_B-82-2-2-arr-right;driving;24;24;2;-
BWKS_371_B-82-2-2-dep-left;BCHS_338_B-82-2-2-arr-left;driving;19;19;2;-
BSAP_303_B-82-2-2-arr-right;BSAP_303_B-82-2-2-dep-right;waiting;5;33;2;-
BCHS_337_B-82-2-2-dep-left;BSAP_303_B-82-2-2-arr-right;driving;20;20;2;-
BCHS_336_B-82-2-2-dep-right;BSAP_303_B-82-2-2-arr-right;driving;15;15;2;-
BCHS_338_B-82-2-2-dep-left;BSAP_303_B-82-2-2-arr-right;driving;20;20;2;-
BSAP_303_B-82-2-2-dep-right;BZOS_255_B-82-2-2-arr-right;driving;14;14;2;-
BZOS_255_B-82-2-2-arr-right;BZOS_255_B-82-2-2-dep-right;waiting;5;33;2;-
BPDH_898_A-82-2-12-arr-right;BPDH_898_A-82-2-12-dep-left;turn;20;180;1;-
BPDH_898_A-82-2-12-dep-left;BPDH_896_B-82-2-12-arr-left;driving;11;11;1;-
BPDH_898_A-82-2-12-dep-left;BPDH_897_B-82-2-12-arr-left;driving;11;11;1;-
BPDH_897_B-82-2-12-arr-left;BPDH_897_B-82-2-12-dep-left;waiting;5;100;1;-
BPDH_897_B-82-2-12-dep-right;BPDH_898_A-82-2-12-arr-right;driving;11;11;1;-
BZOS_255_B-82-2-2-dep-right;henkel_6_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-82-2-21;henkel-to;81;81;2;-
BZOS_255_B-82-2-2-dep-right;henkel_7_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-82-2-21;henkel-to;181;181;2;-
henkel_6_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-82-2-21;BZOS_256_B-82-2-1-arr-right;henkel-from;33;33;2;-
BZOS_256_B-82-2-1-arr-right;BZOS_256_B-82-2-1-dep-right;waiting;5;33;2;-
henkel_7_S7_O_BAF_BPDH_0_S7_OI_BPDH_BAF_0_S7_OI_BAF_BPDH_0_S7_O_BPDH_BAF_0-82-2-21;BZOS_256_B-82-2-1-arr-right;henkel-from;133;133;2;-
